numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
100,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Légumes; Divers,Marseille,1220,2000,Livre,,1220,0
101,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Légumes; Feves,Marseille,87212,"14535,3",Quintal,Unité d'origine Livre,"0,2",6
102,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Légumes; Haricots,Marseille,1330,"88,68",Quintal,Unité d'origine Livre,"-0,2",15
103,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Légumes; Lentilles,Marseille,919,"61,26",Quintal,Unité d'origine Livre,"0,1",15
104,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Liège en planches,Marseille,281,"18,75",Quintal,Unité d'origine Livre,"-0,25",15
105,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Liqueur,Marseille,8466,8466,Livre,,0,1
106,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Marchandises diverses,Marseille,307,,,,307,0
107,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Marbre; Brut,Marseille,43863,"2924,17",Quintal,Unité d'origine Livre,"0,45",15
108,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Marbre; Ouvré,Marseille,4315,"143,85",Quintal,Unité d'origine Livre,"-0,5",30
109,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Mercerie diverse,Marseille,7575,"34,43",Quintal,Unité d'origine Livre,"0,4",220
110,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Miel,Espagne,101,"2,02",Quintal,Unité d'origine Livre,0,50
111,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Ouvrage de platre,Marseille,840,,,,840,0
112,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Parfumerie; Poudre,Marseille,2934,5334,,,2934,0
113,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Parfumerie; Poudre,Gênes,194,487,,,194,0
114,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Parfumerie; Quintessence de bergamotte,Gênes,3132,522,Livre,,0,6
115,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pate vermicelle,Marseille,3568,"79,28",Quintal,Unité d'origine Livre,"0,4",45
116,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pate vermicelle,Espagne,790,"17,55",Quintal,Unité d'origine Livre,"0,25",45
117,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pate vermicelle,Gênes,1408,"31,3",Quintal,Unité d'origine Livre,"-0,5",45
118,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Peaux; De chameau poil,Marseille,740,370,Livre,,0,2
119,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Peaux; De veau,Marseille,4959,4959,Livre,,0,1
120,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pierres; A faux,Marseille,4845,48450,Nombre,Prix unitaire en pourcentage du nombre,4845,0
121,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pierres; De jay,Marseille,2490,2490,Livre,,0,1
122,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Pierres; De jay,Espagne,19014,19014,Livre,,0,1
123,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Plomb; Brut,Marseille,4035,"134,5",Quintal,Unité d'origine Livre,0,30
124,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Plomb; En saumon,Marseille,1550,5710,,,1550,0
125,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Poissons; Divers,Marseille,412,,,,412,0
126,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Poissons; Anchoix,Sardaigne,1704,"28,4",,Unité d'origine Livre,0,60
127,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Poissons; Harengs,Marseille,2550,25500,Nombre,Prix unitaire en pourcentage du nombre,2550,0
128,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Poissons; Morue,Marseille,104487,"2612,18",Quintal,Unité d'origine Livre,"-0,2",40
129,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Poissons; Saumon,Marseille,5440,"108,81",Quintal,Unité d'origine Livre,"-0,5",50
130,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Provisions de bouche,Marseille,2323,"26,45",Quintal,Unité d'origine Livre,"259,9",78
131,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Quincaillerie de fer faux,Marseille,39290,"654,84",Quintal,Unité d'origine Livre,"-0,4",60
132,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,5,Savon,Marseille,2910525,"52918,63",Quintal,Unité d'origine Livre,"0,35",55
133,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Souffre; En canon,Marseille,23107,"1540,49",Quintal,Unité d'origine Livre,"-0,35",15
134,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Souffre; En fleur,Marseille,18131,"604,34",Quintal,Unité d'origine Livre,"0,8",30
135,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Suif;,Marseille,18758,"416,85",Quintal,Unité d'origine Livre,"-0,25",45
136,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Suif; Chandelles,Marseille,10837,"180,61",Quintal,Unité d'origine Livre,"0,4",60
137,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Sucre; Cassonade,Marseille,3851,"77,02",Quintal,Unité d'origine Livre,0,50
138,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Sucre; Rafiné,Marseille,289,"3,61",Quintal,Unité d'origine Livre,"0,2",80
139,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Sucre; Terré,Marseille,24602,"492,05",Quintal,Unité d'origine Livre,"-0,5",50
140,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Sucre; Vergeoise,Marseille,1350,"33,76",Quintal,Unité d'origine Livre,"-0,4",40
141,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Terre; D'ombre,Marseille,166,"11,06",Quintal,Unité d'origine Livre,"0,1",15
142,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Terre; Pozolane,Marseille,1761,1761,Quintal,Unité d'origine Livre,0,1
143,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Vin; Ordinaire,Espagne,170064,2362,Muid,,0,72
144,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Agde,6,Vin; D'Alicante,Espagne,75792,"350,88",Muid,Unité d'origine Muid et Pinte,"1,92",216
145,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Acier,Marseille,2968,"98,95",Quintal,Unité d'origine Livre,"-0,5",30
146,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Amandes; Cassées,Marseille,1900,"47,51",Quintal,Unité d'origine Livre,"-0,4",40
147,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Amandes; En coques,Marseille,4020,"114,08",Quintal,Unité d'origine Livre,"27,2",35
148,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Amandes; En coques,Espagne,183,"5,25",Quintal,Unité d'origine Livre,"-0,75",35
149,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Amadou,Gênes,180,"1,8",Quintal,Unité d'origine Livre,0,100
150,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Amidon en grain,Marseille,3250,"108,56",Quintal,Unité d'origine Livre,"-6,8",30
151,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Balais; De palme,Marseille,195,156,Douzaine,,0,"1,25"
152,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Balais; De palme,Espagne,6427,5141,Douzaine,,"0,75","1,25"
153,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Balais; De ris,Marseille,2102,4204,Nombre,,0,"0,5"
154,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Beurre,Marseille,378,"4,73",Quintal,Unité d'origine Livre,"-0,4",80
155,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bierre,Marseille,120,"3,33",Muid,,120,0
156,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bierre,Etats de l'empereur,120,"3,33",Muid,,120,0
157,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Divers,Dunkerque,118,,,,118,0
158,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Divers,Gênes,185,,,,185,0
159,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Divers,Marseille,1170,,,,1170,0
160,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; De construction,Marseille,300,,,,300,0
161,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; De construction,Espagne,339,,,,339,0
162,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; De construction,Hollande,332,,,,332,0
163,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Marseille,81900,585000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
164,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Dunkerque,10850,77500,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
165,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Naples Sicile,115696,826400,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
166,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Angleterre,3360,24000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
167,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Hollande,25200,180000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
168,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; A tonneaux douilles,Amérique,23800,170000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,14"
169,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; Campeche,Marseille,67288,2387,Quintal,Unité d'origine Livre,10000,24
170,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; De Fernambourg,Marseille,5236,"87,27",Quintal,Unité d'origine Livre,"-0,2",60
171,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; Fustel,Marseille,771,"51,42",Quintal,Unité d'origine Livre,"-0,3",15
172,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; Fustel,Sardaigne,714,"47,61",Quintal,Unité d'origine Livre,"-0,15",15
173,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; De Sainte Marthe,Marseille,35548,"1184,94",Quintal,Unité d'origine Livre,"-0,2",30
174,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bois; Pour teinture; De santal,Marseille,873,"29,1",Quintal,Unité d'origine Livre,0,30
175,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bray et goudron,Marseille,8557,"855,75",Quintal,Unité d'origine Livre,"-0,5",10
176,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Bray et goudron,Espagne,2770,277,Quintal,Unité d'origine Livre,0,10
177,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cacao,Marseille,11407,"152,1",Quintal,Unité d'origine Livre,"-0,5",75
178,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Castor,Marseille,1500,3,Nombre,,1500,0
179,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cendres; Barille,Marseille,14495,"1999,41",Quintal,Unité d'origine Livre,"-500,58","7,5"
180,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cendres; Barille,Espagne,10360,"1354,79",Quintal,Unité d'origine Livre,"199,08","7,5"
181,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cendres; De Sicile,Marseille,1289,"128,94",Quintal,Unité d'origine Livre,"-0,4",10
182,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chairs salées diverses,Marseille,1664,2346,,,1664,0
183,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Crû,Marseille,17281,"493,75",Quintal,Unité d'origine Livre,"-0,25",35
184,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Crû,Sardaigne,6582,"188,08",Quintal,Unité d'origine Livre,"-0,8",35
185,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Crû,Gênes,597,"17,06",Quintal,Unité d'origine Livre,"-0,1",35
186,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Crû,Suède,848,"24,24",Quintal,Unité d'origine Livre,"-0,4",35
187,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Crû,Russie,532,"15,2",Quintal,Unité d'origine Livre,0,35
188,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chanvre; Peigné,Marseille,83124,"1385,4",Quintal,Unité d'origine Livre,0,60
189,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Charbon de bois,Sardaigne,140,5600,,,140,0
190,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Chapeaux poil et laine,Marseille,2600,325,Nombre,,0,8
191,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cires; Diverses,Marseille,809,,,,809,0
192,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cires; Jaune,Marseille,12520,"104,34",Quintal,Unité d'origine Livre,"-0,8",120
193,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cires; Jaune,Amérique,360,3,Quintal,Unité d'origine Livre,0,120
194,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Colle forte;,Marseille,18244,"456,12",Quintal,Unité d'origine Livre,"-0,8",40
195,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Colle forte; De poisson,Marseille,2358,"5,24",Quintal,Unité d'origine Livre,0,450
196,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cordes de boyaux,Marseille,180,60,Livre,,0,3
197,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,9,Cordages de chanvre,Marseille,315,"10,5",Quintal,Unité d'origine Livre,0,30
198,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Coton filé;,Marseille,1371,457,Livre,,0,3
199,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Coton filé; En laine des Isles,Marseille,53293,53293,Livre,,0,1
200,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Coton filé; En laine etranger,Marseille,809339,809339,Livre,,0,1
201,Anthony Rebours,AN F12 1667,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National toutes directions tous partenaires,1789,Imports,Montpellier,Cette,10,Coton filé; En laine etranger,Milanes Toscane,2369,2369,Livre,,0,1
