numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
172,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cuivre rouge en feuille,Hollande,3684,livres,,,,
173,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cuivre rouge en feuille,Hambourg,10974,livres,,,,
174,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cuivre rouge en chaudiere,Hambourg,1700,livres,,,,
175,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cuivre jaune,Hollande,15520,livres,,,,
176,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Canelle,Hollande,1508,livres,,,,
177,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cire jaune,Angleterre,176,livres,,,,
178,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cire jaune,Norvège,590,livres,,,,
179,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cire jaune,Suede,50,livres,,,,
180,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cire jaune,Prusse,30,livres,,,,
181,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Cire jaune,Espagne,70,livres,,,,
182,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,6,,Camphre,Hollande,127,livres,,,,
183,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Cassialignea,Hollande,278,livres,,,,
184,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Cinabre,Hollande,472,livres,,,,
185,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Coique de Levant,Hollande,126,livres,,,,
186,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Cucurma,Hollande,685,livres,,,,
187,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Couperose,Hollande,202209,livres,,,,
188,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Couperose,Hambourg,26941,livres,,,,
189,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Dé à coudre,Hollande,99,livres,,,,
190,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle a faire barriques,Hollande,512,en nombre,,,,
191,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle a faire barriques,Norvège,3720,en nombre,,,,
192,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle a faire barriques,Suede,560,en nombre,,,,
193,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle vieille,Hollande,400,en nombre,,,,
194,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle a barriquage,Suede,1920,en nombre,,,,
195,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Douelle pour fonds,Suede,250,en nombre,,,,
196,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Draps vieux pour l´entrepot pour la Guinée,Hollande,130,en nombre,,,,
197,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée,Hollande,12473,livres,,,,
198,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée,Portugal,352,livres,,,,
199,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Drogueries diveres dont la qualité n´est point dénommée pour la Compagnie des Indes,Portugal,10,livres,,,,
200,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Dattes,Portugal,219,livres,,,,
201,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Ecorce de citron,Portugal,201,livres,,,,
202,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Ecorce de citron,Portugal,201,livres,,,,
203,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Equille,Hambourg,70,livres,,,,
204,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Equille,Hollande,31,livres,,,,
205,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Equille à voile pour la Compagnie de Guinée,Hollande,5500,livres,,,,
206,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Equille à voile pour la Compagnie de Guinée,Hollande,108,barils,,,,
207,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Escopes,Göteborg,120,en nombre,,,,
208,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 20 à 25 pieds de long,Riga,310,en nombre,,,,
209,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 20 à 25 pieds de long,Hollande,220,en nombre,,,,
210,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 20 à 25 pieds de long,Norvège,450,en nombre,,,,
211,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 36 à 40 pieds,Hollande,71,en nombre,,,,
212,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 11 à 20 pieds,Hollande,180,en nombre,,,,
213,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,7,,Espars de 11 à 20 pieds,Bruges,11,en nombre,,,,
214,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Etaux en batit pour serruriers,Hollande,2,en nombre,,,,
215,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Esturgon,Hollande,26,livres,,,,
216,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Estampe,Angleterre,25,livres,,,,
217,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Epiceries diveres dont la qualité n´estpoint dénominée,Hollande,1296,livres,,,,
218,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Eau forte huille de vitriol le dania,Hollande,83,livres,,,,
219,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Epipequaquana,Hollande,60,livres,,,,
220,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fayence,Hollande,17281,livres,,,,
221,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en barre,Suede,169386,livres,,,,
222,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en barre,Hollande,86945,livres,,,,
223,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en barre,Norvège,23400,livres,,,,
224,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en barre,Espagne,280038,livres,,,,
225,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en barre,Hambourg,6050,livres,,,,
226,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer pour liquaré et en verge,Suede,26206,livres,,,,
227,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer pour liquaré et en verge,Norvège,28500,livres,,,,
228,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer pour liquaré et en verge,Espagne,752567,livres,,,,
229,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en cercles,Hollande,2082,livres,,,,
230,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en cercles,Hollande,25450,livres,,,,
231,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,"Fer fondue en Hambourg et planques, poëles et chaudieres",Hollande,25358,livres,,,,
232,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer en planche,Hambourg,48,en nombre,,,,
233,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer blanc simple,Suede,6,barils,,,,
234,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer blanc simple,Hambourg,50,barils,,,,
235,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer noir simples,Hambourg,10,barils,,,,
236,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer noir simples,Norvège,2,barils,,,,
237,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer blanc simple pour la Compagnie des Indes,Hollande,12,barils,,,,
238,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Fer blanc simple pour la Compagnie des Indes,Hambourg,102,barils,,,,
239,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Ferailles,Hollande,192,livres,,,,
240,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Feves blanches,Hollande,4,livres,,,,
241,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Figues,Espagne,14360,livres,,,,
242,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,8,,Figues,Portugal,11669,livres,,,,
243,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Filasse,Hollande,35,livres,,,,
244,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Filasse,Hambourg,90,livres,,,,
245,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Ficelle,Hambourg,150,livres,,,,
246,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil et letton,Hambourg,1044,livres,,,,
247,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer,Hambourg,7005,livres,,,,
248,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,860,livres,,,,
249,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,14074,livres,,,,
250,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,12933,livres,,,,
251,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer pour la Compagnie des Indes,Hambourg,15433,livres,,,,
252,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil de fer assorty,Hollande,3971,livres,,,,
253,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fil a voile pour la Compagnie des Indes,Hollande,6000,livres,,,,
254,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fleau de fer,Hollande,3,en nombre,,,,
255,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fleau de fer,Hollande,2,en nombre,,,,
256,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fontaine de fer blanc de peinte,Hollande,2,en nombre,,,,
257,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Forme ou pot de terre pour sucre,Hollande,1125,en nombre,,,,
258,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Forme ou pot de terre pour sucre,Hambourg,182,en nombre,,,,
259,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromage,Hollande,295621,livres,,,,
260,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromage,Norvège,1108,livres,,,,
261,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromage au quart avarié,Hollande,16878,livres,,,,
262,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromage a moitie avarié,Hollande,13868,livres,,,,
263,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromages,Angleterre,38666,livres,,,,
264,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fromage pour l´entrepot de la Compagnie des Indes,Hollande,21300,livres,,,,
265,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Froment,Hollande,9,tonneaux,,,,
266,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Frotoir,Hollande,106,tonneaux,,,,
267,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Furils pour l´entrepot pour la Guinée,Hollande,693,en nombre,,,,
268,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Futaille vide,Hambourg,24,en nombre,,,,
269,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Futaille vide,Grenezay,10,en nombre,,,,Guenersey
270,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Futaille vide,Norvège,25,en nombre,,,,
271,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Futaille vide,Hollande,18,en nombre,,,,
272,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Futaille vide,Hambourg,4,en nombre,,,,
273,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,9,,Fleur de muscade,Hollande,4,livres,,,,
274,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Suede,232,barils,,,,
275,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Norvège,26,barils,,,,
276,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Hambourg,413,barils,,,,
277,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Suede,1392,barils,,,,
278,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Norvège,191,barils,,,,
279,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Hambourg,118,barils,,,,
280,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goudron,Hollande,12,barils,,,,
281,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Gamelle de bois,Hollande,20,en nombre,,,,
282,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Goblet a boire,Hambourg,55,livres,,,,
283,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Grenne de choux,Hollande,170,livres,,,,
284,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine de lin,Hollande,"5,5",tonneaux,,,,
285,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine de lin,Prusse,3,tonneaux,,,,
286,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine de lin,Angleterre,"1,5",tonneaux,,,,
287,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine de lin,Bruges,4,tonneaux,,,,
288,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine a chapelet,,299,livres,,,,
289,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine a chapelet,,1336,livres,,,,
290,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine a chapelet pour l´entrepot pour Guinée,Hollande,17,barriques,,,,
291,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine a chapelet pour l´entrepot pour Guinée,Hollande,500,sacs,,,,
292,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Graine a coutteaux,Hollande,425,livres,,,,
293,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Guynée bleune,Hollande,320,pieces,,,,
294,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Guynée bleune,Hollande,200,pieces,,,,
295,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Garence,Hollande,43318,livres,,,,
296,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Garence,Hambourg,2317,livres,,,,
297,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Geroffle,Hollande,4058,livres,,,,
298,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Geroffle,Hambourg,567,livres,,,,
299,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Gomme armoniac,Hollande,15,livres,,,,
300,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Gomme arabique,Hollande,150,livres,,,,
301,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Gomme gutte,Hollande,15,livres,,,,
302,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Haran blanc,Hollande,17,barils,,,,
303,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Haran blanc,Hollande,1,quarts,,,,
304,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Haran blanc,Hollande,956,barils,,,,
305,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Haran blanc,Hollande,"0,75",quarts,,,,
306,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,10,,Haran blanc,Hollande,559,barils,,,,
307,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Harang blanc ; feuillettes,Hollande,3,en nombre,,,,
308,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Harang blanc ; feuillettes,Hambourg,1,en nombre,,,,
309,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Harang blanc ; demi feuillettes,Hollande,2,en nombre,,,,
310,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Harang blanc ; demi feuillettes,Hollande,1,en nombre,,,,
311,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Harang sors,Hollande,258,barils,,,,
312,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille d´olive,Espagne,68294,livres,,,,
313,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille de poison,Angleterre,137,barriques,,,,
314,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille de poison,Hollande,109,barriques,,,,
315,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille et Rabete,Hollande,44,barriques,,,,
316,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille de lin,Hollande,58,barriques,,,,
317,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille de lin pour l´entrepot pour la Compagnie des Indes,Hollande,6,barriques,,,,
318,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille blanche,Hollande,2,livres,,,,
319,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Huille de muscade,Hollande,6,livres,,,,
320,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons,Hollande,12917,livres,,,,
321,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons,Hambourg,1724,livres,,,,
322,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons,Espagne,424,livres,,,,
323,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons,Norvège,50,livres,,,,
324,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons,Lisbonne,295,livres,,,,
325,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jambons ; pour l´entrepot de la Compagnie,Hollande,250,livres,,,,
326,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,11,,Jonc,Espagne,4000,cent,,,,
327,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Indigo de retour,Espagne,450,livres,,,,
328,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Jalap,Hollande,745,livres,,,,
329,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Jeux d´écrevice,Hollande,56,livres,,,,
330,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Laine,Espagne,106052,livres,,,,
331,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Laine ; pour navires de Hollande avec certificats de consul,Espagne,25476,livres,,,,
332,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Laine peignée et filée,Angleterre,71081,livres,,,,
333,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lard ; pour l´entrepot,Angleterre,2610,livres,,,,
334,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Liens de fil,Hollande,94,livres,,,,
335,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Ligne a pecher ; pour l´entrepot,Hollande,1030,livres,,,,
336,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Limes de fer,Hollande,175,livres,,,,
337,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Limes de fer ; pour l´entrepot de la Compagnie des Indes,Hollande,100,en nombre,,,,
338,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Limaneas ; pour l´entrepot pour Guinée,Hambourg,60,pieces,,,,
339,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Limaneas,Hollande,122,pieces,,,,
340,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; apresté,Hambourg,110,livres,,,,
341,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; apresté,Hollande,230,livres,,,,
342,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; apresté,Bruges,150,livres,,,,
343,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; non apresté,Hambourg,13480,livres,,,,
344,Torsten,AD44 C706,Out/Nantes - Imports - 1734 - bis.csv,Out,1734,Imports,Nantes,12,,Lin ; non apresté,Hambourg,7090,livres,,,,
