dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Norvège,365,365,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Pays-Bas,328,328,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Prusse,862,862,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,R.de la Plata,167,167,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Russie,1040,1040,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Suisse,833,833,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Suède,2718,2718,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Sénégal,31,31,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Turquie,23,23,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; autres,Villes anséatiques,315,315,15796,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; d'oranger,Belgique,212,212,1071,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; d'oranger,Danemark,199,199,1071,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; d'oranger,Russie,5,5,1071,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; d'oranger,Suisse,17,17,1071,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Feuilles ; d'oranger,Villes anséatiques,638,638,1071,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Alger,129.5,37,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Angleterre,122.5,35,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Autriche,7829.5,2237,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Belgique,4371.5,1249,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Chili,94.5,27,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Danemark,3741.5,1069,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Deux-Siciles,3570,1020,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Espagne,2964.5,847,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Etats Sardes,21133,6038,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Guadeloupe,115.5,33,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Ile Maurice,178.5,51,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Martinique,990.5,283,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Russie,343,98,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Suisse,26939.5,7697,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,"Feuilles ; de Séné, entières ou en grabeau",Toscane,2219,634,74743,Kilo,3.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Alger,1634,817,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Allemagne,1756,878,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Angleterre,7156,3578,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Autriche,5556,2778,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Belgique,806,403,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Brésil,11724,5862,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Danemark,1162,581,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Egypte,3400,1700,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Espagne,374,187,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Etats Sardes,26092,13046,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Etats barbares,15810,7905,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Guyane anglaise,82,41,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Pays-Bas,3252,1626,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Prusse,3080,1540,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Russie,828,414,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Suisse,486,243,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Toscane,2592,1296,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Turquie,400,200,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,330,Fleurs de lavande et d'oranger,Villes anséatiques,8896,4448,93686,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Alger,1679,1679,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Allemagne,1189,1189,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Angleterre,3586,3586,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Autriche,420,420,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Belgique,247,247,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Bourbon,10,10,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Brésil,725,725,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Cayenne,8,8,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Cuba et P.R.,68,68,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Danemark,14,14,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Deux-Siciles,500,500,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Egypte,164,164,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Espagne,527,527,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Etats Sardes,748,748,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Etats-Unis,2110,2110,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Guadeloupe,194,194,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Haïti,100,100,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Ile Maurice,1388,1388,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Martinique,10,10,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Mexique,600,600,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Pays-Bas,1069,1069,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Portugal,137,137,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Prusse,860,860,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Russie,612,612,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Suisse,718,718,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Toscane,799,799,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,"Fleurs, autres que de lavande et d'oranger",Villes anséatiques,2072,2072,20554,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Alger,936,468,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Belgique,50,25,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Cayenne,100,50,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Espagne,1312,656,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Etats Sardes,360,180,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Etats-Unis,1394,697,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Badiane ou anis étoilé de la Chine,Villes anséatiques,3442,1721,7394,Kilo,2
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Brésil,12,40,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Espagne,6.6,22,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Etats Sardes,4.2,14,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Etats-Unis,36,120,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Russie,15,50,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; Barbotine,Suisse,57.6,192,131,Kilo,0.3
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Alger,323,646,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Allemagne,12432,24864,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Belgique,356.5,713,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Bourbon,145.5,291,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Egypte,10,20,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Espagne,92,184,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Etats Sardes,1446,2892,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Etats-Unis,912.5,1825,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Grèce,25,50,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Guadeloupe,12.5,25,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Ile Maurice,220.5,441,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Martinique,32.5,65,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Prusse,31.5,63,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,R.de la Plata,25,50,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Russie,33.5,67,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Suisse,1764.5,3529,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Toscane,143.5,287,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Graine de moutarde,Turquie,11,22,18002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; confirs dans le sucre,Espagne,15,10,416,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; confirs dans le sucre,Etats Sardes,184.5,123,416,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; confirs dans le sucre,Toscane,216,144,416,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Alger,4.5,10,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Angleterre,10.8,24,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Deux-Siciles,2.25,5,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Espagne,342.45,761,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Etats Sardes,745.2,1656,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Etats barbares,12.15,27,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; Tamarins ; en gousses,Suisse,511.2,1136,1628,Kilo,0.45
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Alger,1535,1535,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Angleterre,9423,9423,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Autriche,2307,2307,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Belgique,1182,1182,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Bourbon,61,61,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Brésil,2353,2353,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Cayenne,241,241,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Danemark,673,673,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Deux-Siciles,310,310,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Espagne,16999,16999,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Etats Sardes,5703,5703,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Etats-Unis,2505,2505,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Grèce,1926,1926,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Guadeloupe,97,97,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Martinique,29,29,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Pays-Bas,9822,9822,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,R.de la Plata,280,280,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,St Thomas,1447,1447,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Suisse,2718,2718,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Suède,511,511,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Toscane,505,505,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Turquie,575,575,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Venezuela,2018,2018,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; autres,Villes anséatiques,4938,4938,67652,Kilo,1
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Alger,34.5,23,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Allemagne,708,472,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Autriche,34492.5,22995,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Belgique,978,652,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Danemark,819,546,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Deux-Siciles,3904.5,2603,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Espagne,9,6,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Etats Sardes,109183.5,72789,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Etats romains,11347.5,7565,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Pays-Bas,2470.5,1647,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Suisse,280.5,187,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,331,Fruits ; casse sans apprét.,Toscane,4066.5,2711,168294,Kilo,1.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; follicules de séné,Alger,84,30,3823,Kilo,2.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,332,Fruits ; follicules de séné,Suisse,3738,1335,3823,Kilo,2.8
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; absinthe,Cuba et P.R.,25,50,47,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; absinthe,Etats Sardes,15,30,47,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; absinthe,Suisse,1.5,3,47,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Alger,324.5,649,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Allemagne,3,6,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Angleterre,122.5,245,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Belgique,184,368,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Brésil,447,894,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Chili,34,68,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Danemark,199,398,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Espagne,35,70,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Etats Sardes,78,156,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Etats-Unis,1417,2834,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Grèce,10,20,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Martinique,35,70,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Pays-Bas,95.5,191,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,R.de la Plata,164.5,329,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,St Thomas,18,36,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Suisse,235,470,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,329,Herbes ; autres,Villes anséatiques,900,1800,4002,Kilo,0.5
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Chili,182,14,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Cuba et P.R.,442,34,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Deux-Siciles,832,64,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Egypte,91,7,43524,Kilo,13
Pierre Holegien,Tableau Général 1839,Out/1839.csv,Out,1839,Exports,327,Ipécacuanha,Espagne,130,10,43524,Kilo,13
