numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,doubleaccounts
504,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Jus de réglisse,Milanez et Toscane,,"315,55",quintaux,,,0
505,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Laines diverses ; fines,Milanez et Toscane,,"106,8",quintaux,,,0
506,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Librairie,Milanez et Toscane,11451,,,,,0
507,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Manne,Milanez et Toscane,,"83,75",quintaux,,,0
508,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Mercerie mêlée,Milanez et Toscane,164583,,,,,0
509,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Mouchoirs de soie,Milanez et Toscane,29935,,,,,0
510,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Noix de galle,Milanez et Toscane,,"549,1",quintaux,,,0
511,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Papier à écrire,Milanez et Toscane,,2882,rames,,,0
512,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Peaux de toutes sortes,Milanez et Toscane,70949,,,,,0
513,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Pelleteries mêlées,Milanez et Toscane,38481,,,,,0
514,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Plomb,Milanez et Toscane,,728,quintaux,,,0
515,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Poivre,Milanez et Toscane,,"162,1",quintaux,,,0
516,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Quincaillerie mêlée,Milanez et Toscane,67352,,,,,0
517,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Rhubarbe,Milanez et Toscane,,"10,33",quintaux,,,0
518,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Rubans de soie,Milanez et Toscane,,"1,02",quintaux,,,0
519,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Safran,Milanez et Toscane,,"2,18",quintaux,,,0
520,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Saffranum,Milanez et Toscane,,"71,8",quintaux,,,0
521,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Salpêtre,Milanez et Toscane,,"401,65",quintaux,,,0
522,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Savon,Milanez et Toscane,,"1285,25",quintaux,,,0
523,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Soufre,Milanez et Toscane,,2738,quintaux,,,0
524,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Soies diverses,Milanez et Toscane,,2,quintaux,,,0
525,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Tabac en poudre,Milanez et Toscane,,"335,4",quintaux,,,0
526,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Thé,Milanez et Toscane,,"24,2",quintaux,,,0
527,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Toiles de chanvre ; diverses,Milanez et Toscane,90550,,,,,0
528,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Toiles de coton ; diverses,Milanez et Toscane,33067,,,,,0
529,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Toiles peintes et indiennes,Milanez et Toscane,91180,,,,,0
530,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Toiles mousseline,Milanez et Toscane,39500,,,,,0
531,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,61,Toiles de fil et coton ; siamoise,Milanez et Toscane,13713,,,,,0
532,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Verdet,Milanez et Toscane,,"100,8",quintaux,,,0
533,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Verreries,Milanez et Toscane,8450,,,,,0
534,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Vins de Bourgogne,Milanez et Toscane,,33,muids,,,0
535,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Vins de Languedoc,Milanez et Toscane,,225,muids,,,0
536,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Vins de Provence,Milanez et Toscane,,40,muids,,,0
537,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Vins de liqueur,Milanez et Toscane,,46,muids,,,0
538,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Vins de liqueur,Milanez et Toscane,,216,pintes,,,0
539,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Marchandises diverses ; mêlées en une infinité d'articles,Milanez et Toscane,322261,,,,,0
540,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Cacao,Milanez et Toscane,,"55,77",quintaux,,,0
541,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Café,Milanez et Toscane,,"18625,25",quintaux,,,0
542,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Indigo,Milanez et Toscane,,33,quintaux,,,0
543,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Rocou,Milanez et Toscane,,67,quintaux,,,0
544,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Sucre brut,Milanez et Toscane,,1501,quintaux,,,0
545,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Sucre raffiné,Milanez et Toscane,,"675,78",quintaux,,,0
546,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Sucre terré,Milanez et Toscane,,"21454,2",quintaux,,,0
547,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,62,Sirop mélasse,Milanez et Toscane,,"93,3",quintaux,,,0
571,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Bois des Isles et des Indes,Royaume de Naples et de Sicile et Duché de Parmes,9834,,,,,0
572,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Bonneterie de soie,Royaume de Naples et de Sicile et Duché de Parmes,,"37,85",quintaux,,,0
573,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Bray goudron et résine,Royaume de Naples et de Sicile et Duché de Parmes,,"1317,2",quintaux,,,0
574,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Chapeaux divers,Royaume de Naples et de Sicile et Duché de Parmes,264240,,,,,0
575,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Cire jaune et blanche,Royaume de Naples et de Sicile et Duché de Parmes,,1016,quintaux,,,0
576,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Coton en laine,Royaume de Naples et de Sicile et Duché de Parmes,,"77,51",quintaux,,,0
577,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Cuirs divers,Royaume de Naples et de Sicile et Duché de Parmes,365915,,,,,0
578,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Cuivres divers,Royaume de Naples et de Sicile et Duché de Parmes,,"151,85",quintaux,,,0
579,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Dames-Jeannes,Royaume de Naples et de Sicile et Duché de Parmes,,4800,en nombre,,,0
580,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Dentelles de fil,Royaume de Naples et de Sicile et Duché de Parmes,,"17,5",livres,,,0
581,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Draperies de toutes sortes,Royaume de Naples et de Sicile et Duché de Parmes,599370,,,,,0
582,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Eau-de-vie simple,Royaume de Naples et de Sicile et Duché de Parmes,,70,muids,,,1
583,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Eau-de-vie simple,Royaume de Naples et de Sicile et Duché de Parmes,,144,pintes,,,2
584,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Encens,Royaume de Naples et de Sicile et Duché de Parmes,,59,quintaux,,,0
585,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Etoffes de coton diverses,Royaume de Naples et de Sicile et Duché de Parmes,16874,,,,,0
586,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Etoffes de laine,Royaume de Naples et de Sicile et Duché de Parmes,88974,,,,,0
587,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Etoffes riches,Royaume de Naples et de Sicile et Duché de Parmes,8100,,,,,0
588,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Etoffes de soie,Royaume de Naples et de Sicile et Duché de Parmes,,"154,36",quintaux,,,0
589,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Etoffes mélangées de soie,Royaume de Naples et de Sicile et Duché de Parmes,59040,,,,,0
590,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Fers divers,Royaume de Naples et de Sicile et Duché de Parmes,,"1446,84",quintaux,,,0
591,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Fromage,Royaume de Naples et de Sicile et Duché de Parmes,,"198,15",quintaux,,,0
592,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Gants de peaux,Royaume de Naples et de Sicile et Duché de Parmes,,642,douzaines,,,0
593,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Garence,Royaume de Naples et de Sicile et Duché de Parmes,,202,quintaux,,,0
594,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Gaze de soie,Royaume de Naples et de Sicile et Duché de Parmes,,"10,36",quintaux,,,0
595,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Gommes diverses,Royaume de Naples et de Sicile et Duché de Parmes,16040,,,,,0
596,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Huile d'olive,Royaume de Naples et de Sicile et Duché de Parmes,,"1359,21",quintaux,,,0
597,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Librairie,Royaume de Naples et de Sicile et Duché de Parmes,37700,,,,,0
598,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,65,Liqueurs,Royaume de Naples et de Sicile et Duché de Parmes,22862,,,,,0
604,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Mercerie,Royaume de Naples et de Sicile et Duché de Parmes,121752,,,,,0
605,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Peaux divers,Royaume de Naples et de Sicile et Duché de Parmes,30037,,,,,0
606,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Plomb,Royaume de Naples et de Sicile et Duché de Parmes,,"224,2",quintaux,,,0
607,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Poivre,Royaume de Naples et de Sicile et Duché de Parmes,,"79,25",quintaux,,,0
608,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Quincaillerie diverse,Royaume de Naples et de Sicile et Duché de Parmes,35502,,,,,0
609,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Rubans de soie,Royaume de Naples et de Sicile et Duché de Parmes,,"13,06",quintaux,,,0
610,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Soies diverses,Royaume de Naples et de Sicile et Duché de Parmes,,"6,5",quintaux,,,0
611,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Tabac râpé,Royaume de Naples et de Sicile et Duché de Parmes,,"177,4",quintaux,,,0
612,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Tartre,Royaume de Naples et de Sicile et Duché de Parmes,,370,quintaux,,,0
613,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Toiles mêlées de lin et de chanvre,Royaume de Naples et de Sicile et Duché de Parmes,26890,,,,,0
614,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Toiles de chanvre ; diverses,Royaume de Naples et de Sicile et Duché de Parmes,42000,,,,,0
615,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Toiles de coton peintes,Royaume de Naples et de Sicile et Duché de Parmes,25668,,,,,0
616,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Toiles fil et coton ; siamoise,Royaume de Naples et de Sicile et Duché de Parmes,16272,,,,,0
617,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Vins divers de France,Royaume de Naples et de Sicile et Duché de Parmes,,44,muids,,,1
618,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Vins divers de France,Royaume de Naples et de Sicile et Duché de Parmes,,216,pintes,,,2
619,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Marchandises diverses ; mêlées en une infinité d'articles,Royaume de Naples et de Sicile et Duché de Parmes,406969,,,,,0
620,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Café,Royaume de Naples et de Sicile et Duché de Parmes,,"1571,06",quintaux,,,0
621,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Rocou,Royaume de Naples et de Sicile et Duché de Parmes,,"5,05",quintaux,,,0
622,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Sucre brut,Royaume de Naples et de Sicile et Duché de Parmes,,1913,quintaux,,,0
623,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Sucre raffiné,Royaume de Naples et de Sicile et Duché de Parmes,,242,quintaux,,,0
624,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Sucre terré,Royaume de Naples et de Sicile et Duché de Parmes,,"7564,78",quintaux,,,0
625,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Sirop mélasse,Royaume de Naples et de Sicile et Duché de Parmes,,4706,quintaux,,,0
626,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,66,Objets de peu de valeur,Royaume de Naples et de Sicile et Duché de Parmes,25760,,,,,0
643,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Bois des Isles et des Indes,Etats de l'évêque de Rome et la république de Venise,14778,,,,,0
644,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Chapeaux divers,Etats de l'évêque de Rome et la république de Venise,18000,,,,,0
645,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Dorure fine,Etats de l'évêque de Rome et la république de Venise,154910,,,,,0
646,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Draperie de toues sortes,Etats de l'évêque de Rome et la république de Venise,133164,,,,,0
647,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Etoffes de laines diverses,Etats de l'évêque de Rome et la république de Venise,32562,,,,,0
648,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Etoffes de soie,Etats de l'évêque de Rome et la république de Venise,,"11,5",quintaux,,,0
649,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Etoffes mélangées de soie,Etats de l'évêque de Rome et la république de Venise,24240,,,,,0
650,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Fleurs artificielles,Etats de l'évêque de Rome et la république de Venise,12000,,,,,0
651,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Gaze de soie,Etats de l'évêque de Rome et la république de Venise,,75,livres,,,0
652,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Jalap,Etats de l'évêque de Rome et la république de Venise,,"50,1",quintaux,,,0
653,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Librairie,Etats de l'évêque de Rome et la république de Venise,12520,,,,,0
654,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Liqueurs,Etats de l'évêque de Rome et la république de Venise,6000,,,,,0
655,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Mercerie,Etats de l'évêque de Rome et la république de Venise,57218,,,,,0
656,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Morue,Etats de l'évêque de Rome et la république de Venise,,530,quintaux,,,0
657,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Papier à écrire,Etats de l'évêque de Rome et la république de Venise,,191,rames,,,0
658,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Plomb,Etats de l'évêque de Rome et la république de Venise,,485,quintaux,,,0
659,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Quincaillerie diverse,Etats de l'évêque de Rome et la république de Venise,16904,,,,,0
660,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Tabac en poudre,Etats de l'évêque de Rome et la république de Venise,,383,quintaux,,,0
661,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Tabac en feuilles,Etats de l'évêque de Rome et la république de Venise,,"106,1",quintaux,,,0
662,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Toiles diverses de chanvre,Etats de l'évêque de Rome et la république de Venise,53809,,,,,0
663,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Toiles de coton peintes,Etats de l'évêque de Rome et la république de Venise,50002,,,,,0
664,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,69,Toile de fil et coton ; siamoise,Etats de l'évêque de Rome et la république de Venise,32445,,,,,0
665,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Vins divers de France,Etats de l'évêque de Rome et la république de Venise,,25,muids,,,1
666,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Vins divers de France,Etats de l'évêque de Rome et la république de Venise,,72,pintes,,,2
667,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Vins de liqueur,Etats de l'évêque de Rome et la république de Venise,,28,muids,,,1
668,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Vins de liqueur,Etats de l'évêque de Rome et la république de Venise,,144,pintes,,,2
669,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Marchandises diverses ; mêlées en une infinité d'articles,Etats de l'évêque de Rome et la république de Venise,225578,,,,,0
670,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Cacao,Etats de l'évêque de Rome et la république de Venise,,"267,47",quintaux,,,0
671,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Café,Etats de l'évêque de Rome et la république de Venise,,"6853,78",quintaux,,,0
672,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Indigo,Etats de l'évêque de Rome et la république de Venise,,"35,01",quintaux,,,0
673,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Rocou,Etats de l'évêque de Rome et la république de Venise,,"25,62",quintaux,,,0
674,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Sucre brut,Etats de l'évêque de Rome et la république de Venise,,"1877,5",quintaux,,,0
675,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Sucre raffiné,Etats de l'évêque de Rome et la république de Venise,,1258,quintaux,,,0
676,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Sucre terré et tête,Etats de l'évêque de Rome et la république de Venise,,"12164,06",quintaux,,,0
677,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Sirop mélasse,Etats de l'évêque de Rome et la république de Venise,,"745,8",quintaux,,,0
678,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,70,Objets de peu de valeur,Etats de l'évêque de Rome et la république de Venise,7140,,,,,0
706,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Argent monnoyé ; par Calais,Angleterre y compris l'Ecosse et l'Irlande,239164,,,,,0
707,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Bestiaux ; bœufs ; moutons etc,Angleterre y compris l'Ecosse et l'Irlande,167640,,,,,0
708,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Beurre,Angleterre y compris l'Ecosse et l'Irlande,,"1698,41",quintaux,,,0
709,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Bonneterie,Angleterre y compris l'Ecosse et l'Irlande,160270,,,,,0
710,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Cendre soude,Angleterre y compris l'Ecosse et l'Irlande,,"1843,26",quintaux,,,0
711,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Chevaux,Angleterre y compris l'Ecosse et l'Irlande,40700,,,,,0
712,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Cidre,Angleterre y compris l'Ecosse et l'Irlande,,515,muids,,,0
713,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Cidre jaune,Angleterre y compris l'Ecosse et l'Irlande,,"180,82",quintaux,,,0
714,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Cochenille,Angleterre y compris l'Ecosse et l'Irlande,,"85,88",quintaux,,,0
715,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Coton en laine ; du Levant,Angleterre y compris l'Ecosse et l'Irlande,,"9740,37",quintaux,,,0
716,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Coton filé,Angleterre y compris l'Ecosse et l'Irlande,,"17,71",quintaux,,,0
717,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Cuirs divers,Angleterre y compris l'Ecosse et l'Irlande,88477,,,,,0
718,Cyril Mouton,AN F12 252,National/Divers - in/Résultats du CE 1792.csv,1792-first semestre,1792,Exports,73,Dentelle de fil,Angleterre y compris l'Ecosse et l'Irlande,,"8,59",quintaux,,,0
