numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,doubleaccounts
525,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Couvertures de laine de Montpelier,L'Italie,765,765,Livres,1,0,,0
526,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Cuirs de bœufs tannés,L'Italie,1008,28,Livres,36,0,,0
527,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Cuivre rouge,L'Italie,150,100,Livres,1.5,0,,0
528,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Cardes vielles,L'Italie,1240,6200,Livres,.2,0,,0
529,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Corail de jardin,L'Italie,"26,25",175,Livres,.15,0,,0
530,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Chaises de bois,L'Italie,1590,2120,Nombre,.75,0,,0
531,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Colombine,L'Italie,"6437,5",515000,Livres,.0125,0,,0
532,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Draperie fine,L'Italie,249046,35578,Livres,7,0,,0
533,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Draperie petite,L'Italie,126930,42310,Livres,3,0,,0
534,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Dentelle Du puy,L'Italie,1700,34,Livres,50,0,,0
535,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Eau de vie,L'Italie,"193992,5",59690,Verges,3.25,0,,0
536,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Eau de la reyne d'ongrie,L'Italie,"577,5",770,Livres,.75,0,,0
537,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Eau forte,L'Italie,2380,2380,Livres,1,0,,0
538,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Etoffe de soye,L'Italie,5040,126,Livres,40,0,,0
539,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Etoffe my soye,L'Italie,12000,800,Livres,15,0,,0
540,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Etamine de Mans,L'Italie,3000,600,Livres,5,0,,0
541,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Fromage de Roquefort,L'Italie,621,1035,Livres,.6,0,,0
542,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Fromage d'Auvergne,L'Italie,7380,24600,Livres,.3,0,,0
543,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Fruits a l'eau de vie,L'Italie,15,100,Livres,.15,0,,0
544,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Fer ouvré,L'Italie,8725,34900,Livres,.25,0,,0
545,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Fer en barres,L'Italie,"4891,5",32610,Livres,.15,0,,0
546,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Galon or et argent,L'Italie,2160,18,Livres,120,0,,0
547,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Haran cades,L'Italie,5700,190,Bariques,30,0,Haran: Hareng. Caque ou cade: mesure de hareng d'un 1/4 de muid ou de 100 harengs (Anglaise). Sinon Harneg caquédésigna un harneg auquel on a enlevé les entrailles. (dictionnaire du commerce),0
548,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Jambon de bayonne,L'Italie,"982,5",1965,Livres,.5,0,,0
549,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Jayet,L'Italie,30,200,Livres,.15,0,,0
550,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Liqueurs a boire,L'Italie,1600,4000,Livres,.4,0,,0
551,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Liege,L'Italie,"2367,5",4735,Livres,.5,0,,0
552,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Miel de Marbonne,L'Italie,270,900,Livres,.3,0,,0
553,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Mousseline,L'Italie,144840,4828,Livres,30,0,,0
554,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Mercerie fine,L'Italie,55866,9311,Livres,6,0,,0
555,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Marchandises a l'estimation,L'Italie,1250,1,Valeur,1250,0,,0
556,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Meules affiloires,L'Italie,"3431,25",4575,Nombre,.75,0,,0
557,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Poisson salé,L'Italie,190,950,Livres,.2,0,,0
558,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Peau de veau tannées,L'Italie,330,11,Douzaines,30,0,,0
559,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Peau de veau tannées,L'Italie,"537,5",430,Livres,1.25,0,,0
560,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Peaux de parchemin,L'Italie,36,36,Douzaines,1,0,,0
561,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Plumes a ecrire,L'Italie,3500,350,Livres,10,0,,0
562,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Plumes a lit,L'Italie,2260,2260,Livres,1,0,,0
563,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Pastel,L'Italie,660,4400,Livres,.15,0,,0
564,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Quincaille,L'Italie,6550,6550,Livres,1,0,,0
565,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Saucisses,L'Italie,50,100,Livres,.5,0,,0
566,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Stocfiche,L'Italie,255,17000,Livres,.15,-2295,,0
567,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Sel d'ipsum,L'Italie,27,90,Livres,.3,0,Sulphate de magnésie.,0
568,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Souliers brodés,L'Italie,70,10,Paires,7,0,,0
569,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Thé,L'Italie,2000,400,Livres,5,0,,0
570,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Truffes et mousserons,L'Italie,315,210,Livres,1.5,0,,0
571,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Tabac,L'Italie,143600,143600,Livres,1,0,,0
572,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Toile blanche,L'Italie,9195,3065,Livres,3,0,,0
573,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Toille crue,L'Italie,8520,5680,Livres,1.5,0,,0
574,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Talons de bois,L'Italie,160,320,Douzaines,.5,0,,0
575,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,54,Talons de bois,L'Italie,"3718,75",14875,Livres,.25,0,,0
576,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Vin,L'Italie,111040,1388,Muids,80,0,,0
577,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Verdet,L'Italie,76307,69370,Livres,1.1,0,,0
578,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Bas de soye,Le Levant,41880,1047,Livres,40,0,,0
579,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Bas de fleuret,Le Levant,5138,367,Livres,14,0,,0
580,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Bas d'estame,Le Levant,12582,2097,Livres,6,0,,0
581,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Cochenille messegne,Le Levant,2610,174,Livres,15,0,,0
582,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Cristal de tartre,Le Levant,2603,6850,Livres,.38,0,,0
583,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Clous de fer,Le Levant,"1422,75",4065,Livres,.35,0,,0
584,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Drap Londrin,Le Levant,8669451,1238493,Livres,7,0,,0
585,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Draperie petite,Le Levant,25482,8494,Livres,3,0,,0
586,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Etoffe d'or,Le Levant,160,2,Livres,80,0,,0
587,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Etoffe de soye,Le Levant,25200,630,Livres,40,0,,0
588,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Fromage de Roquefort,Le Levant,525,875,Livres,.6,0,,0
589,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Fromage d'Auvergne,Le Levant,9180,30600,Livres,.3,0,,0
590,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Fer ouvré,Le Levant,3400,13600,Livres,.25,0,,0
591,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Indigo,Le Levant,3500,1000,Livres,3.5,0,,0
592,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Liqueurs a boire,Le Levant,15394,38485,Livres,.4,0,,0
593,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Mercerie fine,Le Levant,107190,17865,Livres,6,0,,0
594,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Marchandises a l'estimation,Le Levant,1602,1,Valeur,1602,0,,0
595,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Papier a ecrire,Le Levant,2360,5900,Livres,.4,0,,0
596,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Quincaille,Le Levant,11212,11212,Livres,1,0,,0
597,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Roucou,Le Levant,1680,2240,Livres,.75,0,,0
598,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Tartre,Le Levant,"4497,5",12850,Livres,.35,0,,0
599,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1733,Exports,Montpellier,55,Verdet,Le Levant,89067,80970,Livres,1.1,0,,0
600,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Arcenic,La Hollande,120,300,Livres,.4,0,,0
601,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Azur commun,La Hollande,525,700,Livres,.75,0,,0
602,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Bois de sandal moulu,La Hollande,585,1300,Livres,.45,0,,0
603,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Bois de Brezil,La Hollande,18945,42100,Livres,.45,0,,0
604,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Bois de Campesche,La Hollande,"8223,75",54825,Livres,.15,0,,0
605,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Colle de poisson,La Hollande,1550,310,Livres,5,0,,0
606,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Colle forte,La Hollande,1444,3610,Livres,.4,0,,0
607,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Ceruze,La Hollande,660,2200,Livres,.3,0,,0
608,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Couperoze verte,La Hollande,5990,59900,Livres,.1,0,,0
609,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Cuivre en planches,La Hollande,1500,1000,Livres,1.5,0,,0
610,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Creusets,La Hollande,30,200,Livres,.15,0,,0
611,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Etain en bloc,La Hollande,"1147,5",1530,Livres,.75,0,,0
612,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Fer blanc,La Hollande,1610,14,Barils,115,0,,0
613,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Fayance,La Hollande,20,200,Livres,.1,0,,0
614,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Graine de choux,La Hollande,"187,5",150,Livres,1.25,0,,0
615,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Garance,La Hollande,1920,3200,Livres,.6,0,,0
616,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Huile de lin,La Hollande,100,400,Livres,.25,0,,0
617,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Harans sors,La Hollande,714,17,Barils,42,0,,0
618,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Litarge,La Hollande,"127,5",850,Livres,.15,0,,0
619,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Miny,La Hollande,150,750,Livres,.2,0,,0
620,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,59,Orpiment,La Hollande,18,30,Livres,.6,0,,0
621,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Poivre,La Hollande,34463,31330,Livres,1.1,0,,0
622,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Plomb en saumon,La Hollande,60110,300550,Livres,.2,0,,0
623,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Pipes a fumer,La Hollande,282,94,Grosses,3,0,,0
624,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Porterie de Gray,La Hollande,"113,75",4550,Livres,.025,0,,0
625,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Quincaille de cuivre,La Hollande,12,6,Livres,2,0,,0
626,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Saumon salé,La Hollande,3300,33,Barils,100,0,,0
627,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Sel d'ipsum,La Hollande,"337,5",450,Livres,.75,0,,0
628,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Tournesol,La Hollande,135,225,Livres,.6,0,,0
629,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Arquifou,L'Espagne,"15986,25",106575,Livres,.15,0,,0
630,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Auf,L'Espagne,26555,265550,Livres,.1,0,,0
631,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Baume du Perou,L'Espagne,240,20,Livres,12,0,,0
632,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Balais de palme,L'Espagne,3855,6425,Douzaines,.6,0,,0
633,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Cabas de palme,L'Espagne,360,120,Douzaines,3,0,,0
634,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Cordes d'auf,L'Espagne,11895,237900,Livres,.05,0,,0
635,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Cumin,L'Espagne,"297,75",1985,Livres,.15,0,,0
636,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Citrons,L'Espagne,960,80,Caisses,12,0,,0
637,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Citrons,L'Espagne,1212,202,Milliers,6,0,,0
638,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Fer en barres,L'Espagne,"2122,5",14150,Livres,.15,0,,0
639,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Gaudron,L'Espagne,"448,125",5975,Livres,.075,0,,0
640,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Huile d'olive,L'Espagne,39360,131200,Livres,.3,0,,0
641,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Jalap,L'Espagne,525,350,Livres,1.5,0,,0
642,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Laine lavée,L'Espagne,51270,51270,Livres,1,0,,0
643,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Liège,L'Espagne,60280,301400,Livres,.2,0,,0
644,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Noisettes,L'Espagne,7954,159080,Livres,.05,0,,0
645,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Oranges aigres,L'Espagne,318,159,Milliers,2,0,,0
646,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Poisson salé,L'Espagne,2595,17300,Livres,.15,0,,0
647,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Pignons cassés,L'Espagne,390,1950,Livres,.2,0,,0
648,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Poix noire,L'Espagne,465,4650,Livres,.1,0,,0
649,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Pierres a faulx,L'Espagne,70,350,Livres,.2,0,,0
650,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Quinquina,L'Espagne,738,246,Livres,3,0,,0
651,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Reglisse,L'Espagne,10,100,Livres,.1,0,,0
652,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Rusque de pin,L'Espagne,"451,875",6025,Livres,.075,0,,0
653,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Soude,L'Espagne,"1121,2",56060,Livres,.02,0,,0
654,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Anis vert,L'Italie,"761,25",4350,Livres,.175,0,,0
655,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Alun,L'Italie,81990,409950,Livres,.2,0,,0
656,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Confitures,L'Italie,"982,5",1310,Livres,.75,0,,0
657,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Citrons,L'Italie,2388,199,Caisses,12,0,,0
658,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Citrons,L'Italie,5424,904,Milliers,6,0,,0
659,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Chanvre peigné,L'Italie,4515,12900,Livres,.35,0,,0
660,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Chanvre cru,L'Italie,17490,58300,Livres,.3,0,,0
661,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Couperose,L'Italie,1685,16850,Livres,.1,0,,0
662,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Cercles a tonneaux,L'Italie,2000,400,Charges,5,0,,0
663,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Douves a tonneaux,L'Italie,8000,800,Charges,10,0,,0
664,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Esprit de citron,L'Italie,450,100,Livres,4.5,0,,0
665,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Eau de fleur d'orange,L'Italie,230,1150,Livres,.2,0,,0
666,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Ecorces de citron seches,L'Italie,2160,3600,Livres,.6,0,,0
667,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Fideaux,L'Italie,600,3000,Livres,.2,0,,0
668,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Grenades fruit,L'Italie,"12,5",500,Nombre,.025,0,,0
669,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Galles légères,L'Italie,4605,30700,Livres,.15,0,,0
670,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Huilles d'olive,L'Italie,223590,745300,Livres,.3,0,,0
671,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Mane de calabre,L'Italie,14750,11800,Livres,1.25,0,,0
672,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Mortiers de marbre,L'Italie,22,11,Nombre,2,0,,0
673,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Marbre en tables,L'Italie,7560,25200,Livres,.3,0,,0
674,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Marbre brut,L'Italie,1650,11000,Livres,.15,0,,0
675,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Noisettes,L'Italie,"28,75",575,Livres,.05,0,,0
676,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Oranges douces,L'Italie,"2162,5",865,Milliers,2.5,0,,0
677,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Pistaches,L'Italie,1510,1510,Livres,1,0,,0
678,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Ris,L'Italie,"55168,75",441350,Livres,.125,0,,0
679,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Souffre,L'Italie,5595,55950,Livres,.1,0,,0
680,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Terre a fayence,L'Italie,12355,494200,Livres,.025,0,,0
681,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,60,Vermichel,L'Italie,324,2160,Livres,.15,0,,0
682,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Babouches,Le Levant,450,45,Douzaines de paires,10,0,,0
683,Laura Moutou,AD 34 C5488,Local/Montpellier/Années_1730.csv,Local,1735,Exports,Montpellier,61,Cuirs de bufle en poil,Le Levant,12852,1071,Nombre,12,0,,0
