numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,value,quantit,total,quantity_unit,prix_unitaire
153,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,216,Baumes ; Copahu,6660,3330,6660,Kilo,2
154,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,216,"Baumes ; Storax préparé, liquide",7966,4979,7966,Kilo,1.6
155,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,218,Camphre brut,33408,8352,33408,Kilo,4
156,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,220,Camphre raffiné,29495,3470,29495,Kilo,8.5
157,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,172,Cantharides,57920,5792,57920,Kilo,10
158,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,174,Castoreum,16080,201,16080,Kilo,80
159,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,176,Cornes de cerf ; Râpures,149,213,149,Kilo,0.7
160,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,176,Cornes de cerf ; en morceaux,2442,3488,2442,Kilo,0.7
161,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,228,Ecorces ; autres,587,734,587,Kilo,0.8
162,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,228,Ecorces ; de Quinquina,3812416,476552,3812416,Kilo,8
163,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",16506,33011,16506,Kilo,0.5
164,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,174,Eponges ; communes,331590,66318,331590,Kilo,5
165,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,174,Eponges ; fines,82960,5185,82960,Kilo,16
166,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,230,Feuilles ; Autres,1639,1639,1639,Kilo,1
167,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,230,Feuilles ; d'oranger,23388,23388,23388,Kilo,1
168,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,230,Feuilles ; de Séné,117649,33614,117649,Kilo,3.5
169,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,230,Fleurs ; Autres,4382,4382,4382,Kilo,1
170,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,230,Fleurs ; de Lavande et d'oranger,172710,86355,172710,Kilo,2
171,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,234,Fruits ; Autres,41596,41596,41596,Kilo,1
172,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,16542,8271,16542,Kilo,2
173,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,234,Fruits ; Barbotine,0.3,1,0.3,Kilo,0.3
174,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,232,Fruits ; Casse sans apprêt,122250,81500,122250,Kilo,1.5
175,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,234,Fruits ; Follicules de séné,29722,10615,29722,Kilo,2.8
176,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,232,Fruits ; Graine de moutarde,33880,67761,33880,Kilo,0.5
177,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,232,Fruits ; Tamarins ; confits dans le sucre,1168,779,1168,Kilo,1.5
178,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,232,Fruits ; Tamarins ; en gousses,3450,7668,3450,Kilo,0.45
179,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,228,Herbes ; Absinthe,2508,5015,2508,Kilo,0.5
180,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,228,Herbes ; Autres,4967,9934,4967,Kilo,0.5
181,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,224,Ipécacuana,21099,1623,21099,Kilo,13
182,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,226,Iris de Florence,39539,21966,39539,Kilo,1.8
183,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,226,Jalap,150451,47016,150451,Kilo,3.2
184,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,220,Jus de réglisse,534840,534840,534840,Kilo,1
185,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,234,Lichens médicinaux,655,2175,655,Kilo,0.3
186,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,220,Manne,62438,34688,62438,Kilo,1.8
187,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,330,Médicaments composés (Eaux distillées sans alcool),9000,1800,9000,Kilo,5
188,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,218,Opium,289248,9039,289248,Kilo,32
189,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,226,Racines ; autres,103179,34393,103179,Kilo,3
190,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,224,Rhubarbe,49380,9876,49380,Kilo,5
191,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,226,Réglisse,174407,387572,174407,Kilo,0.45
192,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,214,Résines ; Scammonée,71600,1790,71600,Kilo,40
193,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,214,Résines ; Térébenthine ; compacte,1375,6874,1375,Kilo,0.2
194,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,214,Résines ; Térébenthine ; essence,559,932,559,Kilo,0.6
195,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,212,Résines ; Térébenthine liquide,1818,12121,1818,Kilo,0.15
196,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,226,Salesepareille,329685,109895,329685,Kilo,3
197,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,172,Sangsues,1064550,35485000,1064550,pièce,0.03
198,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,308,Sels ammoniacaux ; bruts ou en poudre,7063,2362,7063,Kilo,3.2
199,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,308,Sels ammoniacaux ; raffinés,0,0,0,Kilo,3.2
200,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1830,Imports,310,"Sels, sulfates ; de magnésie",8390,13984,8390,Kilo,0.6
201,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,218,Aloes,3977,1808,3977,Kilo,2.2
202,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,216,Baumes ; Benjoin,30261,10087,30261,Kilo,3
203,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,216,Baumes ; Copahu,12516,6258,12516,Kilo,2
204,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,216,"Baumes ; Storax préparé, liquide",5781,3613,5781,Kilo,1.6
205,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,218,Camphre brut,51764,12941,51764,Kilo,4
206,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,220,Camphre raffiné,33745,3970,33745,Kilo,8.5
207,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,172,Cantharides,29840,2984,29840,Kilo,10
208,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,174,Castoreum,10400,130,10400,Kilo,80
209,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,176,Cornes de cerf ; Râpures,1093,1562,1093,Kilo,0.7
210,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,176,Cornes de cerf ; en morceaux,1204,1722,1204,Kilo,0.7
211,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,228,Ecorces ; autres,568,710,568,Kilo,0.8
212,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,228,Ecorces ; de Quinquina,1927232,240904,1927232,Kilo,8
213,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",3952,7905,3952,Kilo,0.5
214,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,174,Eponges ; communes,217370,43474,217370,Kilo,5
215,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,174,Eponges ; fines,54960,3435,54960,Kilo,16
216,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,230,Feuilles ; Autres,1020,1020,1020,Kilo,1
217,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,230,Feuilles ; d'oranger,21257,21257,21257,Kilo,1
218,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,230,Feuilles ; de Séné,157496,44999,157496,Kilo,3.5
219,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,230,Fleurs ; Autres,4615,4615,4615,Kilo,1
220,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,230,Fleurs ; de Lavande et d'oranger,261014,130507,261014,Kilo,2
221,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,234,Fruits ; Autres,21370,21370,21370,Kilo,1
222,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,8752,4376,8752,Kilo,2
223,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,234,Fruits ; Barbotine,42,141,42,Kilo,0.3
224,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,232,Fruits ; Casse sans apprêt,129747,86498,129747,Kilo,1.5
225,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,234,Fruits ; Follicules de séné,27729,9903,27729,Kilo,2.8
226,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,232,Fruits ; Graine de moutarde,26400,52800,26400,Kilo,0.5
227,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,232,Fruits ; Tamarins ; confits dans le sucre,1752,1168,1752,Kilo,1.5
228,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,232,Fruits ; Tamarins ; en gousses,3934,8742,3934,Kilo,0.45
229,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,228,Herbes ; Absinthe,2216,4433,2216,Kilo,0.5
230,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,228,Herbes ; Autres,5296,10592,5296,Kilo,0.5
231,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,224,Ipécacuana,14456,1112,14456,Kilo,13
232,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,226,Iris de Florence,12480,6933,12480,Kilo,1.8
233,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,226,Jalap,59929,18728,59929,Kilo,3.2
234,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,220,Jus de réglisse,434591,434591,434591,Kilo,1
235,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,234,Lichens médicinaux,3052,10174,3052,Kilo,0.3
236,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,220,Manne,183485,101936,183485,Kilo,1.8
237,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,330,Médicaments composés (Eaux distillées sans alcool),14025,2805,14025,Kilo,5
238,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,218,Opium,217184,6787,217184,Kilo,32
239,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,226,Racines ; autres,108657,36219,108657,Kilo,3
240,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,224,Rhubarbe,48695,9739,48695,Kilo,5
241,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,226,Réglisse,224417,498704,224417,Kilo,0.45
242,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,214,Résines ; Scammonée,12160,304,12160,Kilo,40
243,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,214,Résines ; Térébenthine ; compacte,781,3905,781,Kilo,0.2
244,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,214,Résines ; Térébenthine ; essence,2272,3786,2272,Kilo,0.6
245,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,212,Résines ; Térébenthine liquide,700,4667,700,Kilo,0.15
246,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,226,Salesepareille,59988,19996,59988,Kilo,3
247,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,172,Sangsues,1094639,36487975,1094639,pièce,0.03
248,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,308,Sels ammoniacaux ; bruts ou en poudre,7174,2387,7174,Kilo,3.2
249,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,308,Sels ammoniacaux ; raffinés,0,0,0,Kilo,3.2
250,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1831,Imports,310,"Sels, sulfates ; de magnésie",6130,10217,6130,Kilo,0.6
251,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,218,Aloes,28932,13151,28932,Kilo,2.2
252,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,216,Baumes ; Benjoin,54858,18286,54858,Kilo,3
253,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,216,Baumes ; Copahu,47150,23575,47150,Kilo,2
254,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,216,"Baumes ; Storax préparé, liquide",0,0,0,Kilo,1.6
255,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,218,Camphre brut,65112,16278,65112,Kilo,4
256,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,220,Camphre raffiné,361173,42491,361173,Kilo,8.5
257,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,172,Cantharides,84620,8462,84620,Kilo,10
258,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,174,Castoreum,16560,207,16560,Kilo,80
259,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,176,Cornes de cerf ; Râpures,474,677,474,Kilo,0.7
260,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,176,Cornes de cerf ; en morceaux,401,573,401,Kilo,0.7
261,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,228,Ecorces ; autres,952,1190,952,Kilo,0.8
262,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,228,Ecorces ; de Quinquina,787504,98438,787504,Kilo,8
263,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,228,"Ecorces ; de citrons, d'oranges et de leurs variétés",13061,26122,13061,Kilo,0.5
264,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,174,Eponges ; communes,357775,71555,357775,Kilo,5
265,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,174,Eponges ; fines,174128,10883,174128,Kilo,16
266,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,230,Feuilles ; Autres,2051,2051,2051,Kilo,1
267,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,230,Feuilles ; d'oranger,42206,42206,42206,Kilo,1
268,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,230,Feuilles ; de Séné,131880,37680,131880,Kilo,3.5
269,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,230,Fleurs ; Autres,12839,12839,12839,Kilo,1
270,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,230,Fleurs ; de Lavande et d'oranger,327664,163832,327664,Kilo,2
271,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,234,Fruits ; Autres,54329,54329,54329,Kilo,1
272,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,14526,7263,14526,Kilo,2
273,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,234,Fruits ; Barbotine,532,1774,532,Kilo,0.3
274,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,232,Fruits ; Casse sans apprêt,111927,74618,111927,Kilo,1.5
275,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,234,Fruits ; Follicules de séné,11505,4109,11505,Kilo,2.8
276,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,232,Fruits ; Graine de moutarde,11922,23843,11922,Kilo,0.5
277,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,232,Fruits ; Tamarins ; confits dans le sucre,1178,785,1178,Kilo,1.5
278,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,232,Fruits ; Tamarins ; en gousses,2907,6461,2907,Kilo,0.45
279,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,228,Herbes ; Absinthe,3518,7035,3518,Kilo,0.5
280,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,228,Herbes ; Autres,5647,11293,5647,Kilo,0.5
281,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,224,Ipécacuana,27157,2089,27157,Kilo,13
282,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,226,Iris de Florence,44242,24579,44242,Kilo,1.8
283,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,226,Jalap,82816,25880,82816,Kilo,3.2
284,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,220,Jus de réglisse,696342,696342,696342,Kilo,1
285,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,234,Lichens médicinaux,734,2448,734,Kilo,0.3
286,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,220,Manne,102674,57041,102674,Kilo,1.8
287,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,330,Médicaments composés (Eaux distillées sans alcool),13990,2798,13990,Kilo,5
288,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,218,Opium,734592,22956,734592,Kilo,32
289,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,226,Racines ; autres,97065,32355,97065,Kilo,3
290,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,224,Rhubarbe,20910,4182,20910,Kilo,5
291,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,226,Réglisse,272857,606348,272857,Kilo,0.45
292,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,214,Résines ; Scammonée,28440,711,28440,Kilo,40
293,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,214,Résines ; Térébenthine ; compacte,125,625,125,Kilo,0.2
294,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,214,Résines ; Térébenthine ; essence,96,159,96,Kilo,0.6
295,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,212,Résines ; Térébenthine liquide,1088,7250,1088,Kilo,0.15
296,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,226,Salesepareille,76818,25606,76818,Kilo,3
297,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,172,Sangsues,1724610,57487000,1724610,pièce,0.03
298,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,308,Sels ammoniacaux ; bruts ou en poudre,23636,17639,23636,Kilo,3.2
299,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,308,Sels ammoniacaux ; raffinés,0,0,0,Kilo,3.2
300,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1832,Imports,310,"Sels, sulfates ; de magnésie",2947,4912,2947,Kilo,0.6
301,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,218,Aloes,37015,16825,37015,Kilo,2.2
302,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,216,Baumes ; Benjoin,74070,24690,74070,Kilo,3
303,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,216,Baumes ; Copahu,24592,12296,24592,Kilo,2
304,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,216,"Baumes ; Storax préparé, liquide",1077,673,1077,Kilo,1.6
305,Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1833,Imports,218,Camphre brut,49324,12331,49324,Kilo,4
