quantity_unit,simplification_classification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
livres,soufre,kg,.48949999,soufrelivres,.19997856,
livres,soufre,kg,.48949999,soufrelivres,.19997856,
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
quintaux,soufre,kg,48.949999,soufrequintaux,,19.997856
paires,souliers,pièces,2,soulierspaires,5,
paires,souliers,pièces,2,soulierspaires,5,
livres,squine,kg,.48949999,squinelivres,1.4962488,
livres,storax,kg,.48949999,storaxlivres,2.3704531,
livres,sucre blanc et sucre terré des Îles françaises de l'Amérique,kg,.48949999,sucre blanc et sucre terré des Îles françaises de l'Amériquelivres,,
livres,sucre blanc et sucre terré,kg,.48949999,sucre blanc et sucre terrélivres,,
livres,sucre blanc et sucre terré,kg,.48949999,sucre blanc et sucre terrélivres,,
livres,sucre blanc et sucre terré,kg,.48949999,sucre blanc et sucre terrélivres,,
livres,sucre blanc et sucre terré,kg,.48949999,sucre blanc et sucre terrélivres,,
quintaux,sucre brut par Nantes,kg,48.949999,sucre brut par Nantesquintaux,,52.006793
livres,sucre brut,kg,.48949999,sucre brutlivres,.52006793,
livres,sucre brut,kg,.48949999,sucre brutlivres,.52006793,
livres,sucre brut,kg,.48949999,sucre brutlivres,.52006793,
livres,sucre brut,kg,.48949999,sucre brutlivres,.52006793,
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
quintaux,sucre brut,kg,48.949999,sucre brutquintaux,,52.006793
livres,sucre candi et en pain,kg,.48949999,sucre candi et en painlivres,,
livres,sucre candi et en pain,kg,.48949999,sucre candi et en painlivres,,
quintaux,sucre candi et en pain,kg,48.949999,sucre candi et en painquintaux,,
quintaux,sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerque,kg,48.949999,sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerquequintaux,,
quintaux,sucre en pain par Le Havre,kg,48.949999,sucre en pain par Le Havrequintaux,,
quintaux,sucre en pain par Strasbourg Metz et Riltzeim,kg,48.949999,sucre en pain par Strasbourg Metz et Riltzeimquintaux,,
quintaux,sucre en pain par Strasbourg,kg,48.949999,sucre en pain par Strasbourgquintaux,,
quintaux,sucre en pain,kg,48.949999,sucre en painquintaux,,
livres,sucre raffiné,kg,.48949999,sucre raffinélivres,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre raffiné,kg,48.949999,sucre raffinéquintaux,,
quintaux,sucre terré et sucre têtes,kg,48.949999,sucre terré et sucre têtesquintaux,,
quintaux,sucre terré et sucre têtes,kg,48.949999,sucre terré et sucre têtesquintaux,,
quintaux,sucre terré et sucre têtes,kg,48.949999,sucre terré et sucre têtesquintaux,,
quintaux,sucre terré par Bayonne Marseille et Nantes,kg,48.949999,sucre terré par Bayonne Marseille et Nantesquintaux,,
quintaux,sucre terré par Chapareillan,kg,48.949999,sucre terré par Chapareillanquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
quintaux,sucre terré,kg,48.949999,sucre terréquintaux,,
livres,sucre têtes,kg,.48949999,sucre têteslivres,,
livres,suif en pain,kg,.48949999,suif en painlivres,.56413752,
livres,suif en pain,kg,.48949999,suif en painlivres,.56413752,
livres,suif en pain,kg,.48949999,suif en painlivres,.56413752,
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif en pain,kg,48.949999,suif en painquintaux,,56.413752
quintaux,suif,kg,48.949999,suifquintaux,,
quintaux,suif,kg,48.949999,suifquintaux,,
livres,sumac,kg,.48949999,sumaclivres,.20912093,
livres,sumac,kg,.48949999,sumaclivres,.20912093,
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
quintaux,sumac,kg,48.949999,sumacquintaux,,20.912093
livres,tabac en carotte et fabriqué,kg,.48949999,tabac en carotte et fabriquélivres,,
livres,tabac en carotte et fabriqué,kg,.48949999,tabac en carotte et fabriquélivres,,
quintaux,tabac en carotte par Bayonne,kg,48.949999,tabac en carotte par Bayonnequintaux,,
quintaux,tabac en carotte,kg,48.949999,tabac en carottequintaux,,
livres,tabac en côtes,kg,.48949999,tabac en côteslivres,.12247366,
quintaux,tabac en côtes,kg,48.949999,tabac en côtesquintaux,,12.247366
quintaux,tabac en feuilles par Bayonne,kg,48.949999,tabac en feuilles par Bayonnequintaux,,36.410746
quintaux,tabac en feuilles par Dunkerque,kg,48.949999,tabac en feuilles par Dunkerquequintaux,,36.410746
quintaux,tabac en feuilles,kg,48.949999,tabac en feuillesquintaux,,36.410746
livres,tabac en poudre,kg,.48949999,tabac en poudrelivres,1.7320508,
livres,tabac en poudre,kg,.48949999,tabac en poudrelivres,1.7320508,
quintaux,tabac en poudre,kg,48.949999,tabac en poudrequintaux,,173.20508
quintaux,tabac en poudre,kg,48.949999,tabac en poudrequintaux,,173.20508
quintaux,tabac en poudre,kg,48.949999,tabac en poudrequintaux,,173.20508
quintaux,tabac en poudre,kg,48.949999,tabac en poudrequintaux,,173.20508
quintaux,tabac fabriqué,kg,48.949999,tabac fabriquéquintaux,,
quintaux,tabac râpé par Dunkerque,kg,48.949999,tabac râpé par Dunkerquequintaux,,
quintaux,tabac râpé,kg,48.949999,tabac râpéquintaux,,
quintaux,tabac râpé,kg,48.949999,tabac râpéquintaux,,
quintaux,tabac râpé,kg,48.949999,tabac râpéquintaux,,
quintaux,tabac râpé,kg,48.949999,tabac râpéquintaux,,
quintaux,tabac râpé,kg,48.949999,tabac râpéquintaux,,
quintaux,tabac,kg,48.949999,tabacquintaux,,
pintes,tafia par Dunkerque et étranger,litres,.952146,tafia par Dunkerque et étrangerpintes,,
livres,tamarin,kg,.48949999,tamarinlivres,1.3794407,
livres,tamarin,kg,.48949999,tamarinlivres,1.3794407,
quintaux,tamarin,kg,48.949999,tamarinquintaux,,137.94407
livres,tartre,kg,.48949999,tartrelivres,,
livres,tartre,kg,.48949999,tartrelivres,,
quintaux,tartre,kg,48.949999,tartrequintaux,,
quintaux,tartre,kg,48.949999,tartrequintaux,,
quintaux,tartre,kg,48.949999,tartrequintaux,,
quintaux,tartre,kg,48.949999,tartrequintaux,,
livres,térébenthine,kg,.48949999,térébenthinelivres,.11,
livres,térébenthine,kg,.48949999,térébenthinelivres,.11,
livres,térébenthine,kg,.48949999,térébenthinelivres,.11,
quintaux,térébenthine,kg,48.949999,térébenthinequintaux,,11
livres,terre manganèse,kg,.48949999,terre manganèselivres,,
quintaux,terre manganèse,kg,48.949999,terre manganèsequintaux,,
livres,terre pouzolanne,kg,.48949999,terre pouzolannelivres,,
livres,thé des Indes,kg,.48949999,thé des Indeslivres,,
quintaux,thé étranger par Strasbourg,kg,48.949999,thé étranger par Strasbourgquintaux,,
quintaux,thé étranger,kg,48.949999,thé étrangerquintaux,,
quintaux,thé par Dunkerque,kg,48.949999,thé par Dunkerquequintaux,,430.9895
quintaux,thé par Pontarlier et Saint-Louis,kg,48.949999,thé par Pontarlier et Saint-Louisquintaux,,430.9895
livres,thé,kg,.48949999,thélivres,4.309895,
livres,thé,kg,.48949999,thélivres,4.309895,
livres,thé,kg,.48949999,thélivres,4.309895,
quintaux,thé,kg,48.949999,théquintaux,,430.9895
quintaux,thé,kg,48.949999,théquintaux,,430.9895
livres,thon mariné,kg,.48949999,thon marinélivres,,
quintaux,thon mariné,kg,48.949999,thon marinéquintaux,,
quintaux,thon mariné,kg,48.949999,thon marinéquintaux,,
nombre,toile du commerce de France et des Indes,pièces,1,toile du commerce de France et des Indesnombre,,
quintaux,tôle de fer-blanc,kg,48.949999,tôle de fer-blancquintaux,,
livres,tôle de fer,kg,.48949999,tôle de ferlivres,.31807438,
livres,tournesol,kg,.48949999,tournesollivres,,
livres,tournesol,kg,.48949999,tournesollivres,,
quintaux,tournesol,kg,48.949999,tournesolquintaux,,
quintaux,tournesol,kg,48.949999,tournesolquintaux,,
en nombre,veaux,pièces,1,veauxen nombre,22.126801,
en nombre,veaux,pièces,1,veauxen nombre,22.126801,
en nombre,veaux,pièces,1,veauxen nombre,22.126801,
nombre,veaux,pièces,1,veauxnombre,,22.126801
nombres,veaux,pièces,1,veauxnombres,,22.126801
quintaux,védasse,kg,48.949999,védassequintaux,,
livres,verdet,kg,.48949999,verdetlivres,1.1339674,
livres,verdet,kg,.48949999,verdetlivres,1.1339674,
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
quintaux,verdet,kg,48.949999,verdetquintaux,,113.39674
livres,vermicelle,kg,.48949999,vermicellelivres,,
quintaux,vermicelle,kg,48.949999,vermicellequintaux,,
quintaux,vermicelle,kg,48.949999,vermicellequintaux,,
quintaux,vermicelle,kg,48.949999,vermicellequintaux,,
livres,vermillon,kg,.48949999,vermillonlivres,5.119318,
quintaux,vermillon,kg,48.949999,vermillonquintaux,,511.9318
quintaux,vermillon,kg,48.949999,vermillonquintaux,,511.9318
quintaux,vermillon,kg,48.949999,vermillonquintaux,,511.9318
muids,vin d'Alsace,,,vin d'Alsacemuids,,
muids,vin d'Alsace,,,vin d'Alsacemuids,,
muids,vin d'Anjou,litres,268.22,vin d'Anjoumuids,,
pintes,vin d'Anjou,litres,.952146,vin d'Anjoupintes,,
muids,vin d'Aunis,litres,268.22,vin d'Aunismuids,,
bouteilles,vin de Bordeaux,,,vin de Bordeauxbouteilles,,
bouteilles,vin de Bordeaux,,,vin de Bordeauxbouteilles,,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,litres,268.22,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
muids,vin de Bordeaux,,,vin de Bordeauxmuids,143.36844,
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
pintes,vin de Bordeaux,litres,.952146,vin de Bordeauxpintes,,0.49780708
bouteilles,vin de Bourgogne,,,vin de Bourgognebouteilles,,
bouteilles,vin de Bourgogne,,,vin de Bourgognebouteilles,,
bouteilles,vin de Bourgogne,,,vin de Bourgognebouteilles,,
bouteilles,vin de Bourgogne,,,vin de Bourgognebouteilles,,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
muids,vin de Bourgogne,,,vin de Bourgognemuids,277.86353,
pintes,vin de Bourgogne,litres,.952146,vin de Bourgognepintes,,0.96480392
pintes,vin de Bourgogne,litres,.952146,vin de Bourgognepintes,,0.96480392
pintes,vin de Bourgogne,litres,.952146,vin de Bourgognepintes,,0.96480392
muids,vin de Chalosse,litres,268.22,vin de Chalossemuids,,
muids,vin de Chalosse,,,vin de Chalossemuids,,
pintes,vin de Chalosse,litres,.952146,vin de Chalossepintes,,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
bouteilles,vin de Champagne,,,vin de Champagnebouteilles,1.4422495,
muids,vin de Champagne,,,vin de Champagnemuids,246.26372,
muids,vin de Champagne,,,vin de Champagnemuids,246.26372,
muids,vin de Champagne,,,vin de Champagnemuids,246.26372,
muids,vin de Champagne,,,vin de Champagnemuids,246.26372,
muids,vin de Champagne,,,vin de Champagnemuids,246.26372,
pintes,vin de Champagne,litres,.952146,vin de Champagnepintes,,0.85508236
pintes,vin de Champagne,litres,.952146,vin de Champagnepintes,,0.85508236
pintes,vin de Champagne,litres,.952146,vin de Champagnepintes,,0.85508236
pintes,vin de Champagne,litres,.952146,vin de Champagnepintes,,0.85508236
bouteilles,vin de Comté,,,vin de Comtébouteilles,,
bouteilles,vin de Comté,,,vin de Comtébouteilles,,
muids,vin de Comté,,,vin de Comtémuids,,
muids,vin de Comté,,,vin de Comtémuids,,
bouteilles,vin de France,,,vin de Francebouteilles,,
bouteilles,vin de France,,,vin de Francebouteilles,,
bouteilles,vin de France,,,vin de Francebouteilles,,
bouteilles,vin de France,,,vin de Francebouteilles,,
bouteilles,vin de France,,,vin de Francebouteilles,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
muids,vin de France,,,vin de Francemuids,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
pintes,vin de France,litres,.952146,vin de Francepintes,,
bouteilles,vin de Guyenne,,,vin de Guyennebouteilles,,
bouteilles,vin de Guyenne,,,vin de Guyennebouteilles,,
bouteilles,vin de Guyenne,,,vin de Guyennebouteilles,,
bouteilles,vin de Guyenne,,,vin de Guyennebouteilles,,
muids,vin de Guyenne,,,vin de Guyennemuids,115.2,
muids,vin de Guyenne,,,vin de Guyennemuids,115.2,
muids,vin de Guyenne,,,vin de Guyennemuids,115.2,
muids,vin de Guyenne,,,vin de Guyennemuids,115.2,
muids,vin de la ci-devant province du Languedoc,litres,268.22,vin de la ci-devant province du Languedocmuids,,
bouteilles,vin de la Moselle,,,vin de la Mosellebouteilles,,
muids,vin de la Moselle,litres,268.22,vin de la Mosellemuids,,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
muids,vin de liqueurs,,,vin de liqueursmuids,309.30765,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
pintes,vin de liqueurs,litres,.952146,vin de liqueurspintes,2.2894285,
bouteilles,vin de Moselle,,,vin de Mosellebouteilles,,
muids,vin de Moselle,litres,268.22,vin de Mosellemuids,,
muids,vin de Provence,,,vin de Provencemuids,,
muids,vin de Provence,,,vin de Provencemuids,,
muids,vin de Provence,,,vin de Provencemuids,,
muids,vin de Provence,,,vin de Provencemuids,,
muids,vin de Provence,,,vin de Provencemuids,,
pintes,vin de Provence,litres,.952146,vin de Provencepintes,,
pintes,vin de Provence,litres,.952146,vin de Provencepintes,,
pintes,vin de Provence,litres,.952146,vin de Provencepintes,,
muids,vin de Saintonge,,,vin de Saintongemuids,,
muids,vin de Saintonge,litres,268.22,vin de Saintongemuids,,
muids,vin de Saintonge,,,vin de Saintongemuids,,
pintes,vin de Saintonge,litres,.952146,vin de Saintongepintes,,
pintes,vin de Saintonge,litres,.952146,vin de Saintongepintes,,
muids,vin divers,,,vin diversmuids,120.508,
muids,vin divers,,,vin diversmuids,120.508,
muids,vin divers,,,vin diversmuids,120.508,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
pintes,vin divers,litres,.952146,vin diverspintes,.71350741,
muids,vin du Barrois,,,vin du Barroismuids,,
muids,vin du Béarn et Gascogne,litres,268.22,vin du Béarn et Gascognemuids,,
bouteilles,vin du Dauphiné,,,vin du Dauphinébouteilles,,
bouteilles,vin du Dauphiné,,,vin du Dauphinébouteilles,,
muids,vin du Dauphiné,,,vin du Dauphinémuids,,
muids,vin du Dauphiné,,,vin du Dauphinémuids,,
muids,vin du Dauphiné,litres,268.22,vin du Dauphinémuids,,
pintes,vin du Dauphiné,litres,.952146,vin du Dauphinépintes,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,litres,268.22,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
muids,vin du Languedoc,,,vin du Languedocmuids,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
pintes,vin du Languedoc,litres,.952146,vin du Languedocpintes,,
muids,vin du Lyonnais,,,vin du Lyonnaismuids,,
muids,vin du Lyonnais,litres,268.22,vin du Lyonnaismuids,,
muids,vin du Périgord,,,vin du Périgordmuids,,
muids,vin du Roussillon,,,vin du Roussillonmuids,,
bouteilles,vin étranger de toute sorte,,,vin étranger de toute sortebouteilles,,
muids,vin étranger de toute sorte,litres,268.22,vin étranger de toute sortemuids,,
muids,vin ordinaire,,,vin ordinairemuids,67.850784,
muids,vin ordinaire,,,vin ordinairemuids,67.850784,
pintes,vin ordinaire,litres,.952146,vin ordinairepintes,,0.235593
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
muids,vinaigre,,,vinaigremuids,44.717064,
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
pintes,vinaigre,litres,.952146,vinaigrepintes,,0.15526758
livres,zing,kg,.48949999,zinglivres,,
