numrodeligne,sourcepath,exportsimports,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,marchandises_simplification,year,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
858,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Chardons à drapier,République de Hollande,102.57,quintaux,,chardons à drapier,1792,kg,48.949999,chardons à drapierquintaux,,
314,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Châtaignes et marrons,République de Gênes,1315.52,quintaux,,châtaignes et marrons,1792,kg,48.949999,châtaignes et marronsquintaux,,
859,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Châtaignes,République de Hollande,971,boisseaux,,châtaignes,1792,litres,12.695,châtaignesboisseaux,,
198,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Châtaignes,Etats du Roi de Sardaigne,2114,quintaux,,châtaignes,1792,kg,48.949999,châtaignesquintaux,,
1069,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Chaux,Etats de l'empereur en Allemagne et en Flandre,30209,quintaux,,chaux,1792,kg,48.949999,chauxquintaux,,
1129,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Bestiaux et bêtes de sommes ; chevaux,Allemagne et Pologne,5624,en nombre,,chevaux de labour,1792,pièces,1,chevaux de labouren nombre,267.31763,
684,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Bestiaux et bêtes de somme en chevaux,Angleterre y compris l'Ecosse et l'Irlande,94,en nombre,,chevaux de labour,1792,pièces,1,chevaux de labouren nombre,267.31763,
1270,National/Divers - in/Résultats du CE 1792.csv,Imports,93,Bestiaux et bêtes de sommes ; chevaux,"Suisse, ses alliés et Genève",850,en nombre,,chevaux de labour,1792,pièces,1,chevaux de labouren nombre,267.31763,
223,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Bestiaux ; chevaux,Etats du Roi de Sardaigne,57,en nombre,,chevaux,1792,pièces,1,chevauxen nombre,158.20677,
1055,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Bestiaux en chevaux,Etats de l'empereur en Allemagne et en Flandre,356,en nombre,,chevaux,1792,pièces,1,chevauxen nombre,158.20677,
838,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Chevaux,République de Hollande,131,en nombre,,chevaux,1792,pièces,1,chevauxen nombre,158.20677,
29,National/Divers - in/Détail des I et X_1792.csv,Imports,21,chevaux,Europe,12535,nombre,,chevaux,1792,pièces,1,chevauxnombre,,158.20677
57,National/Divers - in/Détail des I et X_1792.csv,Exports,22,chevaux,Europe,383,nombres,,chevaux,1792,pièces,1,chevauxnombres,,158.20677
713,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Cidre jaune,Angleterre y compris l'Ecosse et l'Irlande,180.82,quintaux,,cidre jaune,1792,kg,48.949999,cidre jaunequintaux,,
712,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Cidre,Angleterre y compris l'Ecosse et l'Irlande,515,muids,,cidre,1792,,,cidremuids,41.208885,
1139,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Cinabre,Allemagne et Pologne,67.67,quintaux,,cinabre,1792,kg,48.949999,cinabrequintaux,,
46,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Cire blanche et jaune,Espagne,662.68,quintaux,,cire blanche et jaune,1792,kg,48.949999,cire blanche et jaunequintaux,,
860,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Cire jaune et blanche,République de Hollande,122,quintaux,,cire blanche et jaune,1792,kg,48.949999,cire blanche et jaunequintaux,,
575,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Cire jaune et blanche,Royaume de Naples et de Sicile et Duché de Parmes,1016,quintaux,,cire blanche et jaune,1792,kg,48.949999,cire blanche et jaunequintaux,,
231,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Cire jaune,Etats du Roi de Sardaigne,605.62,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
344,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Cire jaune,République de Gênes,164.27,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
1319,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Cire jaune,"Suisse, ses alliés et Genève",334.93,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
1140,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Cire jaune,Allemagne et Pologne,66.54000000000001,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
984,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Cire jaune,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",713.6,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
1626,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Cire jaune,Etats Unis,2366.64,quintaux,,cire jaune,1792,kg,48.949999,cire jaunequintaux,,
714,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Cochenille,Angleterre y compris l'Ecosse et l'Irlande,85.88,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
463,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Cochenille,Milanez et Toscane,74.23,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
1656,National/Divers - in/Résultats du CE 1792.csv,Exports,115,Cochenille,Etats Unis,794.1,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
1141,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Cochenille,Allemagne et Pologne,5.23,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
14,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cochenille,Espagne,401,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
1071,National/Divers - in/Résultats du CE 1792.csv,Imports,86,Cochenille,Etats de l'empereur en Allemagne et en Flandre,4.9,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
316,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Cochenille,République de Gênes,70.09,quintaux,,cochenille,1792,kg,48.949999,cochenillequintaux,,
1143,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Colle de poisson,Allemagne et Pologne,14.43,quintaux,,colle de poisson,1792,kg,48.949999,colle de poissonquintaux,,
699,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Colle de poisson,Angleterre y compris l'Ecosse et l'Irlande,45.58,quintaux,,colle de poisson,1792,kg,48.949999,colle de poissonquintaux,,
840,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Colle de poisson,République de Hollande,248.76,quintaux,,colle de poisson,1792,kg,48.949999,colle de poissonquintaux,,
1142,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Colle forte,Allemagne et Pologne,158.77,quintaux,,colle forte,1792,kg,48.949999,colle fortequintaux,,
839,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Colle forte,République de Hollande,159.36,quintaux,,colle forte,1792,kg,48.949999,colle fortequintaux,,
12,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Colombine ou engrais de pigeons,Espagne,2137,quintaux,,colombine,1792,kg,48.949999,colombinequintaux,,
13,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Coloquinte,Espagne,499,quintaux,,coloquinte,1792,kg,48.949999,coloquintequintaux,,
1539,National/Divers - in/Résultats du CE 1792.csv,Exports,109,Confitures,Russie et Courlande,80.3,quintaux,,confitures,1792,kg,48.949999,confituresquintaux,,
1657,National/Divers - in/Résultats du CE 1792.csv,Exports,115,Cordages,Etats Unis,160.67,quintaux,,cordage,1792,kg,48.949999,cordagequintaux,,
136,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cornes de cerf,Europe,7600,livres,,cornes de cerf,1792,kg,.48949999,cornes de cerflivres,,
1144,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Cornes de cerf,Allemagne et Pologne,76.40000000000001,quintaux,,cornes de cerf,1792,kg,48.949999,cornes de cerfquintaux,,
140,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Coton des îles et des Indes,Asie,124070,livres,,coton des Indes,1792,kg,.48949999,coton des Indeslivres,,
139,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Coton des îles et des Indes,Amérique,4202139,livres,,coton des Indes,1792,kg,.48949999,coton des Indeslivres,,
1274,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Coton en laine ; de retour,"Suisse, ses alliés et Genève",451.67,quintaux,,coton en laine de retour,1792,kg,48.949999,coton en laine de retourquintaux,,
726,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Marchandises provenantes du commerce français dans l'Inde : Coton en laine,Europe,335414,livres,,coton en laine des Indes,1792,kg,.48949999,coton en laine des Indeslivres,,
163,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Coton en laine du Levant,Europe,2388995,livres,,coton en laine du Levant,1792,kg,.48949999,coton en laine du Levantlivres,,
138,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Coton en laine du Levant,Europe,14934039,livres,,coton en laine du Levant,1792,kg,.48949999,coton en laine du Levantlivres,,
1173,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Coton en laine ; du Levant,Allemagne et Pologne,33.64,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
715,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Coton en laine ; du Levant,Angleterre y compris l'Ecosse et l'Irlande,9740.370000000001,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
346,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Coton en laine ; du Levant,République de Gênes,351.72,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
232,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Coton en laine ; du Levant,Etats du Roi de Sardaigne,220,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
465,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Coton en laine ; du Levant,Milanez et Toscane,90.5,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
1014,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Coton en laine ; du Levant,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",554,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
1458,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Coton en laine ; du Levant,Suède,127.7,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
1320,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Coton en laine ; du Levant,"Suisse, ses alliés et Genève",3512,quintaux,,coton en laine du Levant,1792,kg,48.949999,coton en laine du Levantquintaux,,
819,National/Divers - in/Résultats du CE 1792.csv,Exports,75,Coton en laine,Angleterre y compris l'Ecosse et l'Irlande,17604.05,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
47,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Coton en laine,Espagne,187.05,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1106,National/Divers - in/Résultats du CE 1792.csv,Exports,88,Coton en laine,Etats de l'empereur en Allemagne et en Flandre,1090.6,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
576,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Coton en laine,Royaume de Naples et de Sicile et Duché de Parmes,77.51000000000001,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1038,National/Divers - in/Résultats du CE 1792.csv,Exports,84,Coton en laine,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",44.54,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1492,National/Divers - in/Résultats du CE 1792.csv,Exports,105,Coton en laine,Prusse,51.51,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1392,National/Divers - in/Résultats du CE 1792.csv,Exports,95,Coton en laine,"Suisse, ses alliés et Genève",27.72,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
700,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Coton en laine,Angleterre y compris l'Ecosse et l'Irlande,813.89,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
16,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Coton en laine,Espagne,5088.47,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
841,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Coton en laine,République de Hollande,99.12,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
633,National/Divers - in/Résultats du CE 1792.csv,Imports,68,Coton en laine,Etats de l'évêque de Rome et la république de Venise,72.2,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
149,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Coton en laine,Portugal,1822.4,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1627,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Coton en laine,Etats Unis,53834.8,quintaux,,coton en laine,1792,kg,48.949999,coton en lainequintaux,,
1273,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Coton filé ;de retour,"Suisse, ses alliés et Genève",69.41,quintaux,,coton filé de retour,1792,kg,48.949999,coton filé de retourquintaux,,
1174,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Coton filé ; du Levant,Allemagne et Pologne,39.41,quintaux,,coton filé du Levant,1792,kg,48.949999,coton filé du Levantquintaux,,
1015,National/Divers - in/Résultats du CE 1792.csv,Exports,83,Coton filé ; du Levant,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",122.3,quintaux,,coton filé du Levant,1792,kg,48.949999,coton filé du Levantquintaux,,
1321,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Coton filé ; du Levant,"Suisse, ses alliés et Genève",379.65,quintaux,,coton filé du Levant,1792,kg,48.949999,coton filé du Levantquintaux,,
164,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Coton filé,Europe,478707,livres,,coton filé,1792,kg,.48949999,coton filélivres,5.707293,
141,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Coton filé,Europe,1060540,livres,,coton filé,1792,kg,.48949999,coton filélivres,5.707293,
716,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Coton filé,Angleterre y compris l'Ecosse et l'Irlande,17.71,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
48,National/Divers - in/Résultats du CE 1792.csv,Exports,41,Coton filé,Espagne,857.76,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
1089,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Coton filé,Etats de l'empereur en Allemagne et en Flandre,243.71,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
861,National/Divers - in/Résultats du CE 1792.csv,Exports,78,Coton filé,République de Hollande,180.26,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
233,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Coton filé,Etats du Roi de Sardaigne,566.78,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
466,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Coton filé,Milanez et Toscane,217,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
1459,National/Divers - in/Résultats du CE 1792.csv,Exports,102,Coton filé,Suède,16.8,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
701,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Coton filé,Angleterre y compris l'Ecosse et l'Irlande,43.99,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
317,National/Divers - in/Résultats du CE 1792.csv,Imports,54,Coton filé,République de Gênes,113.04,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
1628,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Coton filé,Etats Unis,4229,quintaux,,coton filé,1792,kg,48.949999,coton filéquintaux,,570.7293
434,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Coton ; par Dunkerque,Milanez et Toscane,498,quintaux,,coton par Dunkerque,1792,kg,48.949999,coton par Dunkerquequintaux,,220.27478
713,National/Divers - in/Détail des I et X_1792.csv,Exports,45,Denrées des Isles Françaises de l'Amérique : Coton,Europe,2054700,livres,,coton,1792,kg,.48949999,cotonlivres,2.2027478,
1407,National/Divers - in/Résultats du CE 1792.csv,Exports,98,Coton,Danemarck et Norvège,39.8,quintaux,,coton,1792,kg,48.949999,cotonquintaux,,220.27478
165,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Couperose,Europe,25300,livres,,couperose,1792,kg,.48949999,couperoselivres,.12724672,
142,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Couperose,Europe,775030,livres,,couperose,1792,kg,.48949999,couperoselivres,.12724672,
702,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Couperose,Angleterre y compris l'Ecosse et l'Irlande,2980.74,quintaux,,couperose,1792,kg,48.949999,couperosequintaux,,12.724672
842,National/Divers - in/Résultats du CE 1792.csv,Imports,77,Couperose,République de Hollande,698.37,quintaux,,couperose,1792,kg,48.949999,couperosequintaux,,12.724672
1145,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Crin de cheval,Allemagne et Pologne,80.59999999999999,quintaux,,crin de cheval,1792,kg,48.949999,crin de chevalquintaux,,
168,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Crin,Amérique,11555,livres,,crin,1792,kg,.48949999,crinlivres,.86226344,
150,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs divers apprêtés,Europe,8463907,livres,,cuirs apprêtés,1792,kg,.48949999,cuirs apprêtéslivres,,
1629,National/Divers - in/Résultats du CE 1792.csv,Imports,114,"Cuirs apprêtés, de bœufs",Etats Unis,4441.7,quintaux,,cuirs de bœuf apprêtés,1792,kg,48.949999,cuirs de bœuf apprêtésquintaux,,
147,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs de Bœœufs et Vaches en poil,Europe,2372990,livres,,cuirs de bœuf en poil et cuir de vache en poil,1792,kg,.48949999,cuirs de bœuf en poil et cuir de vache en poillivres,,
149,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs de Bœœufs et Vaches en poil,Amérique,186798,livres,,cuirs de bœuf en poil et cuir de vache en poil,1792,kg,.48949999,cuirs de bœuf en poil et cuir de vache en poillivres,,
146,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs de Bœœufs et Vaches en poil,Europe,121044,nombre,,cuirs de bœuf en poil et cuir de vache en poil,1792,pièces,1,cuirs de bœuf en poil et cuir de vache en poilnombre,,23.207947
148,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs de Bœœufs et Vaches en poil,Amérique,40984,nombre,,cuirs de bœuf en poil et cuir de vache en poil,1792,pièces,1,cuirs de bœuf en poil et cuir de vache en poilnombre,,23.207947
151,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Cuirs de bœuf en poil,Portugal,14740,en nombre,,cuirs de bœuf en poil,1792,pièces,1,cuirs de bœuf en poilen nombre,23.207947,
200,National/Divers - in/Résultats du CE 1792.csv,Imports,49,Cuirs de bœuf en poil,Etats du Roi de Sardaigne,520.4,quintaux,,cuirs de bœuf en poil,1792,kg,48.949999,cuirs de bœuf en poilquintaux,,
150,National/Divers - in/Résultats du CE 1792.csv,Imports,45,Cuirs de bœuf en poil,Portugal,110,quintaux,,cuirs de bœuf en poil,1792,kg,48.949999,cuirs de bœuf en poilquintaux,,
17,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cuivre divers en poil,Espagne,21411,en nombre,,cuirs en poil,1792,pièces,1,cuirs en poilen nombre,,
1275,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Cuirs divers en poil,"Suisse, ses alliés et Genève",1409,en nombre,,cuirs en poil,1792,pièces,1,cuirs en poilen nombre,,
18,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cuivre divers en poil,Espagne,1524.67,quintaux,,cuirs en poil,1792,kg,48.949999,cuirs en poilquintaux,,
151,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuirs tannés,Amérique,28183,livres,,cuirs tannés,1792,kg,.48949999,cuirs tannéslivres,1.1256719,
172,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Cuivres divers,Afrique,51210,livres,,cuivre,1792,kg,.48949999,cuivrelivres,1.7320508,
173,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Cuivres divers,Asie,288800,livres,,cuivre,1792,kg,.48949999,cuivrelivres,1.7320508,
170,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Cuivre divers,Europe,137149,livres,,cuivre,1792,kg,.48949999,cuivrelivres,1.7320508,
171,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Cuivres divers,Amérique,39646,livres,,cuivre,1792,kg,.48949999,cuivrelivres,1.7320508,
152,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Cuivre divers,Europe,8463907,livres,,cuivre,1792,kg,.48949999,cuivrelivres,1.7320508,
1176,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Cuivre divers,Allemagne et Pologne,86.09999999999999,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1091,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Cuivres divers,Etats de l'empereur en Allemagne et en Flandre,238.56,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
578,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Cuivres divers,Royaume de Naples et de Sicile et Duché de Parmes,151.85,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
348,National/Divers - in/Résultats du CE 1792.csv,Exports,55,Cuivres divers,République de Gênes,252.35,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1147,National/Divers - in/Résultats du CE 1792.csv,Imports,90,Cuivres divers,Allemagne et Pologne,1459.8,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
703,National/Divers - in/Résultats du CE 1792.csv,Imports,72,Cuivres divers,Angleterre y compris l'Ecosse et l'Irlande,7831.73,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
19,National/Divers - in/Résultats du CE 1792.csv,Imports,40,Cuivres divers,Espagne,7162.47,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
435,National/Divers - in/Résultats du CE 1792.csv,Imports,59,Cuivre divers,Milanez et Toscane,83.37,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1450,National/Divers - in/Résultats du CE 1792.csv,Imports,101,Cuivre divers,Suède,2172.58,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
985,National/Divers - in/Résultats du CE 1792.csv,Imports,82,Cuivre divers,"Villes Anséatiques d'Hambourg, Brême, Lubeck et Dantzick",6831.56,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1530,National/Divers - in/Résultats du CE 1792.csv,Imports,108,Cuivre divers,Russie et Courlande,43.96,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1276,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Cuivres divers,"Suisse, ses alliés et Genève",747.78,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
1630,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Cuivre divers,Etats Unis,6594.7,quintaux,,cuivre,1792,kg,48.949999,cuivrequintaux,,173.20508
579,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Dames-Jeannes,Royaume de Naples et de Sicile et Duché de Parmes,4800,en nombre,,dame-jeannes,1792,pièces,1,dame-jeannesen nombre,,
468,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Dames-Jeannes,Milanez et Toscane,6910,en nombre,,dame-jeannes,1792,pièces,1,dame-jeannesen nombre,,
175,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Dames-Jeannes,Europe,16008,nombre,,dame-jeannes,1792,pièces,1,dame-jeannesnombre,,
154,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Dattes,Europe,58990,livres,,dattes,1792,kg,.48949999,datteslivres,,
1631,National/Divers - in/Résultats du CE 1792.csv,Imports,114,Dattes,Etats Unis,589.9,quintaux,,dattes,1792,kg,48.949999,dattesquintaux,,
176,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Dentelle de fil,Europe,7518,livres,,dentelle de fil,1792,kg,.48949999,dentelle de fillivres,720.1391,
580,National/Divers - in/Résultats du CE 1792.csv,Exports,65,Dentelles de fil,Royaume de Naples et de Sicile et Duché de Parmes,17.5,livres,,dentelle de fil,1792,kg,.48949999,dentelle de fillivres,720.1391,
155,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Dentelle de fil,Europe,1033.25,livres,,dentelle de fil,1792,kg,.48949999,dentelle de fillivres,720.1391,
1177,National/Divers - in/Résultats du CE 1792.csv,Exports,90,Dentelle de fil,Allemagne et Pologne,8,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
718,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Dentelle de fil,Angleterre y compris l'Ecosse et l'Irlande,8.59,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
1092,National/Divers - in/Résultats du CE 1792.csv,Exports,87,Dentelles de fil,Etats de l'empereur en Allemagne et en Flandre,14,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
235,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Dentelle de fil,Etats du Roi de Sardaigne,1.5,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
1322,National/Divers - in/Résultats du CE 1792.csv,Exports,94,Dentelle de fil,"Suisse, ses alliés et Genève",6.9,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
1600,National/Divers - in/Résultats du CE 1792.csv,Exports,113,Dentelle de fil,Etats Unis,1.77,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
1599,National/Divers - in/Résultats du CE 1792.csv,Exports,113,Dentelle de fil,Etats Unis,20,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
1277,National/Divers - in/Résultats du CE 1792.csv,Imports,94,Dentelle de fil,"Suisse, ses alliés et Genève",1.625,quintaux,,dentelle de fil,1792,kg,48.949999,dentelle de filquintaux,,72013.91
177,National/Divers - in/Détail des I et X_1792.csv,Exports,26,Dentelle de soie,Europe,7069,livres,,dentelle de soie,1792,kg,.48949999,dentelle de soielivres,324.37134,
469,National/Divers - in/Résultats du CE 1792.csv,Exports,60,Dentelles de soie,Milanez et Toscane,80,livres,,dentelle de soie,1792,kg,.48949999,dentelle de soielivres,324.37134,
156,National/Divers - in/Détail des I et X_1792.csv,Imports,25,Dentelle de soie,Europe,34.5,livres,,dentelle de soie,1792,kg,.48949999,dentelle de soielivres,324.37134,
719,National/Divers - in/Résultats du CE 1792.csv,Exports,73,Dentelle de soie,Angleterre y compris l'Ecosse et l'Irlande,27.12,quintaux,,dentelle de soie,1792,kg,48.949999,dentelle de soiequintaux,,32437.134
85,National/Divers - in/Résultats du CE 1792.csv,Exports,42,Dentelles de soie,Espagne,6.3,quintaux,,dentelle de soie,1792,kg,48.949999,dentelle de soiequintaux,,32437.134
236,National/Divers - in/Résultats du CE 1792.csv,Exports,50,Dentelle de soie,Etats du Roi de Sardaigne,1.7,quintaux,,dentelle de soie,1792,kg,48.949999,dentelle de soiequintaux,,32437.134
413,National/Divers - in/Détail des I et X_1792.csv,Exports,34,"Morphil, dents d'éléphant, ou ivoire",Europe,2067,livres,,dents d'éléphant,1792,kg,.48949999,dents d'éléphantlivres,3.7896836,
