numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,remarks,doubleaccounts
395,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de coton,Royaume de Hollande,364200,,0
396,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de laine,Royaume de Hollande,943200,,0
397,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de soie,Royaume de Hollande,1709700,,0
398,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes mélangées de ces matières,Royaume de Hollande,120800,,0
399,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Gazes, crêpes et mouchoirs de soie",Royaume de Hollande,305400,,0
400,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mouchoirs divers en fil et coton,Royaume de Hollande,13600,,0
401,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie de soie,Royaume de Hollande,207100,,0
402,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie ordinaire,Royaume de Hollande,23700,,0
403,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,Royaume de Hollande,16469000,,0
404,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mousselines,Royaume de Hollande,7100,,0
405,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,Royaume de Hollande,519586,,0
406,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,Royaume de Hollande,152900,,0
407,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Gants de peau,Royaume de Hollande,82800,,0
408,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,Royaume de Hollande,90500,,0
409,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Faïence et poterie,Royaume de Hollande,54300,,0
410,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Horlogerie,Royaume de Hollande,150800,,0
411,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Meubles et glaces,Royaume de Hollande,42700,,0
412,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tableaux et estampes,Royaume de Hollande,37000,,0
413,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Quincaillerie,Royaume de Hollande,1879100,,0
414,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Parfumerie,Royaume de Hollande,26500,,0
415,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Savons,Royaume de Hollande,4400,,0
416,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verrerie,Royaume de Hollande,169300,,0
417,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Porcelaine,Royaume de Hollande,104300,,0
418,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bijouterie,Royaume de Hollande,28900,,0
419,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Librairie,Royaume de Hollande,70600,,0
420,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de cuir en cordonnerie et sellerie,Royaume de Hollande,64300,,0
421,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages divers en bois,Royaume de Hollande,86200,,0
422,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de modes et fleurs artificielles,Royaume de Hollande,175700,,0
423,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Peaux et pelleteries,Royaume de Hollande,41700,,0
424,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers à écrire,Royaume de Hollande,50200,,0
425,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers pour tenture,Royaume de Hollande,35800,,0
426,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles d'industrie réunis,Royaume de Hollande,1117292,,0
427,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuivre,Royaume de Prusse,27000,,0
428,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fers,Royaume de Prusse,3200,,0
429,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries diverses,Royaume de Prusse,26900,,0
430,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chapellerie,Royaume de Prusse,18200,,0
431,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dentelles,Royaume de Prusse,508600,,0
432,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes diverses,Royaume de Prusse,291400,,0
433,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de coton,Royaume de Prusse,2000,,0
434,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de laine,Royaume de Prusse,20200,,0
435,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de soie,Royaume de Prusse,20700,,0
436,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Gazes, crêpes et mouchoirs de soie",Royaume de Prusse,9700,,0
437,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie de soie,Royaume de Prusse,49600,,0
438,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie ordinaire,Royaume de Prusse,1200,,0
439,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,Royaume de Prusse,504000,,0
440,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de coton,Royaume de Prusse,11200,,0
441,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,Royaume de Prusse,34798,,0
442,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,Royaume de Prusse,44300,,0
443,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Gants de peau,Royaume de Prusse,1600,,0
444,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,Royaume de Prusse,48500,,0
445,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Faïence et poterie,Royaume de Prusse,41400,,0
446,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Horlogerie,Royaume de Prusse,14600,,0
447,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Meubles et glaces,Royaume de Prusse,27900,,0
448,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tableaux et estampes,Royaume de Prusse,17900,,0
449,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Quincaillerie,Royaume de Prusse,45100,,0
450,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Parfumerie,Royaume de Prusse,7400,,0
451,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verrerie,Royaume de Prusse,17500,,0
452,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Porcelaine,Royaume de Prusse,93400,,0
453,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bijouterie,Royaume de Prusse,6700,,0
454,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Librairie,Royaume de Prusse,31400,,0
455,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de cuir en cordonnerie et sellerie,Royaume de Prusse,14400,,0
456,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages divers en bois,Royaume de Prusse,4800,,0
457,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de modes et fleurs artificielles,Royaume de Prusse,6300,,0
458,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Peaux et pelleteries,Royaume de Prusse,10900,,0
459,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers à écrire,Royaume de Prusse,39300,,0
460,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers pour tenture,Royaume de Prusse,19000,,0
461,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles d'industrie réunis,Royaume de Prusse,139194,,0
462,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuivre,Etats d'Allemagne,338700,,0
463,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fers,Etats d'Allemagne,1157500,,0
464,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Autres métaux,Etats d'Allemagne,100600,,0
465,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries diverses,Etats d'Allemagne,578300,,0
466,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries de soie,Etats d'Allemagne,32900,,0
467,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chapellerie,Etats d'Allemagne,65500,,0
468,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dentelles,Etats d'Allemagne,966900,,0
469,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Draperies,Etats d'Allemagne,1083100,,0
470,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes diverses,Etats d'Allemagne,4629100,,0
471,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de coton,Etats d'Allemagne,2121300,,0
472,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de laine,Etats d'Allemagne,5669200,,0
473,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de soie,Etats d'Allemagne,29040400,,0
474,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Gazes, crêpes et mouchoirs de soie",Etats d'Allemagne,22000,,0
475,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mouchoirs divers en fil et coton,Etats d'Allemagne,4500,,0
476,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie de soie,Etats d'Allemagne,55500,,0
477,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie ordinaire,Etats d'Allemagne,458500,,0
478,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,Etats d'Allemagne,1394800,,0
479,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de coton,Etats d'Allemagne,50700,,0
480,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de fil et coton,Etats d'Allemagne,27300,,0
481,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mousselines,Etats d'Allemagne,25500,,0
482,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,Etats d'Allemagne,90500,,0
483,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,Etats d'Allemagne,622100,,0
484,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Gants de peau,Etats d'Allemagne,93200,,0
485,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,Etats d'Allemagne,231300,,0
486,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Faïence et poterie,Etats d'Allemagne,32900,,0
487,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Horlogerie,Etats d'Allemagne,174000,,0
488,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Meubles et glaces,Etats d'Allemagne,93700,,0
489,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tableaux et estampes,Etats d'Allemagne,87900,,0
490,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Quincaillerie,Etats d'Allemagne,208500,,0
491,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Parfumerie,Etats d'Allemagne,237900,,0
492,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Savons,Etats d'Allemagne,22400,,0
493,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verrerie,Etats d'Allemagne,129600,,0
494,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Porcelaine,Etats d'Allemagne,351400,,0
495,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bijouterie,Etats d'Allemagne,134400,,0
496,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dorures fines,Etats d'Allemagne,10000,,0
497,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Librairie,Etats d'Allemagne,318600,,0
498,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de cuir en cordonnerie et sellerie,Etats d'Allemagne,59400,,0
499,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages divers en bois,Etats d'Allemagne,51800,,0
500,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de modes et fleurs artificielles,Etats d'Allemagne,325400,,0
501,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Peaux et pelleteries,Etats d'Allemagne,361600,,0
502,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers à écrire,Etats d'Allemagne,213100,,0
503,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers pour tenture,Etats d'Allemagne,156700,,0
504,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles d'industrie réunis,Etats d'Allemagne,344200,,0
505,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuivre,République de Suisse,23800,,0
506,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fers,République de Suisse,1311500,,0
507,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Autres métaux,République de Suisse,25000,,0
508,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries diverses,République de Suisse,155400,,0
509,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries de soie,République de Suisse,31200,,0
510,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chapellerie,République de Suisse,91600,,0
511,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dentelles,République de Suisse,80700,,0
512,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Draperies,République de Suisse,845000,,0
513,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes diverses,République de Suisse,794500,,0
514,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de coton,République de Suisse,9000,,0
515,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de laine,République de Suisse,425100,,0
516,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de soie,République de Suisse,1321900,,0
517,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Gazes, crêpes et mouchoirs de soie",République de Suisse,7400,,0
518,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie de soie,République de Suisse,572100,,0
519,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rubannerie ordinaire,République de Suisse,16500,,0
520,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,République de Suisse,1412900,,0
521,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de coton,République de Suisse,284200,,0
522,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mousselines,République de Suisse,62600,,0
523,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,République de Suisse,211500,,0
524,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,République de Suisse,364500,,0
525,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Gants de peau,République de Suisse,2100,,0
526,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,République de Suisse,77800,,0
527,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Faïence et poterie,République de Suisse,45900,,0
528,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Horlogerie,République de Suisse,2923800,,0
529,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Meubles et glaces,République de Suisse,57200,,0
530,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tableaux et estampes,République de Suisse,7800,,0
531,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Quincaillerie,République de Suisse,121400,,0
532,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Parfumerie,République de Suisse,155100,,0
533,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Savons,République de Suisse,349600,,0
534,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verrerie,République de Suisse,200200,,0
535,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Porcelaine,République de Suisse,3500,,0
536,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bijouterie,République de Suisse,476600,,0
537,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dorures fines,République de Suisse,2000,,0
538,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Librairie,République de Suisse,134000,,0
539,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de cuir en cordonnerie et sellerie,République de Suisse,36900,,0
540,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages divers en bois,République de Suisse,3300,,0
541,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Ouvrages de modes et fleurs artificielles,République de Suisse,28100,,0
542,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Passementerie,République de Suisse,4100,,0
543,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Peaux et pelleteries,République de Suisse,277900,,0
544,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers à écrire,République de Suisse,48100,,0
545,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Papiers pour tenture,République de Suisse,22900,,0
546,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles d'industrie réunis,République de Suisse,640200,,0
547,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Draperies,Etats-Unis d'Amérique,5100,,0
548,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,Etats-Unis d'Amérique,17400,,0
549,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,Etats-Unis d'Amérique,5200,,0
550,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,Etats-Unis d'Amérique,3200,,0
551,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,Etats-Unis d'Amérique,9100,,0
552,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Meubles et glaces,Etats-Unis d'Amérique,4600,,0
553,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Quincaillerie,Etats-Unis d'Amérique,5700,,0
554,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles d'industrie réunis,Etats-Unis d'Amérique,10300,,0
555,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fers,Villes Anséatiques,78600,,0
556,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries diverses,Villes Anséatiques,8900,,0
557,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bonneteries de soie,Villes Anséatiques,28600,,0
558,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chapellerie,Villes Anséatiques,2200,,0
559,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Dentelles,Villes Anséatiques,120000,,0
560,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Draperies,Villes Anséatiques,15500,,0
561,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Etoffes de laine,Villes Anséatiques,22100,,0
562,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de lin et de chanvre,Villes Anséatiques,71600,,0
563,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Toiles de coton,Villes Anséatiques,26900,,0
564,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Objets manufacturés réunis,Villes Anséatiques,67400,,0
565,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Mercerie,Villes Anséatiques,64100,,0
566,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Gants de peau,Villes Anséatiques,3500,,0
567,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Habillemens et lingerie,Villes Anséatiques,4600,,0
