numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,prix_unitaire,quantity_unit,remarks,doubleaccounts
346,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Charbon de terre et de bois,Etats de l'Allemagne,249400,"2,4737928621",quintaux,,0
399,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Charbon de terre et de bois,Suisse,7200,"2,4737928621",quintaux,,0
438,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Charbon de terre et de bois,Royaume de Prusse,744300,"2,4737928621",quintaux,,0
610,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Charbon de terre et de bois,Port de Marseille,7300,"2,4737928621",quintaux,,0
253,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Chicorée moulue,Royaume des Pays-Bas,234700,"80,0837988827",quintaux,,0
318,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Chicorée moulue,Etats de l'Allemagne,50800,"80,0837988827",quintaux,,0
416,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Chicorée moulue,Royaume de Prusse,1200,"80,0837988827",quintaux,,0
227,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Angleterre,12300,"191,92",quintaux,,0
289,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Royaume des Pays-Bas,71900,"191,92",quintaux,,0
347,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Etats de l'Allemagne,15800,"191,92",quintaux,,0
400,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Suisse,1600,"191,92",quintaux,,0
439,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Royaume de Prusse,3900,"191,92",quintaux,,0
470,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Villes Anséatiques,39600,"191,92",quintaux,,0
518,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Empire de Russie,27800,"191,92",quintaux,,0
550,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Etats-Unis de l'Amérique,205000,"191,92",quintaux,,0
579,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Empire Ottoman,45300,"191,92",quintaux,,0
611,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Port de Marseille,34400,"191,92",quintaux,,0
649,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cire jaune et blanche,Colonies françaises,22200,"191,92",quintaux,,0
657,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Royaume d'Espagne,2233100,"7956,2711864407",quintaux,,0
720,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Royaume de Sardaigne,700,"7956,2711864407",quintaux,,0
813,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Angleterre,3200,"7956,2711864407",quintaux,,0
924,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Etats de l'Allemagne,2900,"7956,2711864407",quintaux,,0
980,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Suisse,11600,"7956,2711864407",quintaux,,0
1114,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Etats-Unis de l'Amérique,9000,"7956,2711864407",quintaux,,0
1157,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cochenille,Port de Marseille,86600,"7956,2711864407",quintaux,,0
707,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Royaume de Portugal,11300,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
744,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Royaume de Sardaigne,5900,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
840,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Angleterre,226500,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
897,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Royaume des Pays-Bas,249000,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
951,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Etats de l'Allemagne,330200,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
1006,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Suisse,69300,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
1048,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Royaume de Prusse,24500,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
1109,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Colles de toutes sortes,Empire de Russie,71300,,,Impossible de calculer un prix unitaire car comporte des colles de poisson et des colles fortes,0
24,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume d'Espagne,333700,"256,1462890475",quintaux,,0
64,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume de Portugal,6753400,"256,1462890475",quintaux,,0
102,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume de Sardaigne,394000,"256,1462890475",quintaux,,0
147,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Italie,498900,"256,1462890475",quintaux,,0
174,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Naples et Sicile,159300,"256,1462890475",quintaux,,0
212,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Angleterre,5028600,"256,1462890475",quintaux,,0
274,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume des Pays-Bas,1044600,"256,1462890475",quintaux,,0
385,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Suisse,143500,"256,1462890475",quintaux,,0
427,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume de Prusse,2400,"256,1462890475",quintaux,,0
454,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Empire d'Autriche,6600,"256,1462890475",quintaux,,0
486,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume de Danemarck,154300,"256,1462890475",quintaux,,0
499,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Royaume de Suède,77400,"256,1462890475",quintaux,,0
542,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Etats-Unis de l'Amérique,13774500,"256,1462890475",quintaux,,0
571,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Empire Ottoman,2952600,"256,1462890475",quintaux,,0
596,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Port de Marseille,39000,"256,1462890475",quintaux,,0
631,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Saint-Domingue,109700,"256,1462890475",quintaux,,0
645,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Coton en laine,Colonies françaises,1901000,"256,1462890475",quintaux,,0
658,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Royaume d'Espagne,600,"2070,6666666667",quintaux,,0
814,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Angleterre,2500,"2070,6666666667",quintaux,,0
865,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Royaume des Pays-Bas,3300,"2070,6666666667",quintaux,,0
925,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Etats de l'Allemagne,294000,"2070,6666666667",quintaux,,0
981,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Suisse,7900,"2070,6666666667",quintaux,,0
1032,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crayons et pastel,Royaume de Prusse,2300,"2070,6666666667",quintaux,,0
33,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Royaume d'Espagne,18100,"296,6666666667",quintaux,,0
69,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Royaume de Portugal,14500,"296,6666666667",quintaux,,0
116,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Royaume de Sardaigne,1300,"296,6666666667",quintaux,,0
228,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Angleterre,1200,"296,6666666667",quintaux,,0
290,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Royaume des Pays-Bas,600,"296,6666666667",quintaux,,0
348,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Etats de l'Allemagne,5000,"296,6666666667",quintaux,,0
401,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Suisse,3500,"296,6666666667",quintaux,,0
471,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Villes Anséatiques,5800,"296,6666666667",quintaux,,0
519,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Empire de Russie,63200,"296,6666666667",quintaux,,0
612,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Crin,Port de Marseille,2500,"296,6666666667",quintaux,,0
34,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Royaume d'Espagne,1095200,"150,0396825397",quintaux,,0
70,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Royaume de Portugal,1927400,"150,0396825397",quintaux,,0
117,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Royaume de Sardaigne,65700,"150,0396825397",quintaux,,0
157,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Italie,9300,"150,0396825397",quintaux,,0
180,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Naples et Sicile,4000,"150,0396825397",quintaux,,0
229,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Angleterre,607100,"150,0396825397",quintaux,,0
291,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Royaume des Pays-Bas,166800,"150,0396825397",quintaux,,0
349,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Etats de l'Allemagne,12600,"150,0396825397",quintaux,,0
402,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Suisse,16200,"150,0396825397",quintaux,,0
489,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Royaume de Danemarck,25800,"150,0396825397",quintaux,,0
520,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Empire de Russie,8500,"150,0396825397",quintaux,,0
551,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Etats-Unis de l'Amérique,248400,"150,0396825397",quintaux,,0
580,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Empire Ottoman,31000,"150,0396825397",quintaux,,0
613,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Port de Marseille,175000,"150,0396825397",quintaux,,0
633,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Saint-Domingue,16100,"150,0396825397",quintaux,,0
650,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuirs non apprêtés,Colonies françaises,128100,"150,0396825397",quintaux,,0
667,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume d'Espagne,905400,"196,988372093",quintaux,,0
701,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume de Portugal,60300,"196,988372093",quintaux,,0
730,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume de Sardaigne,20800,"196,988372093",quintaux,,0
772,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume d'Italie,1300,"196,988372093",quintaux,,0
797,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Naples et Sicile,2600,"196,988372093",quintaux,,0
806,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Etats Romains,800,"196,988372093",quintaux,,0
825,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Angleterre,1063900,"196,988372093",quintaux,,0
878,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume des Pays-Bas,1141700,"196,988372093",quintaux,,0
934,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Etats de l'Allemagne,290100,"196,988372093",quintaux,,0
990,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Suisse,54800,"196,988372093",quintaux,,0
1036,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume de Prusse,12400,"196,988372093",quintaux,,0
1070,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Villes Anséatiques,223300,"196,988372093",quintaux,,0
1084,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume de Danemarck,20300,"196,988372093",quintaux,,0
1091,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Royaume de Suède,397200,"196,988372093",quintaux,,0
1103,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Empire de Russie,109000,"196,988372093",quintaux,,0
1120,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Etats-Unis de l'Amérique,205900,"196,988372093",quintaux,,0
1145,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Empire Ottoman,100000,"196,988372093",quintaux,,0
1164,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Port de Marseille,362900,"196,988372093",quintaux,,0
1190,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Cuivre,Colonies françaises,109600,"196,988372093",quintaux,,0
696,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Curcuma ou terra merita,Royaume de Portugal,30500,"200,5882352941",quintaux,,0
765,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Curcuma ou terra merita,Royaume d'Italie,2200,"200,5882352941",quintaux,,0
815,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Curcuma ou terra merita,Angleterre,68600,"200,5882352941",quintaux,,0
866,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Curcuma ou terra merita,Royaume des Pays-Bas,600,"200,5882352941",quintaux,,0
982,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Curcuma ou terra merita,Suisse,400,"200,5882352941",quintaux,,0
35,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Royaume d'Espagne,9800,"1113,9473684211",quintaux,,0
71,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Royaume de Portugal,10100,"1113,9473684211",quintaux,,0
158,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Italie,2400,"1113,9473684211",quintaux,,0
230,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Angleterre,115100,"1113,9473684211",quintaux,,0
292,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Royaume des Pays-Bas,2100,"1113,9473684211",quintaux,,0
552,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Etats-Unis de l'Amérique,2300,"1113,9473684211",quintaux,,0
581,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Empire Ottoman,103500,"1113,9473684211",quintaux,,0
651,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dents d'éléphant,Colonies françaises,178000,"1113,9473684211",quintaux,,0
898,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dorure fausse,Royaume des Pays-Bas,1100,"2081,8731117825",quintaux,,0
952,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Dorure fausse,Etats de l'Allemagne,688000,"2081,8731117825",quintaux,,0
1206,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Royaume d'Espagne,6200,,,,0
1217,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Royaume de Portugal,400,,,,0
1234,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Royaume de Sardaigne,10800,,,,0
1251,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Italie,2900,,,,0
1275,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Angleterre,19500,,,,0
1294,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Royaume des Pays-Bas,20400,,,,0
1310,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Etats de l'Allemagne,75000,,,,0
1321,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Suisse,15200,,,,0
1335,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Villes Anséatiques,5500,,,,0
1354,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Etats-Unis de l'Amérique,4000,,,,0
1376,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Drogues réunies,Port de Marseille,50200,,,,0
4,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Royaume d'Espagne,34600,"111,5",hectolitres,,0
83,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Royaume de Sardaigne,500,"111,5",hectolitres,,0
254,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Royaume des Pays-Bas,232600,"111,5",hectolitres,,0
319,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Etats de l'Allemagne,287600,"111,5",hectolitres,,0
370,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Suisse,2000,"111,5",hectolitres,,0
417,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eaux-de-vie et rum,Royaume de Prusse,22500,"111,5",hectolitres,,0
36,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Royaume d'Espagne,25700,"2918,3333333333",quintaux,,0
118,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Royaume de Sardaigne,2400,"2918,3333333333",quintaux,,0
231,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Angleterre,105600,"2918,3333333333",quintaux,,0
293,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Royaume des Pays-Bas,8300,"2918,3333333333",quintaux,,0
350,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Etats de l'Allemagne,300,"2918,3333333333",quintaux,,0
553,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Etats-Unis de l'Amérique,34600,"2918,3333333333",quintaux,,0
634,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Saint-Domingue,2700,"2918,3333333333",quintaux,,0
652,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecaille,Colonies françaises,95500,"2918,3333333333",quintaux,,0
119,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Royaume de Sardaigne,10600,"24,3642857143",quintaux,,0
294,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Royaume des Pays-Bas,218100,"24,3642857143",quintaux,,0
351,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Etats de l'Allemagne,92700,"24,3642857143",quintaux,,0
403,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Suisse,3200,"24,3642857143",quintaux,,0
440,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Royaume de Prusse,6500,"24,3642857143",quintaux,,0
614,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Ecorces de bois pour tan,Port de Marseille,10000,"24,3642857143",quintaux,,0
295,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Engrais,Royaume des Pays-Bas,207800,"4,4212765957",quintaux,,0
680,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eponges,Royaume d'Espagne,3100,,,,0
708,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eponges,Royaume de Portugal,400,"1003,75",quintaux,,0
745,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eponges,Royaume de Sardaigne,153800,"1003,75",quintaux,,0
778,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eponges,Royaume d'Italie,74900,"1003,75",quintaux,,0
841,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Eponges,Angleterre,21800,"1003,75",quintaux,,0
