Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections,,
Fatima zahra,,1787,3,Canelle,Empire d'Autriche ,38 800,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Canelle,Royaume de Portugal,579 700,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Canelle,Angleterre,7 700,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Canelle,"Colonies francaises en Amérique,Asie et afrique",211 300,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Girofle,Hollande,848 100,,983 900,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Girofle,Republique de Genes,23 200,,983 900,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Girofle,Empire ottoman et Barbarie,53 800,,983 900,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Girofle,Royaume de Portugal,58 800,,983 900,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Muscade,Hollande,78 800,,87 300,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Muscade,Empire d'Autriche ,8 500,,87 300,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Eiceries diverses,Royaume d'Espagne,6 300,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Eiceries diverses,Hollande,25 500,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Eiceries diverses,Etats-Unis d'Amérique,1 000,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Eiceries diverses,Royaume de sardaigne,2 100,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Eiceries diverses,Empire d'Autriche ,6 700,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Eiceries diverses,Angleterre,45 200,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Eiceries diverses,"Colonies francaises en Amérique,Asie et afrique",30 800,,117 600,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Chanvre,Royaume d'Espagne,34 900,,5 049 900,104 172 300,194 158 900,,Matières premières,1,le total devrait être ,4839800
Fatima zahra,,1787,2,Chanvre,Hollande,1 400,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Royaume de Prusse,360 500,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Etats d'Allemagne,239 900,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Republique de Suisse,4 100,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Etats-Unis d'Amérique,563 900,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Villes anséatiques,62 600,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Royaume de Danemarck,16 200,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Royaume de Suede,102 100,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Milanes et toscane,652 600,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Chanvre,Republique de Genes,99 600,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Royaume de Naples,265 300,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Royaume de sardaigne,201 200,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Empire d'Autriche ,5 000,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Empire de Russie,1 523 700,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Etats de Rome,513 400,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Angleterre,24 000,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Chanvre,Republique de Venise,169 400,,5 049 900,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Coton,Royaume d'Espagne,96 800,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Coton,Hollande,98 200,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Coton,Republique de Suisse,638 700,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Coton,Republique de Genes,9 300,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Coton,Empire ottoman et Barbarie,12 695 400,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Coton,Royaume de Naples,243 900,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Coton,Empire d'Autriche ,20 100,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Coton,Royaume de Portugal,2 410 400,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Coton,Angleterre,297 000,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Coton,"Colonies francaises en Amérique,Asie et afrique",26 393 300,,42 903 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Hollande,312 700,,3 549 700,104 172 300,194 158 900,,Matières premières,1,le total devrait être ,3560500
Fatima zahra,,1787,2,Fil,Royaume de Prusse,12 000,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Etats d'Allemagne,483 900,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Republique de Suisse,1 100,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Villes anséatiques,47 200,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Milanes et toscane,17 700,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Fil,Republique de Genes,18 200,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Fil,Royaume de Naples,2 200,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Fil,Royaume de sardaigne,26 900,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Fil,Empire d'Autriche ,2 636 500,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Fil,Angleterre,2 100,,3 549 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Royaume d'Espagne,6 097 800,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Hollande,1 252 700,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Royaume de Prusse,63 900,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Etats d'Allemagne,715 100,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Republique de Suisse,122 100,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Villes anséatiques,1 168 300,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Royaume de Danemarck,46 400,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Milanes et toscane,7 600,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Republique de Genes,6 000,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Laine,Empire ottoman et Barbarie,8 772 300,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Royaume de Naples,1 258 500,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Royaume de sardaigne,53 000,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Empire d'Autriche ,403 000,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Royaume de Portugal,365 500,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Etats de Rome,334 500,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Angleterre,231 000,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Laine,Republique de Venise,2 800,,20 900 500,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Royaume d'Espagne,2 100,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Hollande,511 900,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Royaume de Prusse,240 600,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Etats d'Allemagne,1 100,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Villes anséatiques,185 300,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Lin,Milanes et toscane,1 800,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Lin,Empire d'Autriche ,739 000,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Lin,Empire de Russie,200 300,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Lin,Angleterre,8 200,,1 890 300,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,"Poil de chèvre, lièvre et lapin",Hollande,6 000,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,"Poil de chèvre, lièvre et lapin",Empire ottoman et Barbarie,1 126 300,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,"Poil de chèvre, lièvre et lapin",Royaume de Naples,19 600,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,"Poil de chèvre, lièvre et lapin",Empire d'Autriche ,7 800,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,"Poil de chèvre, lièvre et lapin",Angleterre,19 100,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,"Poil de chèvre, lièvre et lapin",Republique de Venise,30 300,,1 209 100,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Royaume d'Espagne,283 500,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Hollande,17 000,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Republique de Suisse,831 100,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Villes anséatiques,51 100,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Royaume de Suede,887 600,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Milanes et toscane,403 800,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Republique de Genes,662 500,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Soie et filoselle,Empire ottoman et Barbarie,1 681 000,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Royaume de Naples,4 398 200,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Royaume de sardaigne,18 144 300,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Empire d'Autriche ,86 400,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Royaume de Portugal,281 700,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Etats de Rome,7 900,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,Angleterre,659 800,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,3,Soie et filoselle,"Colonies francaises en Amérique,Asie et afrique",273 800,,28 669 700,104 172 300,194 158 900,,Matières premières,1,,
Fatima zahra,,1787,2,Bois divers,Royaume d'Espagne,67 900,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Hollande,236 000,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Royaume de Prusse,791 200,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Etats d'Allemagne,67 100,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Republique de Suisse,30 500,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Etats-Unis d'Amérique,448 900,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Villes anséatiques,1 064 700,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Royaume de Danemarck,1 966 500,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Royaume de Suede,851 300,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Milanes et toscane,17 600,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois divers,Republique de Genes,169 700,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Royaume de Naples,89 800,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Royaume de sardaigne,46 900,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Empire d'Autriche ,208 900,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Empire de Suisse,759 000,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Etats de Rome,145 100,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Angleterre,30 000,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois divers,Republique de Venise,3 900,,6 995 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois des iles,Royaume d'Espagne,1 556 800,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois des iles,Hollande,286 400,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois des iles,Etats-Unis d'Amérique,11 100,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois des iles,Villes anséatiques,3 600,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Bois des iles,Republique de Genes,15 500,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,Royaume de sardaigne,12 800,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,Empire d'Autriche ,56 400,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,Royaume de Portugal,393 400,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,Etats de Rome,2 000,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,Angleterre,208 600,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Bois des iles,"Colonies francaises en Amérique,Asie et afrique",865 600,,3 412 200,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Hollande,446 800,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Royaume de Prusse,12 000,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Etats d'Allemagne,11 400,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Villes anséatiques,72 200,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Milanes et toscane,22 900,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Republique de Genes,19 600,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cendres diverses,Empire ottoman et Barbarie,78 500,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cendres diverses,Royaume de Naples,513 800,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cendres diverses,Royaume de sardaigne,18 500,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cendres diverses,Empire d'Autriche ,179 300,,1 375 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Hollande,93 800,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Royaume de Prusse,1 075 200,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Etats d'Allemagne,201 900,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Etats-Unis d'Amérique,39 200,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Villes anséatiques,71 700,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Royaume de Danemarck,22 400,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Royaume de Suede,7 000,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Milanes et toscane,11 000,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,"Petasse, vedasses et gravelées",Republique de Genes,5 900,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Petasse, vedasses et gravelées",Empire d'Autriche ,186 500,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Petasse, vedasses et gravelées",Empire de Suisse,6 300,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,"Petasse, vedasses et gravelées",Angleterre,7 400,,1 728 300,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soude,Royaume d'Espagne,2 168 200,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soude,Etats d'Allemagne,2 900,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soude,Villes anséatiques,1 000,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soude,Milanes et toscane,22 900,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Soude,Empire ottoman et Barbarie,16 600,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Soude,Royaume de Naples,469 900,,2 681 500,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Charbons,Royaume d'Espagne,1 900,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Charbons,Hollande,19 000,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Charbons,Etats d'Allemagne,1 900,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Charbons,Milanes et toscane,59 300,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Charbons,Republique de Genes,1 800,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Charbons,Royaume de Naples,28 200,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Charbons,Empire d'Autriche ,1 121 600,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Charbons,Empire de Suisse,3 700,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Charbons,Angleterre,4 436 400,,5 673 800,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cires blanche et jaune,Hollande,162 200,,2 267 000,66 276 000,194 158 900,,Matières premières,2,le total devrait être ,2267020
Fatima zahra,,1787,2,Cires blanche et jaune,Royaume de Prusse,6 300,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cires blanche et jaune,Etats d'Allemagne,1 220,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cires blanche et jaune,Etats-Unis d'Amérique,15 800,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cires blanche et jaune,Villes anséatiques,1 139 500,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cires blanche et jaune,Empire ottoman et Barbarie,760 100,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cires blanche et jaune,Royaume de sardaigne,49 800,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cires blanche et jaune,Empire de Suisse,121 000,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cires blanche et jaune,Angleterre,11 100,,2 267 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Royaume d'Espagne,1 528 200,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Hollande,10 800,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Etats d'Allemagne,109 800,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Royaume de Suisse,6 400,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Villes anséatiques,50 800,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Milanes et toscane,2 500,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Republique de Genes,7 400,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Cuirs en poil,Empire ottoman et Barbarie,419 200,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cuirs en poil,Royaume de sardaigne,16 100,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cuirs en poil,Empire d'Autriche ,76 700,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cuirs en poil,Royaume de Portugal,540 300,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cuirs en poil,Angleterre,20 700,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Cuirs en poil,"Colonies francaises en Amérique,Asie et afrique",330 100,,3 119 000,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Hollande,7 000,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Etats-Unis d'Amérique,3 100,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Villes anséatiques,136 800,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Milanes et toscane,170 200,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Republique de Genes,3 821 800,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile d'olive pour fabriques,Empire ottoman et Barbarie,2 952 500,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile d'olive pour fabriques,Royaume de Naples,3 063 800,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile d'olive pour fabriques,Royaume de sardaigne,2 503 000,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile d'olive pour fabriques,Empire d'Autriche ,15 900,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile d'olive pour fabriques,Royaume de Portugal,200 000,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile d'olive pour fabriques,Angleterre,11 000,,12 885 100,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Royaume d'Espagne,9 000,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Hollande,90 400,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Etats-Unis d'Amérique,651 200,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Villes anséatiques,23 100,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Royaume de Danemarck,37 500,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,2,Huile de poisson,Royaume de Suede,51 000,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile de poisson,Royaume de sardaigne,17 000,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile de poisson,Empire d'Autriche ,207 500,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
Fatima zahra,,1787,3,Huile de poisson,Empire de Suisse,17 000,,2 192 900,66 276 000,194 158 900,,Matières premières,2,,
