,Data entry by,Source,Year,Sheet,Marchandises concaténées,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,,
184,Fatima zahra,AN/F12/434,1787,3,2///Subsistances///Liqueurs et sirops,Republique de Venise,3 500,,267 700,151 238 900,204 651 300,,,
185,Fatima zahra,AN/F12/435,1787,3,2///Subsistances///Liqueurs et sirops,"Colonies francaises en Amérique,Asie et afrique",127 100,,267 700,151 238 900,204 651 300,,,
186,Fatima zahra,AN/F12/436,1787,2,2///Subsistances///Articles réunis,Royaume d'Espagne,16 100,,107 000,151 238 900,204 651 300,,,
187,Fatima zahra,AN/F12/437,1787,2,2///Subsistances///Articles réunis,Hollande,2 800,,107 000,151 238 900,204 651 300,,,
188,Fatima zahra,AN/F12/438,1787,2,2///Subsistances///Articles réunis,Milanes et toscane,17 800,,107 000,151 238 900,204 651 300,,,
189,Fatima zahra,AN/F12/439,1787,2,2///Subsistances///Articles réunis,Republique de genes,1 900,,107 000,151 238 900,204 651 300,,,
190,Fatima zahra,AN/F12/440,1787,3,2///Subsistances///Articles réunis,Royaume de sardaigne,2 700,,107 000,151 238 900,204 651 300,,,
191,Fatima zahra,AN/F12/441,1787,3,2///Subsistances///Articles réunis,Empire d'Autriche ,5 600,,107 000,151 238 900,204 651 300,,,
192,Fatima zahra,AN/F12/442,1787,3,2///Subsistances///Articles réunis,"Colonies francaises en Amérique,Asie et afrique",60 100,,107 000,151 238 900,204 651 300,,,
193,Fatima zahra,AN/F12/443,1787,2,3///Subsistances///Poivre,Royaume d'Espagne,51 100,,4 975 800,7 172 100,204 651 300,,,
194,Fatima zahra,AN/F12/444,1787,2,3///Subsistances///Poivre,Hollande,1 038 800,,4 975 800,7 172 100,204 651 300,,,
195,Fatima zahra,AN/F12/445,1787,2,3///Subsistances///Poivre,Etats-Unis d'Amérique,4 800,,4 975 800,7 172 100,204 651 300,,,
196,Fatima zahra,AN/F12/446,1787,2,3///Subsistances///Poivre,Villes anséatiques,5 600,,4 975 800,7 172 100,204 651 300,,,
197,Fatima zahra,AN/F12/447,1787,2,3///Subsistances///Poivre,Milanes et toscane,6 100,,4 975 800,7 172 100,204 651 300,,,
198,Fatima zahra,AN/F12/448,1787,2,3///Subsistances///Poivre,Republique de genes,29 000,,4 975 800,7 172 100,204 651 300,,,
199,Fatima zahra,AN/F12/449,1787,3,3///Subsistances///Poivre,    Royaume de sardaigne,1 400,,4 975 800,7 172 100,204 651 300,,,
200,Fatima zahra,AN/F12/450,1787,3,3///Subsistances///Poivre,Empire d'Autriche ,103 800,,4 975 800,7 172 100,204 651 300,,,
201,Fatima zahra,AN/F12/451,1787,3,3///Subsistances///Poivre,Royaume de Portugal,363 200,,4 975 800,7 172 100,204 651 300,,,
202,Fatima zahra,AN/F12/452,1787,3,3///Subsistances///Poivre,Angleterre,842 400,,4 975 800,7 172 100,204 651 300,,,
203,Fatima zahra,AN/F12/453,1787,3,3///Subsistances///Poivre,"Colonies francaises en Amérique,Asie et afrique",2 529 600,,4 975 800,7 172 100,204 651 300,,,
204,Fatima zahra,AN/F12/454,1787,2,3///Subsistances///Canelle,Royaume d'Espagne,36 000,,1 007 500,7 172 100,204 651 300,,,
205,Fatima zahra,AN/F12/455,1787,2,3///Subsistances///Canelle,Hollande,94 300,,1 007 500,7 172 100,204 651 300,,,
206,Fatima zahra,AN/F12/456,1787,2,3///Subsistances///Canelle,Etats-Unis d'Amérique,7 700,,1 007 500,7 172 100,204 651 300,,,
207,Fatima zahra,AN/F12/457,1787,2,3///Subsistances///Canelle,Republique de Genes,23 800,,1 007 500,7 172 100,204 651 300,,,
208,Fatima zahra,AN/F12/458,1787,3,3///Subsistances///Canelle,Royaume de sardaigne,8 200,,1 007 500,7 172 100,204 651 300,,,
209,Fatima zahra,AN/F12/459,1787,3,3///Subsistances///Canelle,Empire d'Autriche ,38 800,,1 007 500,7 172 100,204 651 300,,,
210,Fatima zahra,AN/F12/460,1787,3,3///Subsistances///Canelle,Royaume de Portugal,579 700,,1 007 500,7 172 100,204 651 300,,,
211,Fatima zahra,AN/F12/461,1787,3,3///Subsistances///Canelle,Angleterre,7 700,,1 007 500,7 172 100,204 651 300,,,
212,Fatima zahra,AN/F12/462,1787,3,3///Subsistances///Canelle,"Colonies francaises en Amérique,Asie et afrique",211 300,,1 007 500,7 172 100,204 651 300,,,
213,Fatima zahra,AN/F12/463,1787,2,3///Subsistances///Girofle,Hollande,848 100,,983 900,7 172 100,204 651 300,,,
214,Fatima zahra,AN/F12/464,1787,2,3///Subsistances///Girofle,Republique de Genes,23 200,,983 900,7 172 100,204 651 300,,,
215,Fatima zahra,AN/F12/465,1787,2,3///Subsistances///Girofle,Empire ottoman et Barbarie,53 800,,983 900,7 172 100,204 651 300,,,
216,Fatima zahra,AN/F12/466,1787,3,3///Subsistances///Girofle,Royaume de Portugal,58 800,,983 900,7 172 100,204 651 300,,,
217,Fatima zahra,AN/F12/467,1787,2,3///Subsistances///Muscade,Hollande,78 800,,87 300,7 172 100,204 651 300,,,
218,Fatima zahra,AN/F12/468,1787,3,3///Subsistances///Muscade,Empire d'Autriche ,8 500,,87 300,7 172 100,204 651 300,,,
219,Fatima zahra,AN/F12/469,1787,2,3///Subsistances///Eiceries diverses,Royaume d'Espagne,6 300,,117 600,7 172 100,204 651 300,,,
220,Fatima zahra,AN/F12/470,1787,2,3///Subsistances///Eiceries diverses,Hollande,25 500,,117 600,7 172 100,204 651 300,,,
221,Fatima zahra,AN/F12/471,1787,2,3///Subsistances///Eiceries diverses,Etats-Unis d'Amérique,1 000,,117 600,7 172 100,204 651 300,,,
222,Fatima zahra,AN/F12/472,1787,3,3///Subsistances///Eiceries diverses,Royaume de sardaigne,2 100,,117 600,7 172 100,204 651 300,,,
223,Fatima zahra,AN/F12/473,1787,3,3///Subsistances///Eiceries diverses,Empire d'Autriche ,6 700,,117 600,7 172 100,204 651 300,,,
224,Fatima zahra,AN/F12/474,1787,3,3///Subsistances///Eiceries diverses,Angleterre,45 200,,117 600,7 172 100,204 651 300,,,
225,Fatima zahra,AN/F12/475,1787,3,3///Subsistances///Eiceries diverses,"Colonies francaises en Amérique,Asie et afrique",30 800,,117 600,7 172 100,204 651 300,,,
226,Fatima zahra,AN/F12/476,1787,2,1///Matières premières///Chanvre,Royaume d'Espagne,34 900,,5 049 900,104 172 300,194 158 900,,le total devrait être ,4839800
227,Fatima zahra,AN/F12/477,1787,2,1///Matières premières///Chanvre,Hollande,1 400,,5 049 900,104 172 300,194 158 900,,,
228,Fatima zahra,AN/F12/478,1787,2,1///Matières premières///Chanvre,Royaume de Prusse,360 500,,5 049 900,104 172 300,194 158 900,,,
229,Fatima zahra,AN/F12/479,1787,2,1///Matières premières///Chanvre,Etats d'Allemagne,239 900,,5 049 900,104 172 300,194 158 900,,,
230,Fatima zahra,AN/F12/480,1787,2,1///Matières premières///Chanvre,Republique de Suisse,4 100,,5 049 900,104 172 300,194 158 900,,,
231,Fatima zahra,AN/F12/481,1787,2,1///Matières premières///Chanvre,Etats-Unis d'Amérique,563 900,,5 049 900,104 172 300,194 158 900,,,
232,Fatima zahra,AN/F12/482,1787,2,1///Matières premières///Chanvre,Villes anséatiques,62 600,,5 049 900,104 172 300,194 158 900,,,
233,Fatima zahra,AN/F12/483,1787,2,1///Matières premières///Chanvre,Royaume de Danemarck,16 200,,5 049 900,104 172 300,194 158 900,,,
234,Fatima zahra,AN/F12/484,1787,2,1///Matières premières///Chanvre,Royaume de Suede,102 100,,5 049 900,104 172 300,194 158 900,,,
235,Fatima zahra,AN/F12/485,1787,2,1///Matières premières///Chanvre,Milanes et toscane,652 600,,5 049 900,104 172 300,194 158 900,,,
236,Fatima zahra,AN/F12/486,1787,2,1///Matières premières///Chanvre,Republique de Genes,99 600,,5 049 900,104 172 300,194 158 900,,,
237,Fatima zahra,AN/F12/487,1787,3,1///Matières premières///Chanvre,Royaume de Naples,265 300,,5 049 900,104 172 300,194 158 900,,,
238,Fatima zahra,AN/F12/488,1787,3,1///Matières premières///Chanvre,Royaume de sardaigne,201 200,,5 049 900,104 172 300,194 158 900,,,
239,Fatima zahra,AN/F12/489,1787,3,1///Matières premières///Chanvre,Empire d'Autriche ,5 000,,5 049 900,104 172 300,194 158 900,,,
240,Fatima zahra,AN/F12/490,1787,3,1///Matières premières///Chanvre,Empire de Russie,1 523 700,,5 049 900,104 172 300,194 158 900,,,
241,Fatima zahra,AN/F12/491,1787,3,1///Matières premières///Chanvre,Etats de Rome,513 400,,5 049 900,104 172 300,194 158 900,,,
242,Fatima zahra,AN/F12/492,1787,3,1///Matières premières///Chanvre,Angleterre,24 000,,5 049 900,104 172 300,194 158 900,,,
243,Fatima zahra,AN/F12/493,1787,3,1///Matières premières///Chanvre,Republique de Venise,169 400,,5 049 900,104 172 300,194 158 900,,,
244,Fatima zahra,AN/F12/494,1787,2,1///Matières premières///Coton,Royaume d'Espagne,96 800,,42 903 100,104 172 300,194 158 900,,,
245,Fatima zahra,AN/F12/495,1787,2,1///Matières premières///Coton,Hollande,98 200,,42 903 100,104 172 300,194 158 900,,,
246,Fatima zahra,AN/F12/496,1787,2,1///Matières premières///Coton,Republique de Suisse,638 700,,42 903 100,104 172 300,194 158 900,,,
247,Fatima zahra,AN/F12/497,1787,2,1///Matières premières///Coton,Republique de Genes,9 300,,42 903 100,104 172 300,194 158 900,,,
248,Fatima zahra,AN/F12/498,1787,2,1///Matières premières///Coton,Empire ottoman et Barbarie,12 695 400,,42 903 100,104 172 300,194 158 900,,,
249,Fatima zahra,AN/F12/499,1787,3,1///Matières premières///Coton,Royaume de Naples,243 900,,42 903 100,104 172 300,194 158 900,,,
250,Fatima zahra,AN/F12/500,1787,3,1///Matières premières///Coton,Empire d'Autriche ,20 100,,42 903 100,104 172 300,194 158 900,,,
251,Fatima zahra,AN/F12/501,1787,3,1///Matières premières///Coton,Royaume de Portugal,2 410 400,,42 903 100,104 172 300,194 158 900,,,
252,Fatima zahra,AN/F12/502,1787,3,1///Matières premières///Coton,Angleterre,297 000,,42 903 100,104 172 300,194 158 900,,,
253,Fatima zahra,AN/F12/503,1787,3,1///Matières premières///Coton,"Colonies francaises en Amérique,Asie et afrique",26 393 300,,42 903 100,104 172 300,194 158 900,,,
254,Fatima zahra,AN/F12/504,1787,2,1///Matières premières///Fil,Hollande,312 700,,3 549 700,104 172 300,194 158 900,,le total devrait être ,3560500
255,Fatima zahra,AN/F12/505,1787,2,1///Matières premières///Fil,Royaume de Prusse,12 000,,3 549 700,104 172 300,194 158 900,,,
256,Fatima zahra,AN/F12/506,1787,2,1///Matières premières///Fil,Etats d'Allemagne,483 900,,3 549 700,104 172 300,194 158 900,,,
257,Fatima zahra,AN/F12/507,1787,2,1///Matières premières///Fil,Republique de Suisse,1 100,,3 549 700,104 172 300,194 158 900,,,
258,Fatima zahra,AN/F12/508,1787,2,1///Matières premières///Fil,Villes anséatiques,47 200,,3 549 700,104 172 300,194 158 900,,,
259,Fatima zahra,AN/F12/509,1787,2,1///Matières premières///Fil,Milanes et toscane,17 700,,3 549 700,104 172 300,194 158 900,,,
260,Fatima zahra,AN/F12/510,1787,2,1///Matières premières///Fil,Republique de Genes,18 200,,3 549 700,104 172 300,194 158 900,,,
261,Fatima zahra,AN/F12/511,1787,3,1///Matières premières///Fil,Royaume de Naples,2 200,,3 549 700,104 172 300,194 158 900,,,
262,Fatima zahra,AN/F12/512,1787,3,1///Matières premières///Fil,Royaume de sardaigne,26 900,,3 549 700,104 172 300,194 158 900,,,
263,Fatima zahra,AN/F12/513,1787,3,1///Matières premières///Fil,Empire d'Autriche ,2 636 500,,3 549 700,104 172 300,194 158 900,,,
264,Fatima zahra,AN/F12/514,1787,3,1///Matières premières///Fil,Angleterre,2 100,,3 549 700,104 172 300,194 158 900,,,
265,Fatima zahra,AN/F12/515,1787,2,1///Matières premières///Laine,Royaume d'Espagne,6 097 800,,20 900 500,104 172 300,194 158 900,,,
266,Fatima zahra,AN/F12/516,1787,2,1///Matières premières///Laine,Hollande,1 252 700,,20 900 500,104 172 300,194 158 900,,,
267,Fatima zahra,AN/F12/517,1787,2,1///Matières premières///Laine,Royaume de Prusse,63 900,,20 900 500,104 172 300,194 158 900,,,
268,Fatima zahra,AN/F12/518,1787,2,1///Matières premières///Laine,Etats d'Allemagne,715 100,,20 900 500,104 172 300,194 158 900,,,
269,Fatima zahra,AN/F12/519,1787,2,1///Matières premières///Laine,Republique de Suisse,122 100,,20 900 500,104 172 300,194 158 900,,,
270,Fatima zahra,AN/F12/520,1787,2,1///Matières premières///Laine,Villes anséatiques,1 168 300,,20 900 500,104 172 300,194 158 900,,,
271,Fatima zahra,AN/F12/521,1787,2,1///Matières premières///Laine,Royaume de Danemarck,46 400,,20 900 500,104 172 300,194 158 900,,,
272,Fatima zahra,AN/F12/522,1787,2,1///Matières premières///Laine,Milanes et toscane,7 600,,20 900 500,104 172 300,194 158 900,,,
273,Fatima zahra,AN/F12/523,1787,2,1///Matières premières///Laine,Republique de Genes,6 000,,20 900 500,104 172 300,194 158 900,,,
274,Fatima zahra,AN/F12/524,1787,2,1///Matières premières///Laine,Empire ottoman et Barbarie,8 772 300,,20 900 500,104 172 300,194 158 900,,,
275,Fatima zahra,AN/F12/525,1787,3,1///Matières premières///Laine,Royaume de Naples,1 258 500,,20 900 500,104 172 300,194 158 900,,,
276,Fatima zahra,AN/F12/526,1787,3,1///Matières premières///Laine,Royaume de sardaigne,53 000,,20 900 500,104 172 300,194 158 900,,,
277,Fatima zahra,AN/F12/527,1787,3,1///Matières premières///Laine,Empire d'Autriche ,403 000,,20 900 500,104 172 300,194 158 900,,,
278,Fatima zahra,AN/F12/528,1787,3,1///Matières premières///Laine,Royaume de Portugal,365 500,,20 900 500,104 172 300,194 158 900,,,
279,Fatima zahra,AN/F12/529,1787,3,1///Matières premières///Laine,Etats de Rome,334 500,,20 900 500,104 172 300,194 158 900,,,
280,Fatima zahra,AN/F12/530,1787,3,1///Matières premières///Laine,Angleterre,231 000,,20 900 500,104 172 300,194 158 900,,,
281,Fatima zahra,AN/F12/531,1787,3,1///Matières premières///Laine,Republique de Venise,2 800,,20 900 500,104 172 300,194 158 900,,,
282,Fatima zahra,AN/F12/532,1787,2,1///Matières premières///Lin,Royaume d'Espagne,2 100,,1 890 300,104 172 300,194 158 900,,,
283,Fatima zahra,AN/F12/533,1787,2,1///Matières premières///Lin,Hollande,511 900,,1 890 300,104 172 300,194 158 900,,,
284,Fatima zahra,AN/F12/534,1787,2,1///Matières premières///Lin,Royaume de Prusse,240 600,,1 890 300,104 172 300,194 158 900,,,
285,Fatima zahra,AN/F12/535,1787,2,1///Matières premières///Lin,Etats d'Allemagne,1 100,,1 890 300,104 172 300,194 158 900,,,
286,Fatima zahra,AN/F12/536,1787,2,1///Matières premières///Lin,Villes anséatiques,185 300,,1 890 300,104 172 300,194 158 900,,,
287,Fatima zahra,AN/F12/537,1787,2,1///Matières premières///Lin,Milanes et toscane,1 800,,1 890 300,104 172 300,194 158 900,,,
288,Fatima zahra,AN/F12/538,1787,3,1///Matières premières///Lin,Empire d'Autriche ,739 000,,1 890 300,104 172 300,194 158 900,,,
289,Fatima zahra,AN/F12/539,1787,3,1///Matières premières///Lin,Empire de Russie,200 300,,1 890 300,104 172 300,194 158 900,,,
290,Fatima zahra,AN/F12/540,1787,3,1///Matières premières///Lin,Angleterre,8 200,,1 890 300,104 172 300,194 158 900,,,
291,Fatima zahra,AN/F12/541,1787,2,"1///Matières premières///Poil de chèvre, lièvre et lapin",Hollande,6 000,,1 209 100,104 172 300,194 158 900,,,
292,Fatima zahra,AN/F12/542,1787,2,"1///Matières premières///Poil de chèvre, lièvre et lapin",Empire ottoman et Barbarie,1 126 300,,1 209 100,104 172 300,194 158 900,,,
293,Fatima zahra,AN/F12/543,1787,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Royaume de Naples,19 600,,1 209 100,104 172 300,194 158 900,,,
294,Fatima zahra,AN/F12/544,1787,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Empire d'Autriche ,7 800,,1 209 100,104 172 300,194 158 900,,,
295,Fatima zahra,AN/F12/545,1787,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Angleterre,19 100,,1 209 100,104 172 300,194 158 900,,,
296,Fatima zahra,AN/F12/546,1787,3,"1///Matières premières///Poil de chèvre, lièvre et lapin",Republique de Venise,30 300,,1 209 100,104 172 300,194 158 900,,,
297,Fatima zahra,AN/F12/547,1787,2,1///Matières premières///Soie et filoselle,Royaume d'Espagne,283 500,,28 669 700,104 172 300,194 158 900,,,
298,Fatima zahra,AN/F12/548,1787,2,1///Matières premières///Soie et filoselle,Hollande,17 000,,28 669 700,104 172 300,194 158 900,,,
299,Fatima zahra,AN/F12/549,1787,2,1///Matières premières///Soie et filoselle,Republique de Suisse,831 100,,28 669 700,104 172 300,194 158 900,,,
300,Fatima zahra,AN/F12/550,1787,2,1///Matières premières///Soie et filoselle,Villes anséatiques,51 100,,28 669 700,104 172 300,194 158 900,,,
301,Fatima zahra,AN/F12/551,1787,2,1///Matières premières///Soie et filoselle,Royaume de Suede,887 600,,28 669 700,104 172 300,194 158 900,,,
302,Fatima zahra,AN/F12/552,1787,2,1///Matières premières///Soie et filoselle,Milanes et toscane,403 800,,28 669 700,104 172 300,194 158 900,,,
303,Fatima zahra,AN/F12/553,1787,2,1///Matières premières///Soie et filoselle,Republique de Genes,662 500,,28 669 700,104 172 300,194 158 900,,,
304,Fatima zahra,AN/F12/554,1787,2,1///Matières premières///Soie et filoselle,Empire ottoman et Barbarie,1 681 000,,28 669 700,104 172 300,194 158 900,,,
305,Fatima zahra,AN/F12/555,1787,3,1///Matières premières///Soie et filoselle,Royaume de Naples,4 398 200,,28 669 700,104 172 300,194 158 900,,,
306,Fatima zahra,AN/F12/556,1787,3,1///Matières premières///Soie et filoselle,Royaume de sardaigne,18 144 300,,28 669 700,104 172 300,194 158 900,,,
307,Fatima zahra,AN/F12/557,1787,3,1///Matières premières///Soie et filoselle,Empire d'Autriche ,86 400,,28 669 700,104 172 300,194 158 900,,,
308,Fatima zahra,AN/F12/558,1787,3,1///Matières premières///Soie et filoselle,Royaume de Portugal,281 700,,28 669 700,104 172 300,194 158 900,,,
309,Fatima zahra,AN/F12/559,1787,3,1///Matières premières///Soie et filoselle,Etats de Rome,7 900,,28 669 700,104 172 300,194 158 900,,,
310,Fatima zahra,AN/F12/560,1787,3,1///Matières premières///Soie et filoselle,Angleterre,659 800,,28 669 700,104 172 300,194 158 900,,,
311,Fatima zahra,AN/F12/561,1787,3,1///Matières premières///Soie et filoselle,"Colonies francaises en Amérique,Asie et afrique",273 800,,28 669 700,104 172 300,194 158 900,,,
312,Fatima zahra,AN/F12/562,1787,2,2///Matières premières///Bois divers,Royaume d'Espagne,67 900,,6 995 000,66 276 000,194 158 900,,,
313,Fatima zahra,AN/F12/563,1787,2,2///Matières premières///Bois divers,Hollande,236 000,,6 995 000,66 276 000,194 158 900,,,
314,Fatima zahra,AN/F12/564,1787,2,2///Matières premières///Bois divers,Royaume de Prusse,791 200,,6 995 000,66 276 000,194 158 900,,,
315,Fatima zahra,AN/F12/565,1787,2,2///Matières premières///Bois divers,Etats d'Allemagne,67 100,,6 995 000,66 276 000,194 158 900,,,
316,Fatima zahra,AN/F12/566,1787,2,2///Matières premières///Bois divers,Republique de Suisse,30 500,,6 995 000,66 276 000,194 158 900,,,
317,Fatima zahra,AN/F12/567,1787,2,2///Matières premières///Bois divers,Etats-Unis d'Amérique,448 900,,6 995 000,66 276 000,194 158 900,,,
318,Fatima zahra,AN/F12/568,1787,2,2///Matières premières///Bois divers,Villes anséatiques,1 064 700,,6 995 000,66 276 000,194 158 900,,,
319,Fatima zahra,AN/F12/569,1787,2,2///Matières premières///Bois divers,Royaume de Danemarck,1 966 500,,6 995 000,66 276 000,194 158 900,,,
320,Fatima zahra,AN/F12/570,1787,2,2///Matières premières///Bois divers,Royaume de Suede,851 300,,6 995 000,66 276 000,194 158 900,,,
321,Fatima zahra,AN/F12/571,1787,2,2///Matières premières///Bois divers,Milanes et toscane,17 600,,6 995 000,66 276 000,194 158 900,,,
322,Fatima zahra,AN/F12/572,1787,2,2///Matières premières///Bois divers,Republique de Genes,169 700,,6 995 000,66 276 000,194 158 900,,,
323,Fatima zahra,AN/F12/573,1787,3,2///Matières premières///Bois divers,Royaume de Naples,89 800,,6 995 000,66 276 000,194 158 900,,,
324,Fatima zahra,AN/F12/574,1787,3,2///Matières premières///Bois divers,Royaume de sardaigne,46 900,,6 995 000,66 276 000,194 158 900,,,
325,Fatima zahra,AN/F12/575,1787,3,2///Matières premières///Bois divers,Empire d'Autriche ,208 900,,6 995 000,66 276 000,194 158 900,,,
326,Fatima zahra,AN/F12/576,1787,3,2///Matières premières///Bois divers,Empire de Suisse,759 000,,6 995 000,66 276 000,194 158 900,,,
327,Fatima zahra,AN/F12/577,1787,3,2///Matières premières///Bois divers,Etats de Rome,145 100,,6 995 000,66 276 000,194 158 900,,,
328,Fatima zahra,AN/F12/578,1787,3,2///Matières premières///Bois divers,Angleterre,30 000,,6 995 000,66 276 000,194 158 900,,,
329,Fatima zahra,AN/F12/579,1787,3,2///Matières premières///Bois divers,Republique de Venise,3 900,,6 995 000,66 276 000,194 158 900,,,
330,Fatima zahra,AN/F12/580,1787,2,2///Matières premières///Bois des iles,Royaume d'Espagne,1 556 800,,3 412 200,66 276 000,194 158 900,,,
331,Fatima zahra,AN/F12/581,1787,2,2///Matières premières///Bois des iles,Hollande,286 400,,3 412 200,66 276 000,194 158 900,,,
332,Fatima zahra,AN/F12/582,1787,2,2///Matières premières///Bois des iles,Etats-Unis d'Amérique,11 100,,3 412 200,66 276 000,194 158 900,,,
333,Fatima zahra,AN/F12/583,1787,2,2///Matières premières///Bois des iles,Villes anséatiques,3 600,,3 412 200,66 276 000,194 158 900,,,
334,Fatima zahra,AN/F12/584,1787,2,2///Matières premières///Bois des iles,Republique de Genes,15 500,,3 412 200,66 276 000,194 158 900,,,
335,Fatima zahra,AN/F12/585,1787,3,2///Matières premières///Bois des iles,Royaume de sardaigne,12 800,,3 412 200,66 276 000,194 158 900,,,
336,Fatima zahra,AN/F12/586,1787,3,2///Matières premières///Bois des iles,Empire d'Autriche ,56 400,,3 412 200,66 276 000,194 158 900,,,
337,Fatima zahra,AN/F12/587,1787,3,2///Matières premières///Bois des iles,Royaume de Portugal,393 400,,3 412 200,66 276 000,194 158 900,,,
338,Fatima zahra,AN/F12/588,1787,3,2///Matières premières///Bois des iles,Etats de Rome,2 000,,3 412 200,66 276 000,194 158 900,,,
339,Fatima zahra,AN/F12/589,1787,3,2///Matières premières///Bois des iles,Angleterre,208 600,,3 412 200,66 276 000,194 158 900,,,
340,Fatima zahra,AN/F12/590,1787,3,2///Matières premières///Bois des iles,"Colonies francaises en Amérique,Asie et afrique",865 600,,3 412 200,66 276 000,194 158 900,,,
341,Fatima zahra,AN/F12/591,1787,2,2///Matières premières///Cendres diverses,Hollande,446 800,,1 375 000,66 276 000,194 158 900,,,
342,Fatima zahra,AN/F12/592,1787,2,2///Matières premières///Cendres diverses,Royaume de Prusse,12 000,,1 375 000,66 276 000,194 158 900,,,
343,Fatima zahra,AN/F12/593,1787,2,2///Matières premières///Cendres diverses,Etats d'Allemagne,11 400,,1 375 000,66 276 000,194 158 900,,,
344,Fatima zahra,AN/F12/594,1787,2,2///Matières premières///Cendres diverses,Villes anséatiques,72 200,,1 375 000,66 276 000,194 158 900,,,
345,Fatima zahra,AN/F12/595,1787,2,2///Matières premières///Cendres diverses,Milanes et toscane,22 900,,1 375 000,66 276 000,194 158 900,,,
346,Fatima zahra,AN/F12/596,1787,2,2///Matières premières///Cendres diverses,Republique de Genes,19 600,,1 375 000,66 276 000,194 158 900,,,
347,Fatima zahra,AN/F12/597,1787,2,2///Matières premières///Cendres diverses,Empire ottoman et Barbarie,78 500,,1 375 000,66 276 000,194 158 900,,,
348,Fatima zahra,AN/F12/598,1787,3,2///Matières premières///Cendres diverses,Royaume de Naples,513 800,,1 375 000,66 276 000,194 158 900,,,
349,Fatima zahra,AN/F12/599,1787,3,2///Matières premières///Cendres diverses,Royaume de sardaigne,18 500,,1 375 000,66 276 000,194 158 900,,,
350,Fatima zahra,AN/F12/600,1787,3,2///Matières premières///Cendres diverses,Empire d'Autriche ,179 300,,1 375 000,66 276 000,194 158 900,,,
351,Fatima zahra,AN/F12/601,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Hollande,93 800,,1 728 300,66 276 000,194 158 900,,,
352,Fatima zahra,AN/F12/602,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Royaume de Prusse,1 075 200,,1 728 300,66 276 000,194 158 900,,,
353,Fatima zahra,AN/F12/603,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Etats d'Allemagne,201 900,,1 728 300,66 276 000,194 158 900,,,
354,Fatima zahra,AN/F12/604,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Etats-Unis d'Amérique,39 200,,1 728 300,66 276 000,194 158 900,,,
355,Fatima zahra,AN/F12/605,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Villes anséatiques,71 700,,1 728 300,66 276 000,194 158 900,,,
356,Fatima zahra,AN/F12/606,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Royaume de Danemarck,22 400,,1 728 300,66 276 000,194 158 900,,,
357,Fatima zahra,AN/F12/607,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Royaume de Suede,7 000,,1 728 300,66 276 000,194 158 900,,,
358,Fatima zahra,AN/F12/608,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Milanes et toscane,11 000,,1 728 300,66 276 000,194 158 900,,,
359,Fatima zahra,AN/F12/609,1787,2,"2///Matières premières///Petasse, vedasses et gravelées",Republique de Genes,5 900,,1 728 300,66 276 000,194 158 900,,,
360,Fatima zahra,AN/F12/610,1787,3,"2///Matières premières///Petasse, vedasses et gravelées",Empire d'Autriche ,186 500,,1 728 300,66 276 000,194 158 900,,,
361,Fatima zahra,AN/F12/611,1787,3,"2///Matières premières///Petasse, vedasses et gravelées",Empire de Suisse,6 300,,1 728 300,66 276 000,194 158 900,,,
362,Fatima zahra,AN/F12/612,1787,3,"2///Matières premières///Petasse, vedasses et gravelées",Angleterre,7 400,,1 728 300,66 276 000,194 158 900,,,
363,Fatima zahra,AN/F12/613,1787,2,2///Matières premières///Soude,Royaume d'Espagne,2 168 200,,2 681 500,66 276 000,194 158 900,,,
364,Fatima zahra,AN/F12/614,1787,2,2///Matières premières///Soude,Etats d'Allemagne,2 900,,2 681 500,66 276 000,194 158 900,,,
365,Fatima zahra,AN/F12/615,1787,2,2///Matières premières///Soude,Villes anséatiques,1 000,,2 681 500,66 276 000,194 158 900,,,
366,Fatima zahra,AN/F12/616,1787,2,2///Matières premières///Soude,Milanes et toscane,22 900,,2 681 500,66 276 000,194 158 900,,,
367,Fatima zahra,AN/F12/617,1787,2,2///Matières premières///Soude,Empire ottoman et Barbarie,16 600,,2 681 500,66 276 000,194 158 900,,,
368,Fatima zahra,AN/F12/618,1787,3,2///Matières premières///Soude,Royaume de Naples,469 900,,2 681 500,66 276 000,194 158 900,,,
369,Fatima zahra,AN/F12/619,1787,2,2///Matières premières///Charbons,Royaume d'Espagne,1 900,,5 673 800,66 276 000,194 158 900,,,
370,Fatima zahra,AN/F12/620,1787,2,2///Matières premières///Charbons,Hollande,19 000,,5 673 800,66 276 000,194 158 900,,,
371,Fatima zahra,AN/F12/621,1787,2,2///Matières premières///Charbons,Etats d'Allemagne,1 900,,5 673 800,66 276 000,194 158 900,,,
