numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,pays,marchandises,value
405,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Prises et saisies,Articles réunis,53000
406,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Prises et saisies,Brai et goudron,20000
407,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Prises et saisies,Graines diverses,19300
408,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Indigo,1908600
409,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Cochenille,3275000
410,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Alun,108900
411,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Céruse,1400
412,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Azur,600
413,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Garance,57900
414,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Noix de galle,1000
415,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Drogues diverses réunies,27600
416,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Alquifoux,95300
417,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Anes,2300
418,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Chevaux,1900
419,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Mulets,900
420,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,"Cuivre, bronze et laiton",1300
421,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Fers et aciers,376200
422,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Fer blanc,900
423,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Plomb,8600
424,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Toiles diverses de lin et de chanvre,17600
425,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Toiles de coton et nankin,693000
426,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Articles réunis,2400
427,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Mousselines,16500
428,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Peaux et pelleteries,148200
429,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Savons,44100
430,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Bouchons de liège,438100
431,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Merceries,3600
432,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Ouvrages de jonc,171600
433,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Ouvrages divers,6100
434,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Habillemens et lingerie,43500
435,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Librairie,2700
436,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Plumes d'autruche,48600
437,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume d'Espagne,Articles d'industrie réunis,75400
438,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Indigo,4087100
439,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Rocou,77000
440,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Cochenille,92300
441,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Alun,85900
442,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Céruse,584000
443,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Azur,804900
444,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Garance,791600
445,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Noix de galle,35700
446,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Drogues diverses réunies,96700
447,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Alquifoux,81100
448,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Couperoses et vermillon,265000
449,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Tournesol,91800
450,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Chevaux,213500
451,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Argent vif,2200
452,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,"Cuivre, bronze et laiton",2042200
453,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Etain,34000
454,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Fers et aciers,259900
455,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Fer blanc,402000
456,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Plomb,89900
457,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Chapeaux de paille et d'écorce de bois,4400
458,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Etoffes de soie,600
459,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Rubanneries diverses,44000
460,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Toiles diverses de lin et de chanvre,304300
461,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Toiles de coton et nankin,1348900
462,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Articles réunis,5100
463,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Mousselines,7600
464,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Peaux et pelleteries,215900
465,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",67500
466,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Savons,53400
467,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Bouchons de liège,600
468,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Marbres,1700
469,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Merceries,69700
470,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Ouvrages divers,27900
471,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Habillemens et lingerie,113100
472,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Colles de toute sorte,338900
473,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Librairie,54300
474,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Plumes de toute sorte,23900
475,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Plumes à écrire,76200
476,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Pains de navette,124500
477,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Meubles et miroirs,49300
478,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Hollande,Articles d'industrie réunis,320300
479,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Indigo,2900
480,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Alun,23200
481,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Céruse,6500
482,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Azur,2500
483,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Drogues diverses réunies,8500
484,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Alquifoux,1500
485,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Couperoses et vermillon,3000
486,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Tournesol,1200
487,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Chevaux,86000
488,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Fers et aciers,18400
489,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Fer blanc,3700
490,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Toiles diverses de lin et de chanvre,44200
491,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Toiles de coton et nankin,143300
492,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Articles réunis,1000
493,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Peaux et pelleteries,4500
494,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",5200
495,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Savons,3800
496,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Merceries,25300
497,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Habillemens et lingerie,16000
498,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Colles de toute sorte,3200
499,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Librairie,7700
500,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Plumes à écrire,2000
501,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Meubles et miroirs,3700
502,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Royaume de Prusse,Articles d'industrie réunis,18700
503,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Indigo,2028500
504,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Rocou,700
505,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Cochenille,48900
506,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Alun,11300
507,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Céruse,48700
508,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Azur,269900
509,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Garance,82500
510,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Noix de galle,123700
511,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Drogues diverses réunies,221700
512,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Alquifoux,32400
513,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Couperoses et vermillon,43600
514,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Tournesol,8100
515,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Chevaux,283500
516,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Argent vif,1300
517,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,"Cuivre, bronze et laiton",220600
518,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Etain,183200
519,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Fers et aciers,774700
520,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Fer blanc,105300
521,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Plomb,15300
522,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Chapeaux de paille et d'écorce de bois,100000
523,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Etoffes de soie,19800
524,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,"Gazes, crèpes et rubans de soie",3000
525,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Mouchoirs de soie,4500
526,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Rubanneries diverses,2534700
527,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Toiles diverses de lin et de chanvre,303400
528,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Toiles de coton et nankin,3871100
529,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Articles réunis,312500
530,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Etoffes de fil et coton,112800
531,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Peaux et pelleteries,384500
532,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",1403100
533,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Savons,34000
534,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Bouchons de liège,2400
535,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Marbres,800
536,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Merceries,704200
537,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Ouvrages divers,26200
538,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Habillemens et lingerie,85300
539,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Colles de toute sorte,103400
540,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Librairie,114100
541,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Horlogerie,33700
542,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Plumes de toute sorte,35100
543,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Plumes d'autruche,300
544,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Plumes à écrire,24800
545,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Pains de navette,37000
546,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Meubles et miroirs,143100
547,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Articles d'industrie réunis,480800
548,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Armes de guerre,325700
549,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,Etats d'Allemagne,Dorure fausse,358300
550,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Indigo,585500
551,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Rocou,8500
552,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Cochenille,45100
553,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Alun,7900
554,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Céruse,6300
555,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Azur,18400
556,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Garance,207900
557,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Noix de galle,11000
558,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Drogues diverses réunies,58000
559,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Alquifoux,5000
560,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Couperoses et vermillon,18900
561,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Chevaux,250600
562,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Mulets,4100
563,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Argent vif,4400
564,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,"Cuivre, bronze et laiton",106300
565,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Etain,2300
566,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Fers et aciers,67900
567,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Fer blanc,9400
568,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Plomb,600
569,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Chapeaux de paille et d'écorce de bois,48800
570,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Etoffes de soie,5200
571,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,"Gazes, crèpes et rubans de soie",1700
572,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Mouchoirs de soie,900
573,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Rubanneries diverses,54800
574,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Toiles diverses de lin et de chanvre,1158400
575,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Toiles de coton et nankin,4850900
576,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Articles réunis,71500
577,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Mousselines,2150900
578,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Peaux et pelleteries,12800
579,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,"Quincailleries diverses ; faulx, faucilles, fil de laiton et limes",553300
580,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Savons,4800
581,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Marbres,1400
582,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Merceries,99000
583,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Ouvrages divers,17100
584,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Habillemens et lingerie,284600
585,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Colles de toute sorte,25500
586,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An7.csv,Résumé,An 7,Importations,République de Suisse,Librairie,128000
