numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,remarks,doubleaccounts
929,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Mouchoirs et schals,Royaume de Portugal,58200,,0
930,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Passementerie,Royaume de Portugal,54900,,0
931,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Rubans,Royaume de Portugal,62400,,0
932,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Ouvrages riches ; Dentelle, galons et passementerie",Royaume de Portugal,44000,,0
933,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Royaume de Portugal,216300,,0
934,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de chanvre,Royaume de Portugal,14800,,0
935,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de lin,Royaume de Portugal,254300,,0
936,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Royaume de Portugal,39000,,0
937,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de coutil à carreaux,Royaume de Portugal,2700,,0
938,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mouchoirs,Royaume de Portugal,700,,0
939,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Royaume de Portugal,1300,,0
940,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Royaume de Sardaigne,55800,,0
941,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Royaume de Sardaigne,26800,,0
942,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers blancs,Royaume de Sardaigne,300,,0
943,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Royaume de Sardaigne,23200,,0
944,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Royaume de Sardaigne,151600,,0
945,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Royaume de Sardaigne,2400,,0
946,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Royaume de Sardaigne,138000,,0
947,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Rubannerie diverse,Royaume de Sardaigne,1700,,0
948,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Bonneterie,Royaume de Sardaigne,3500,,0
949,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Royaume de Sardaigne,439200,,0
950,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Mouchoirs,Royaume de Sardaigne,50600,,0
951,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Royaume de Sardaigne,142900,,0
952,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Toiles mousselines,Royaume de Sardaigne,18500,,0
953,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles peintes, indiennes et siamoises",Royaume de Sardaigne,102200,,0
954,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Bonneterie,Royaume de Sardaigne,40700,,0
955,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Couvertures,Royaume de Sardaigne,12400,,0
956,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies diverses,Royaume de Sardaigne,1337400,,0
957,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Mouchoirs et schals,Royaume de Sardaigne,133300,,0
958,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Bonneterie,Royaume de Sardaigne,9900,,0
959,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Etoffes diverses,Royaume de Sardaigne,180700,,0
960,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Mouchoirs et schals,Royaume de Sardaigne,25500,,0
961,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Passementerie,Royaume de Sardaigne,77400,,0
962,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Rubans,Royaume de Sardaigne,30600,,0
963,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Ouvrages riches ; Etoffes en or mélées de soie,Royaume de Sardaigne,1600,,0
964,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Ouvrages de diverses matières,Royaume de Sardaigne,400,,0
965,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Royaume de Sardaigne,195700,,0
966,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de chanvre,Royaume de Sardaigne,53600,,0
967,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Royaume de Sardaigne,7000,,0
968,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de coutil à carreaux,Royaume de Sardaigne,4300,,0
969,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Royaume de Sardaigne,2400,,0
970,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Royaume d'Italie,72100,,0
971,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Royaume d'Italie,21900,,0
972,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Royaume d'Italie,7600,,0
973,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Royaume d'Italie,63000,,0
974,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Royaume d'Italie,12400,,0
975,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Royaume d'Italie,178400,,0
976,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Rubannerie diverse,Royaume d'Italie,3100,,0
977,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Bonneterie,Royaume d'Italie,97800,,0
978,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Royaume d'Italie,306800,,0
979,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Mouchoirs,Royaume d'Italie,28700,,0
980,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Royaume d'Italie,651300,,0
981,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Toiles mousselines,Royaume d'Italie,448200,,0
982,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Bonneterie,Royaume d'Italie,13500,,0
983,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Couvertures,Royaume d'Italie,12600,,0
984,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies diverses,Royaume d'Italie,771100,,0
985,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies petites et étoffes,Royaume d'Italie,392600,,0
986,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Mouchoirs et schals,Royaume d'Italie,177800,,0
987,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Bonneterie,Royaume d'Italie,153700,,0
988,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Etoffes diverses,Royaume d'Italie,3474400,,0
989,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Soieries ; Gazes, crèpes et tulles",Royaume d'Italie,208100,,0
990,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Mouchoirs et schals,Royaume d'Italie,754900,,0
991,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Passementerie,Royaume d'Italie,140000,,0
992,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Rubans,Royaume d'Italie,673000,,0
993,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Ouvrages riches ; Dentelle, galons et passementerie",Royaume d'Italie,387600,,0
994,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Ouvrages riches ; Etoffes en or mélées de soie,Royaume d'Italie,6400,,0
995,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Royaume d'Italie,73400,,0
996,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Royaume d'Italie,128600,,0
997,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles peintes et teintes,Royaume d'Italie,55000,,0
998,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Royaume d'Italie,32200,,0
999,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Naples et Sicile,4300,,0
1000,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Naples et Sicile,4500,,0
1001,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Naples et Sicile,1200,,0
1002,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Naples et Sicile,4700,,0
1003,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Naples et Sicile,4200,,0
1004,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Naples et Sicile,14300,,0
1005,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Bonneterie,Naples et Sicile,7100,,0
1006,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Naples et Sicile,2500,,0
1007,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Naples et Sicile,21500,,0
1008,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Bonneterie,Naples et Sicile,3400,,0
1009,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies diverses,Naples et Sicile,557100,,0
1010,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Mouchoirs et schals,Naples et Sicile,77700,,0
1011,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Bonneterie,Naples et Sicile,9600,,0
1012,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Etoffes diverses,Naples et Sicile,293400,,0
1013,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Soieries ; Gazes, crèpes et tulles",Naples et Sicile,18800,,0
1014,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Naples et Sicile,10200,,0
1015,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de chanvre,Naples et Sicile,600,,0
1016,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Naples et Sicile,74800,,0
1017,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Naples et Sicile,1400,,0
1018,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Etats Romains,400,,0
1019,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Angleterre,209100,,0
1020,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Angleterre,149100,,0
1021,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Angleterre,13900,,0
1022,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Angleterre,243600,,0
1023,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Angleterre,172500,,0
1024,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Angleterre,140000,,0
1025,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Angleterre,35900,,0
1026,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Angleterre,16400,,0
1027,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Bonneterie,Angleterre,15300,,0
1028,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Couvertures,Angleterre,4400,,0
1029,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies diverses,Angleterre,108700,,0
1030,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies petites et étoffes,Angleterre,5500,,0
1031,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Mouchoirs et schals,Angleterre,300,,0
1032,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Bonneterie,Angleterre,24500,,0
1033,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Etoffes diverses,Angleterre,1406400,,0
1034,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Soieries ; Gazes, crèpes et tulles",Angleterre,22300,,0
1035,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Mouchoirs et schals,Angleterre,45500,,0
1036,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Rubans,Angleterre,10600,,0
1037,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Angleterre,135800,,0
1038,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles linge de table,Angleterre,18000,,0
1039,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de chanvre,Angleterre,39500,,0
1040,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de lin,Angleterre,1422900,,0
1041,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Angleterre,3411000,,0
1042,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Angleterre,200300,,0
1043,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Royaume des Pays-Bas,112100,,0
1044,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Royaume des Pays-Bas,100900,,0
1045,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers blancs,Royaume des Pays-Bas,11600,,0
1046,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Royaume des Pays-Bas,4000,,0
1047,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Royaume des Pays-Bas,196100,,0
1048,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Royaume des Pays-Bas,93300,,0
1049,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Royaume des Pays-Bas,1193100,,0
1050,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Rubannerie diverse,Royaume des Pays-Bas,63000,,0
1051,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Bonneterie,Royaume des Pays-Bas,121700,,0
1052,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Royaume des Pays-Bas,173700,,0
1053,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Gazes et tulles,Royaume des Pays-Bas,70900,,0
1054,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Mouchoirs,Royaume des Pays-Bas,153600,,0
1055,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Royaume des Pays-Bas,1636000,,0
1056,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Toiles mousselines,Royaume des Pays-Bas,80700,,0
1057,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles peintes, indiennes et siamoises",Royaume des Pays-Bas,475400,,0
1058,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Bonneterie,Royaume des Pays-Bas,306200,,0
1059,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Couvertures,Royaume des Pays-Bas,111900,,0
1060,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies diverses,Royaume des Pays-Bas,1540500,,0
1061,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Draperies petites et étoffes,Royaume des Pays-Bas,13100,,0
1062,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Lainages ; Mouchoirs et schals,Royaume des Pays-Bas,783900,,0
1063,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Bonneterie,Royaume des Pays-Bas,152800,,0
1064,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Etoffes diverses,Royaume des Pays-Bas,5404400,,0
1065,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Soieries ; Gazes, crèpes et tulles",Royaume des Pays-Bas,158300,,0
1066,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Mouchoirs et schals,Royaume des Pays-Bas,859800,,0
1067,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Passementerie,Royaume des Pays-Bas,813300,,0
1068,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Soieries ; Rubans,Royaume des Pays-Bas,508600,,0
1069,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Ouvrages riches ; Dentelle, galons et passementerie",Royaume des Pays-Bas,230600,,0
1070,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Ouvrages riches ; Etoffes en or mélées de soie,Royaume des Pays-Bas,400,,0
1071,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Ouvrages de diverses matières,Royaume des Pays-Bas,409100,,0
1072,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles mélées de lin et de chanvre,Royaume des Pays-Bas,179100,,0
1073,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles linge de table,Royaume des Pays-Bas,5100,,0
1074,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de chanvre,Royaume des Pays-Bas,26600,,0
1075,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de lin,Royaume des Pays-Bas,384500,,0
1076,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles batiste et linon,Royaume des Pays-Bas,2741400,,0
1077,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Toilerie ; Toiles de coutil à carreaux,Royaume des Pays-Bas,400,,0
1078,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Articles réunis et tissus étrangers réexportés,Royaume des Pays-Bas,146600,,0
1079,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cuivre,Etats de l'Allemagne,41700,,0
1080,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers divers,Etats de l'Allemagne,119600,,0
1081,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Fers blancs,Etats de l'Allemagne,600,,0
1082,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Plomb et étain,Etats de l'Allemagne,3400,,0
1083,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de poil et de laine,Etats de l'Allemagne,153100,,0
1084,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Chapeaux de paille,Etats de l'Allemagne,47500,,0
1085,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Dentelles et blondes,Etats de l'Allemagne,332900,,0
1086,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Bonneterie,Etats de l'Allemagne,700,,0
1087,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Etoffes,Etats de l'Allemagne,108600,,0
1088,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Gazes et tulles,Etats de l'Allemagne,34300,,0
1089,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,Cotonades ; Mouchoirs,Etats de l'Allemagne,131900,,0
1090,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/1817.csv,Résumé,1817,Exports,"Cotonades ; Toiles diverses, bazin, nankin",Etats de l'Allemagne,110900,,0
