numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,prix_unitaire,quantity_unit,remarks,doubleaccounts
212,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cacao,Etats de l'Allemagne,2000,"255,0736497545",quintaux,,0
284,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cacao,Royaume de Danemarck et ses colonies,28700,"255,0736497545",quintaux,,0
313,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cacao,Etats-Unis d'Amérique,10100,"255,0736497545",quintaux,,0
345,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cacao,Saint-Domingue,58200,"255,0736497545",quintaux,,0
354,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cacao,Colonies Françaises,528200,"182,1379310345",quintaux des colonies françaises,,0
18,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Royaume d'Espagne et ses colonies,1430100,"262,2592592593",quintaux,,0
36,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Royaume de Portugal et ses colonies,213300,"262,2592592593",quintaux,,0
65,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Royaume de Sardaigne,4400,"262,2592592593",quintaux,,0
93,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Italie,21100,"262,2592592593",quintaux,,0
148,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Angleterre et ses colonies de l'Inde,593000,"262,2592592593",quintaux,,0
180,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Royaume des Pays-Bas et ses colonies,13200,"262,2592592593",quintaux,,0
285,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Royaume de Danemarck et ses colonies,164200,"262,2592592593",quintaux,,0
300,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Empire de Russie,4700,"262,2592592593",quintaux,,0
314,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Etats-Unis d'Amérique,332300,"262,2592592593",quintaux,,0
335,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Empire Ottoman,49100,"262,2592592593",quintaux,,0
346,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Saint-Domingue,7906600,"322,3499673842",quintaux de Saint-Domingue,,0
355,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Colonies Françaises,9845800,"312,2676815731",quintaux des colonies françaises,,0
367,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Café,Origine Inconnue,7000,"262,2592592593",quintaux,,0
1364,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Camphre,Royaume de Sardaigne,2500,"11,827458256",kilogrammes,,0
1411,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Camphre,Angleterre et ses colonies de l'Inde,41300,"11,827458256",kilogrammes,,0
1430,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Camphre,Royaume des Pays-Bas et ses colonies,3000,"11,827458256",kilogrammes,,0
1466,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Camphre,Royaume de Prusse,44900,"11,827458256",kilogrammes,,0
1525,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Camphre,Colonies Françaises,29700,"11,827458256",kilogrammes,,0
21,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Royaume d'Espagne et ses colonies,34500,788,quintaux,,0
39,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Royaume de Portugal et ses colonies,3200,788,quintaux,,0
96,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Italie,600,788,quintaux,,0
151,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Angleterre et ses colonies de l'Inde,105500,788,quintaux,,0
183,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Royaume des Pays-Bas et ses colonies,4500,788,quintaux,,0
317,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Etats-Unis d'Amérique,30200,788,quintaux,,0
359,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cannelle,Colonies Françaises,28500,788,quintaux,,0
1365,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Royaume de Sardaigne,5800,"20,9661409507",kilogrammes,,0
1412,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Angleterre et ses colonies de l'Inde,1400,"20,9661409507",kilogrammes,,0
1447,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Etats de l'Allemagne,113800,"20,9661409507",kilogrammes,,0
1467,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Royaume de Prusse,21200,"20,9661409507",kilogrammes,,0
1477,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Villes Anséatiques,12000,"20,9661409507",kilogrammes,,0
1494,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cantharides,Empire de Russie,12200,"20,9661409507",kilogrammes,,0
380,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Royaume d'Espagne et ses colonies,207700,"91,5251127189",quintaux,,0
438,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Royaume de Sardaigne,6000,"91,5251127189",quintaux,,0
481,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Italie,1169100,"91,5251127189",quintaux,,0
508,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Naples et Sicile,43200,"91,5251127189",quintaux,,0
541,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Angleterre et ses colonies de l'Inde,601600,"91,5251127189",quintaux,,0
587,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Royaume des Pays-Bas et ses colonies,137200,"91,5251127189",quintaux,,0
642,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Etats de l'Allemagne,37000,"91,5251127189",quintaux,,0
687,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Suisse,8000,"91,5251127189",quintaux,,0
724,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Royaume de Prusse,18200,"91,5251127189",quintaux,,0
752,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Empire d'Autriche,1100,"91,5251127189",quintaux,,0
762,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Villes Anséatiques,120800,"91,5251127189",quintaux,,0
787,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Royaume de Suède et ses colonies,22400,"91,5251127189",quintaux,,0
802,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Empire de Russie,526500,"91,5251127189",quintaux,,0
816,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Etats-Unis d'Amérique,591100,"91,5251127189",quintaux,,0
839,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cendres potasse,Empire Ottoman,1600,"91,5251127189",quintaux,,0
381,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Royaume d'Espagne et ses colonies,463400,"84,9903607822",quintaux,,0
439,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Royaume de Sardaigne,69600,"84,9903607822",quintaux,,0
482,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Italie,7300,"84,9903607822",quintaux,,0
542,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Angleterre et ses colonies de l'Inde,27800,"84,9903607822",quintaux,,0
588,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Royaume des Pays-Bas et ses colonies,4300,"84,9903607822",quintaux,,0
643,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Etats de l'Allemagne,500,"84,9903607822",quintaux,,0
763,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Villes Anséatiques,5400,"84,9903607822",quintaux,,0
840,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Empire Ottoman,345900,"84,9903607822",quintaux,,0
886,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,"Cendres soudes, natron et salin",Origine Inconnue,1600,"84,9903607822",quintaux,,0
463,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Royaume de Sardaigne,1200,"55,5283321454",quintaux,,0
498,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Italie,600,"55,5283321454",quintaux,,0
564,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Angleterre et ses colonies de l'Inde,4700,"55,5283321454",quintaux,,0
618,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Royaume des Pays-Bas et ses colonies,1186100,"55,5283321454",quintaux,,0
668,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Etats de l'Allemagne,24400,"55,5283321454",quintaux,,0
744,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Céruse,Royaume de Prusse,29500,"55,5283321454",quintaux,,0
4,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Royaume d'Espagne et ses colonies,4200,"100,1785714286",quintaux,Chiffres flous,0
50,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Royaume de Sardaigne,17900,"100,1785714286",quintaux,Chiffres flous,0
79,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Italie,300,"100,1785714286",quintaux,Chiffres flous,0
134,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Angleterre et ses colonies de l'Inde,8200,"100,1785714286",quintaux,Chiffres flous,0
165,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Royaume des Pays-Bas et ses colonies,104400,"100,1785714286",quintaux,Chiffres flous,0
197,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Etats de l'Allemagne,18700,"100,1785714286",quintaux,Chiffres flous,0
225,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Suisse,2800,"100,1785714286",quintaux,Chiffres flous,0
250,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Royaume de Prusse,200,"100,1785714286",quintaux,Chiffres flous,0
273,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Villes Anséatiques,600,"100,1785714286",quintaux,Chiffres flous,0
325,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chairs fraîches et salées,Empire Ottoman,700,"100,1785714286",quintaux,Chiffres flous,0
70,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Royaume de Sardaigne,330800,"88,7467316022",quintaux,,0
98,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Italie,206500,"88,7467316022",quintaux,,0
129,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Etats de Rome,23900,"88,7467316022",quintaux,,0
155,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Angleterre et ses colonies de l'Inde,847300,"88,7467316022",quintaux,,0
187,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Royaume des Pays-Bas et ses colonies,112100,"88,7467316022",quintaux,,0
214,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Etats de l'Allemagne,240100,"88,7467316022",quintaux,,0
239,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Suisse,500,"88,7467316022",quintaux,,0
260,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Royaume de Prusse,53200,"88,7467316022",quintaux,,0
270,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Empire d'Autriche,50300,"88,7467316022",quintaux,,0
278,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Villes Anséatiques,1500,"88,7467316022",quintaux,,0
293,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Royaume de Suède et ses colonies,300,"88,7467316022",quintaux,,0
302,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Empire de Russie,2564000,"88,7467316022",quintaux,,0
369,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chanvre,Origine Inconnue,15800,"88,7467316022",quintaux,,0
945,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Royaume de Sardaigne,13600,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
981,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Italie,1676200,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
1066,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Royaume des Pays-Bas et ses colonies,11600,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
1109,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Etats de l'Allemagne,54300,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
1151,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Suisse,45900,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
1194,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chapeaux de paille et d'écorce de bois,Royaume de Prusse,400,,,Impossible de calculer un prix unitaire car quantité par type de chapeau,0
382,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume d'Espagne et ses colonies,28700,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
440,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume de Sardaigne,1600,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
543,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Angleterre et ses colonies de l'Inde,361500,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
589,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume des Pays-Bas et ses colonies,4581900,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
644,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Etats de l'Allemagne,38500,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
688,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Suisse,6300,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
725,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume de Prusse,579900,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
775,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume de Danemarck et ses colonies,1000,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
788,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Charbons de terre et de bois,Royaume de Suède et ses colonies,5500,,,IMPossible de calculer un prix unitaire car quantité par type de charbon,0
166,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chicorée moulue,Royaume des Pays-Bas et ses colonies,235300,"70,7651006711",quintaux,,0
198,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chicorée moulue,Etats de l'Allemagne,28000,"70,7651006711",quintaux,,0
226,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Chicorée moulue,Suisse,300,"70,7651006711",quintaux,Chiffres flous,0
441,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Royaume de Sardaigne,2900,"313,3458646617",quintaux,,0
509,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Naples et Sicile,2900,"313,3458646617",quintaux,,0
544,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Angleterre et ses colonies de l'Inde,5200,"313,3458646617",quintaux,,0
590,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Royaume des Pays-Bas et ses colonies,38700,"313,3458646617",quintaux,,0
645,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Etats de l'Allemagne,400,"313,3458646617",quintaux,,0
689,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Suisse,400,"313,3458646617",quintaux,,0
726,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Royaume de Prusse,700,"313,3458646617",quintaux,,0
776,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Royaume de Danemarck et ses colonies,500,"313,3458646617",quintaux,,0
803,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Empire de Russie,17300,"313,3458646617",quintaux,,0
817,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Etats-Unis d'Amérique,11200,"313,3458646617",quintaux,,0
841,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Empire Ottoman,49400,"313,3458646617",quintaux,,0
869,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Colonies Françaises,11100,"313,3458646617",quintaux,,0
887,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cires blanche et jaune,Origine Inconnue,26000,"313,3458646617",quintaux,,0
405,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Royaume d'Espagne et ses colonies,1176000,"84,2777901043",kilogrammes,,0
464,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Royaume de Sardaigne,14500,"84,2777901043",kilogrammes,,0
565,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Angleterre et ses colonies de l'Inde,535900,"84,2777901043",kilogrammes,,0
831,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Etats-Unis d'Amérique,167600,"84,2777901043",kilogrammes,,0
854,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Empire Ottoman,3800,"84,2777901043",kilogrammes,,0
878,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cochenille,Colonies Françaises,1400,"84,2777901043",kilogrammes,,0
907,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Royaume d'Espagne et ses colonies,1700,"24,4541484716",kilogrammes,,0
1034,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Angleterre et ses colonies de l'Inde,1300,"24,4541484716",kilogrammes,,0
1076,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Royaume des Pays-Bas et ses colonies,4400,"24,4541484716",kilogrammes,,0
1118,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Etats de l'Allemagne,12800,"24,4541484716",kilogrammes,,0
1160,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Suisse,4500,"24,4541484716",kilogrammes,,0
1201,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Royaume de Prusse,11800,"24,4541484716",kilogrammes,,0
1271,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles de poisson,Empire de Russie,52100,"24,4541484716",kilogrammes,,0
928,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Royaume de Portugal et ses colonies,3300,"203,4578696343",quintaux,,0
1033,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Angleterre et ses colonies de l'Inde,600,"203,4578696343",quintaux,,0
1075,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Royaume des Pays-Bas et ses colonies,202600,"203,4578696343",quintaux,,0
1117,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Etats de l'Allemagne,267800,"203,4578696343",quintaux,,0
1159,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Suisse,3500,"203,4578696343",quintaux,,0
1200,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Royaume de Prusse,32100,"203,4578696343",quintaux,,0
1240,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Colles ordinaires,Villes Anséatiques,2000,"203,4578696343",quintaux,,0
908,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Royaume d'Espagne et ses colonies,24300,"65,7031684269",quintaux,,0
929,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Royaume de Portugal et ses colonies,22900,"65,7031684269",quintaux,,0
953,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Royaume de Sardaigne,9800,"65,7031684269",quintaux,,0
1005,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Naples et Sicile,1700,"65,7031684269",quintaux,,0
1035,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Angleterre et ses colonies de l'Inde,8700,"65,7031684269",quintaux,,0
1077,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1819.csv,Résumé,1819,Imports,Cornes diverses,Royaume des Pays-Bas et ses colonies,2100,"65,7031684269",quintaux,,0
