Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections
Fatima zahra,,1789,3,Laine,Royaume de Portugal,59 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Laine,Etats de Rome,222 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Laine,Angleterre,174 000,,17 061 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Lin,Royaume d'Espagne,57 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Lin,Hollande,256 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Lin,Royaume de Prusse,27 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Lin,Villes Anséatiques,167 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Lin,Empire d'Autriche,465 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Lin,Empire de Russie,121 000,,1 093 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,"Poil de chevre, lièvre et lapin",Empire Ottoman et Barbarie,1 185 000,,1 185 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Soie et filoselle,République de Suisse,592 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Soie et filoselle,Milanie Toscane,248 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Soie et filoselle,République de Gènes,120 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Soie et filoselle,Empire Ottoman et Barbarie,1 556 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Soie et filoselle,Royaume de Naples,4 276 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Soie et filoselle,Royaume de Sardaigne,18 080 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Soie et filoselle,Empire d'Autriche,45 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Soie et filoselle,Etats de Rome,17 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,3,Soie et filoselle,Angleterre,686 000,,25 620 000,84 903 000,176 113 000,,Matières premières,1
Fatima zahra,,1789,2,Bois divers,Hollande,227 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Royaume de Prusse,727 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Etats d'Allemagne,49 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Etats-Unis d'Amérique,307 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Villes Anséatiques,1 160 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Royaume de Danemark,1 602 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Royaume de Suède,531 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,Milanie Toscane,51 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois divers,République de Gènes,244 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Royaume de Naples,277 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Royaume de Sardaigne,53 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Empire d'Autriche,115 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Empire de Russie,890 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Etats de Rome,19 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,Angleterre,48 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois divers,République de Venise,7 000,,6 307 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois de Iles,Royaume d'Espagne,452 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois de Iles,Hollande,164 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois de Iles,Etats-Unis d'Amérique,30 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Bois de Iles,République de Gènes,10 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois de Iles,Empire d'Autriche,46 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois de Iles,Royaume de Portugal,216 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois de Iles,Angleterre,223 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Bois de Iles,Colonies Françaises,460 000,,1 601 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,cendres Diverses,Royaume d'Espagne,261 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,cendres Diverses,Hollande,520 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,cendres Diverses,Empire Ottoman et Barbarie,78 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,cendres Diverses,Royaume de Naples,60 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,cendres Diverses,Royaume de Sardaigne,25 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,cendres Diverses,Empire d'Autriche,70 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,cendres Diverses,Angleterre,12 000,,1 026 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Royaume d'Espagne,76 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Hollande,100 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Royaume de Prusse,776 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Etats d'Allemagne,182 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Etats-Unis d'Amérique,54 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Villes Anséatiques,202 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Royaume de Danemark,9 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Potasses, vedasses et gravelées",Milanie Toscane,52 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Potasses, vedasses et gravelées",Empire d'Autriche,98 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Potasses, vedasses et gravelées",Empire de Russie,137 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Potasses, vedasses et gravelées",Etats de Rome,292 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Potasses, vedasses et gravelées",Angleterre,200 000,,2 178 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Soude,Royaume d'Espagne,3 784 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Soude,Villes Anséatiques,17 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Soude,Milanie Toscane,14 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Soude,Empire Ottoman et Barbarie,692 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Soude,Royaume de Naples,1 098 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Soude,Angleterre,71 000,,5 676 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Charbons,Milanie Toscane,106 000,,5 142 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Charbons,Empire Ottoman et Barbarie,734 000,,5 142 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Charbons,Royaume de Naples,10 000,,5 142 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Charbons,Empire d'Autriche,912 000,,5 142 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Charbons,Angleterre,3 380 000,,5 142 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cires blanches et jaunes,Hollande,108 000,,714 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cires blanches et jaunes,Etats-Unis d'Amérique,21 000,,714 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cires blanches et jaunes,Villes Anséatiques,533 000,,714 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cires blanches et jaunes,Empire de Russie,18 000,,714 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cires blanches et jaunes,Colonies Françaises,34 000,,714 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Royaume d'Espagne,1 137 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Hollande,165 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Royaume de Prusse,13 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Etats d'Allemagne,69 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,République de Suisse,9 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Etats-Unis d'Amérique,14 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Villes Anséatiques,27 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Royaume de Danemark,14 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Milanie Toscane,17 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,République de Gènes,120 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Cuirs en poil,Empire Ottoman et Barbarie,1 377 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Royaume de Naples,23 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Royaume de Sardaigne,17 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Empire d'Autriche,38 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Empire de Russie,10 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Royaume de Portugal,1 205 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Angleterre,45 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,République de Venise,63 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Cuirs en poil,Colonies Françaises,780 000,,5 143 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huiles d'Olive pour fabriques,République de Gènes,3 232 000,,19 260 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huiles d'Olive pour fabriques,Empire Ottoman et Barbarie,4 519 000,,19 260 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huiles d'Olive pour fabriques,Royaume de Naples,10 102 000,,19 260 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huiles d'Olive pour fabriques,Royaume de Sardaigne,1 407 000,,19 260 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huile de grains,Hollande,693 000,,795 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huile de grains,Royaume de Naples,20 000,,795 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huile de grains,Empire de Russie,39 000,,795 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huile de grains,Angleterre,43 000,,795 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huile de poissons ,Hollande,10 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huile de poissons ,Etats-Unis d'Amérique,824 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huile de poissons ,Royaume de Danemark,10 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Huile de poissons ,Royaume de Suède,20 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huile de poissons ,Royaume de Portugal,27 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Huile de poissons ,Angleterre,150 000,,1 041 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Soufre et Salpetre,Royaume d'Espagne,18 000,,264 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Soufre et Salpetre,Royaume de Naples,246 000,,264 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Dents d'éléphant,Colonies Françaises,412 000,,412 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,Royaume d'Espagne,89 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,Hollande,14 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,Etats-Unis d'Amérique,27 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,Villes Anséatiques,228 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,Milanie Toscane,418 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Suif,République de Gènes,12 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,Royaume de Naples,16 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,Royaume de Sardaigne,19 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,Empire de Russie,1 031 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,Etats de Rome,81 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,Angleterre,1 002 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Suif,République de Venise,5 000,,2 942 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Houblon,Empire d'Autriche,358 000,,358 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Tabacs,Royaume d'Espagne,30 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Tabacs,Hollande,1 786 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Tabacs,Etats-Unis d'Amérique,4 296 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Tabacs,Empire d'Autriche,213 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Tabacs,Royaume de Portugal,735 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Tabacs,Angleterre,905 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Tabacs,Colonies Françaises,87 000,,8 052 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Hollande,74 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Etats d'Allemagne,8 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Etats-Unis d'Amérique,90 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Villes Anséatiques,58 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Royaume de Danemark,110 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,"Brai, Goudron, Résine",Royaume de Suède,516 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Brai, Goudron, Résine",Empire de Russie,68 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,"Brai, Goudron, Résine",Angleterre,60 000,,984 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Graine de Lin,Hollande,334 000,,734 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Graine de Lin,Etats-Unis d'Amérique,71 000,,734 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Graine de Lin,Villes Anséatiques,15 000,,734 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Graine de Lin,Empire de Russie,276 000,,734 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Graine de Lin,Angleterre,38 000,,734 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Royaume d'Espagne,184 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Hollande,62 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Etats d'Allemagne,21 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,République de Suisse,23 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Etats-Unis d'Amérique,271 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Villes Anséatiques,104 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Royaume de Danemark,429 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Milanie Toscane,114 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,République de Gènes,77 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,2,Articles réunis,Empire Ottoman et Barbarie,180 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Royaume de Naples,51 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Empire d'Autriche,221 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Empire de Russie,186 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Royaume de Portugal,93 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Etats de Rome,22 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Angleterre,257 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,3,Articles réunis,Colonies Françaises,147 000,,2 442 000,65 071 000,176 113 000,,Matières premières,2
Fatima zahra,,1789,4,Indigo ,Royaume d'Espagne,6 139 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Indigo ,Hollande,62 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Indigo ,Etats-Unis d'Amérique,238 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Indigo ,Milanie Toscane,17 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Indigo ,Royaume de Sardaigne,22 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Indigo ,Empire d'Autriche,184 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Indigo ,Royaume de Portugal,515 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Indigo ,Angleterre,422 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Indigo ,Colonies Françaises,10 725 000,,18 324 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Rocou,Colonies Françaises,183 000,,183 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Cochenille,Royaume d'Espagne,2 582 000,,2 669 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Cochenille,Empire d'Autriche,34 000,,2 669 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Cochenille,Royaume de Portugal,53 000,,2 669 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alun,Royaume d'Espagne,125 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alun,Hollande,9 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alun,Empire Ottoman et Barbarie,21 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Alun,Empire de Russie,8 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Alun,Etats de Rome,144 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Alun,Angleterre,309 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Alun,République de Venise,20 000,,636 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Céruse,Hollande,535 000,,551 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Céruse,Empire d'Autriche,16 000,,551 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Azur,Hollande,177 000,,266 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Azur,Etats d'Allemagne,43 000,,266 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Azur,Villes Anséatiques,21 000,,266 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Azur,Empire d'Autriche,25 000,,266 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Garance,Royaume d'Espagne,16 000,,831 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Garance,Hollande,584 000,,831 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Garance,Empire Ottoman et Barbarie,210 000,,831 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Garance,Empire d'Autriche,21 000,,831 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Noix de Galle,Milanie Toscane,292 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Noix de Galle,République de Gènes,33 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Noix de Galle,Empire Ottoman et Barbarie,515 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Noix de Galle,Etats de Naples,80 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Noix de Galle,Royaume de Sardaigne,34 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Noix de Galle,Etats de Rome,15 000,,969 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alquifoux ou mine de plomb,Hollande,8 000,,337 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alquifoux ou mine de plomb,Milanie Toscane,24 000,,337 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alquifoux ou mine de plomb,Royaume de Sardaigne,17 000,,337 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Alquifoux ou mine de plomb,Angleterre,288 000,,337 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Saffranum,Empire Ottoman et Barbarie,472 000,,472 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Royaume d'Espagne,72 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Hollande,318 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Etats d'Allemagne,18 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,République de Suisse,19 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Villes Anséatiques,38 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Royaume de Suède,34 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Milanie Toscane,20 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,République de Gènes,20 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Drogues diverses réunies,Empire Ottoman et Barbarie,10 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Drogues diverses réunies,Royaume de Naples,62 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Drogues diverses réunies,Empire d'Autriche,34 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Drogues diverses réunies,Royaume de Portugal,18 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Drogues diverses réunies,Angleterre,234 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,5,Drogues diverses réunies,République de Venise,4 000,,901 000,26 139 000,176 113 000,,Matières premières,3
Fatima zahra,,1789,4,Anes,,,,2 025 000,,2 189 000,,Bêtes de Somme,
Fatima zahra,,1789,4,Chevaux,Royaume de Prusse,22 000,,2 025 000,,2 189 000,,Bêtes de Somme,
