numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,remarks,DoubleAccounts
370,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de jardin,Hollande,94000,274000,,0
371,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de jardin,République de Suisse,10000,274000,,0
372,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de jardin,Villes Anséatiques,130000,274000,,0
373,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Graines de jardin,Angleterre,40000,274000,,0
374,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de diverses,Hollande,27000,106000,,0
375,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de diverses,République de Suisse,13000,106000,,0
376,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Graines de diverses,Villes Anséatiques,17000,106000,,0
377,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Graines de diverses,Angleterre,49000,106000,,0
378,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Huile de graine,République de Suisse,32000,178000,,0
379,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Huile de graine,Empire d'Autriche,59000,178000,,0
380,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Huile de graine,Colonies françaises,87000,178000,,0
381,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Pain de navette,Empire d'Autriche,405000,406000,La marcahndise et le total ne correspondent pas,0
382,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Suif,Colonies françaises,250000,250000,,0
383,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Charbon,Empire d'Autriche,413000,1131000,,0
384,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Charbon,Colonies françaises,718000,1131000,,0
385,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Tabacs,Royaume d'Espagne,74000,4078000,,0
386,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Tabacs,Hollande,675000,4078000,,0
387,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Tabacs,Royaume de Prusse,41000,4078000,,0
388,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Tabacs,Villes Anséatiques,781000,4078000,,0
389,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Tabacs,Royaume de Danemark,202000,4078000,,0
390,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,République de Gènes,340000,4078000,,0
391,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Royaume de Naples,10000,4078000,,0
392,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Royaume de sardaigne,17000,4078000,,0
393,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Empire d'Autriche,139000,4078000,,0
394,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Empire de Russie,20000,4078000,,0
395,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Royaume de Portugal,18000,4078000,,0
396,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Angleterre,585000,4078000,,0
397,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Tabacs,Colonies françaises,1176000,4078000,,0
398,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Royaume d'Espagne,132000,1367000,,0
399,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Hollande,83000,1367000,,0
400,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Royaume de Prusse,64000,1367000,,0
401,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Etats de l'Allemagne,55000,1367000,,0
402,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,République de Suisse,53000,1367000,,0
403,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Etats-Unis d'Amerique,22000,1367000,,0
404,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Villes Anséatiques,85000,1367000,,0
405,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,2///Matières premières///Articles réunis,Royaume de Danemark,18000,1367000,,0
406,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,République de Gènes,24000,1367000,,0
407,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Empire ottoman et barbarie,29000,1367000,,0
408,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Royaume de Naples,16000,1367000,,0
409,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Royaume de Sardaigne,24000,1367000,,0
410,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Empire d'Autriche,379000,1367000,,0
411,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Empire de Russie,16000,1367000,,0
412,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Angleterre,157000,1367000,,0
413,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,République de Venise,16000,1367000,,0
414,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,2///Matières premières///Articles réunis,Colonies françaises,194000,1367000,,0
415,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Alun,Empire ottoman et barbarie,30000,70000,,0
416,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Alun,Royaume de Naples,31000,70000,,0
417,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Alun,Royaume de sardaigne,9000,70000,,0
418,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Cochenille,Hollande,115000,1860000,,0
419,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Cochenille,Milanie Toscane,113000,1860000,,0
420,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Cochenille,République de Gènes,44000,1860000,,0
421,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Cochenille,Empire ottoman et barbarie,1518000,1860000,,0
422,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Cochenille,Royaume de Naples,13000,1860000,,0
423,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Cochenille,Royaume de sardaigne,21000,1860000,,0
424,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Cochenille,Colonies françaises,36000,1860000,,0
425,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Garance,Royaume d'Espagne,27000,378000,,0
426,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Garance,Hollande,11000,378000,,0
427,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Garance,République de Suisse,58000,378000,,0
428,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Garance,Milanie Toscane,9000,378000,,0
429,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Garance,Empire ottoman et barbarie,49000,378000,,0
430,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Garance,Royaume de sardaigne,9000,378000,,0
431,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Garance,Angleterre,215000,378000,,0
432,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Hollande,202000,7682000,,0
433,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Royaume de Prusse,278000,7682000,,0
434,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Etats de l'Allemagne,223000,7682000,,0
435,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,République de Suisse,1170000,7682000,,0
436,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Villes Anséatiques,3239000,7682000,,0
437,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Royaume de Danemark,103000,7682000,,0
438,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Royaume de suède,75000,7682000,,0
439,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Indigo,Milanie Toscane,275000,7682000,,0
440,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,République de Gènes,73000,7682000,,0
441,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Empire ottoman et barbarie,1428000,7682000,,0
442,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Royaume de Naples,51000,7682000,,0
443,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Royaume de Sardaigne,28000,7682000,,0
444,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Empire d'Autriche,109000,7682000,,0
445,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Empire de Russie,108000,7682000,,0
446,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Etats de Rome,8000,7682000,,0
447,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Indigo,Angleterre,312000,7682000,,0
448,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,Hollande,2000,65000,,0
449,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,Royaume de Prusse,2000,65000,,0
450,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,République de Suisse,1000,65000,,0
451,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,Villes Anséatiques,14000,65000,,0
452,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,Royaume de sue,2000,65000,,0
453,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Rocou,Milanie Toscane,15000,65000,,0
454,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,République de Gènes,8000,65000,,0
455,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,Royaume de Naples,4000,65000,,0
456,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,Royaume de Sardaigne,4000,65000,,0
457,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,Empire d'Autriche,2000,65000,,0
458,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,Empire de Russie,4000,65000,,0
459,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,Etats de Rome,2000,65000,,0
460,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Rocou,République de Venise,5000,65000,,0
461,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,Royaume d'Espagne,58000,602000,,0
462,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,Hollande,127000,602000,,0
463,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,Royaume de Prusse,18000,602000,,0
464,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,République de Suisse,62000,602000,,0
465,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,Villes Anséatiques,56000,602000,,0
466,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Verdet,Milanie Toscane,80000,602000,,0
467,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,République de Gènes,21000,602000,,0
468,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Empire ottoman et barbarie,12000,602000,,0
469,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Royaume de sardaigne,18000,602000,,0
470,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Empire d'Autriche,39000,602000,,0
471,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Empire de Russie,21000,602000,,0
472,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Etats de rome,7000,602000,,0
473,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,Angleterre,72000,602000,,0
474,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Verdet,République de Venise,11000,602000,,0
475,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Royaume d'Espagne,86000,948000,,0
476,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Hollande,68000,948000,,0
477,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Royaume de Prusse,21000,948000,,0
478,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Etats de l'Allemagne,14000,948000,,0
479,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,République de Suisse,110000,948000,,0
480,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Etats-Unis d'Amerique,17000,948000,,0
481,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Villes Anséatiques,42000,948000,,0
482,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Royaume de Danemark,34000,948000,,0
483,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Royaume de Suède,6000,948000,,0
484,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,9,3///Matières premières///Drogues réunies,Milanie Toscane,62000,948000,,0
485,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,République de Gènes,39000,948000,,0
486,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Empire ottoman et barbarie,260000,948000,,0
487,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Royaume de Naples,13000,948000,,0
488,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Royaume de Sardaigne,15000,948000,,0
489,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Empire d'Autriche,30000,948000,,0
490,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Empire de Russie,7000,948000,,0
491,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Angleterre,44000,948000,,0
492,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,10,3///Matières premières///Drogues réunies,Colonies françaises,80000,948000,,0
493,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,"///Bêtes de Somme///Mules, mulets et chevaux",Royaume d'Espagne,836000,990000,,0
494,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,"///Bêtes de Somme///Mules, mulets et chevaux",Etats de l'Allemagne,15000,990000,,0
495,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,"///Bêtes de Somme///Mules, mulets et chevaux",Royaume de Sardaigne,52000,990000,,0
496,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,"///Bêtes de Somme///Mules, mulets et chevaux",Angleterre,87000,990000,,0
497,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Cuivre,Royaume d'Espagne,11000,1079000,,0
498,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,République de Gènes,27000,1079000,,0
499,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,Empire ottoman et barbarie,117000,1079000,,0
500,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,Royaume de Naples,82000,1079000,,0
501,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,Empire d'Autriche,16000,1079000,,0
502,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,Angleterre,198000,1079000,,0
503,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Cuivre,Colonies françaises,628000,1079000,,0
504,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Fers,Royaume d'Espagne,278000,2295000,,0
505,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Fers,République de Suisse,334000,2295000,,0
506,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Fers,Villes Anséatiques,37000,2295000,,0
507,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Fers,Royaume de Suède,19000,2295000,,0
508,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Fers,Milanie Toscane,23000,2295000,,0
509,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,République de Gènes,35000,2295000,,0
510,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Empire ottoman et barbarie,300000,2295000,,0
511,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Royaume de Naples,18000,2295000,,0
512,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Royaume de sardaigne,73000,2295000,,0
513,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Empire d'Autriche,33000,2295000,,0
514,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Angleterre,15000,2295000,,0
515,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Fers,Colonies françaises,1130000,2295000,,0
516,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Autres métaux,Royaume d'Espagne,11000,251000,,0
517,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Métaux///Autres métaux,Milanie Toscane,37000,251000,,0
518,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Autres métaux,République de Gènes,56000,251000,,0
519,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Autres métaux,Empire ottoman et barbarie,121000,251000,,0
520,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Autres métaux,Colonies françaises,26000,251000,,0
521,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Plomb,Empire ottoman et barbarie,156000,506000,,0
522,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Plomb,Royaume de Naples,110000,506000,,0
523,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Plomb,Royaume de Sardaigne,8000,506000,,0
524,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Plomb,République de Venise,6000,506000,,0
525,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,12,///Métaux///Plomb,Colonies françaises,226000,506000,,0
526,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Objets manufacturés///Bonneteries diverses,Royaume d'Espagne,492000,1684000,,0
527,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Objets manufacturés///Bonneteries diverses,Etats de l'Allemagne,30000,1684000,,0
528,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Objets manufacturés///Bonneteries diverses,République de Suisse,22000,1684000,,0
529,Fatima Zahra,AN F12 251,National/Résumé/AN/F_12_251/1789.csv,Résumé,1789,Exports,11,///Objets manufacturés///Bonneteries diverses,Etats-Unis d'amerique,31000,1684000,,0
