numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
99,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Marseille,Souffre,Angleterre ,3978,Livres,"0,16",636,"-0,48",16 livres le quintal
100,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Marseille,Sucre candi,Angleterre ,278,Livres,"1,5",417,0,
101,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Suif,Angleterre ,1276,Livres,"0,6",766,"0,4",60 livres le quintal
102,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Tamis,Angleterre ,228,Nombre,"1,3",296,"-0,4",
103,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toilles diverses,Angleterre ,,,,256,,
104,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Normandie,Toille de coton,Angleterre ,"295,5",Livres,8,2364,0,
105,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Normandie,Toille guinée blanche,Angleterre ,15,Pièces,40,600,0,
106,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Normandie,Toille guinée bleue,Angleterre ,32,Pièces,22,704,0,
107,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Normandie,Toille indienne,Angleterre ,161,Aunes,4,644,0,
108,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille indienne,Angleterre ,"43,5",Aunes,3,130,"-0,5",
109,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin,L'Espagne et les Etats de dépendance,360,Livres,4,1440,0,
110,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin,Angleterre ,21710,Livres,4,86840,0,
111,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin ditte d'anvers,Angleterre ,7492,Aunes,3,22476,0,
112,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin etroite,L'Espagne et les Etats de dépendance,764397,Aunes,,1681675,,Pas de prix unitaire
113,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin etroite,Angleterre ,141,Aunes,,310,,Pas de prix unitaire
114,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin etroite,La Hollande,1704,Aunes,,3750,,Pas de prix unitaire
115,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin large,L'Espagne et les Etats de dépendance,164667,Aunes,,396517,,Pas de prix unitaire
116,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin large,La Hollande,682,Aunes,,1125,,Pas de prix unitaire
117,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Lemaine,Toille royale de lin,Angleterre ,556,Aunes,,1715,,Pas de prix unitaire
118,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin galcienne,L'Espagne et les Etats de dépendance,341,Aunes,,450,,Pas de prix unitaire
119,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Lemaine,Toille de lin,Angleterre ,784,Aunes,3,2352,0,
120,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin ecrue,Angleterre ,91,Aunes,,120,,Pas de prix unitaire
121,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Lemaine,Toille 3/4 large,Angleterre ,438,Aunes,,579,,Pas de prix unitaire
122,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille laistoufaire,Angleterre ,80,Aunes,,320,,Pas de prix unitaire
123,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de lin pour embalages,Angleterre ,576,Aunes,"0,6",346,"0,4",
124,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,5,1789,Saint-Malo,Saint-Malo,Bretagne,Toille d'etoupe de lin ditte serpiliére,Angleterre ,29417,Aunes,,15532,,Pas de prix unitaire
125,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille Batiste,Angleterre ,"442,5",Aunes,10,4425,0,
126,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Normandie,Toille siamoise fil et coton,Angleterre ,1435,Aunes,4,5740,0,
127,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de chanvre ville de Halle,Angleterre ,295,Aunes,,390,,Pas de prix unitaire
128,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille de chanvre,Angleterre ,992,Aunes,,1309,,Pas de prix unitaire
129,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille à voile,L'Espagne et les Etats de dépendance,6136,Aunes,,14850,,Pas de prix unitaire
130,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille coutil,Angleterre ,39,Aunes,"3,5",136,"-0,5",
131,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Toille cirée,Angleterre ,242,Pièces,4,868,-100,
132,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bretagne,Verrerie diverse,Angleterre ,,,,180,,
133,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Normandie,Verres à boire,Angleterre ,,,,342,,
134,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bordeaux,Vin,Angleterre ,3500,Pintes,"0,25",1400,525,Erreur de calcul ; quantité 12 muids et 44 pintes
135,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bordeaux,Vinaigre,Angleterre ,9955,Pots,,1592,,34 muids et 163 pots
136,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bordeaux,Volaille,Angleterre ,,,,1584,,
137,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,6,1789,Saint-Malo,Saint-Malo,Bordeaux,Ustencils de pêche,Angleterre ,,,,353,,
138,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Beurre,Petites isles,3860,Livres,"0,6",2316,0,60 livres le quintal
139,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Beurre,Dunkerque,8650,Livres,"0,6",5190,0,60 livres le quintal
140,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Beurre,L'Espagne et les Etats de dépendance,4060,Livres,"0,6",2436,0,60 livres le quintal
141,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Beurre,Les 4 villes Anséatiques,1410,Livres,"0,6",846,0,60 livres le quintal
142,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Beurre,Flandre et Etats de l'empereur,38455,Livres,"0,6",23073,0,60 livres le quintal
143,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Bois feuillard,L'Espagne et les Etats de dépendance,,,,520,,
144,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Chaire salée (lard),L'Espagne et les Etats de dépendance,372,Livres,"0,35",130,"-0,2",35 livres le quintal
145,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Lyon,Chapeaux divers,L'Espagne et les Etats de dépendance,66,Nombre,12,782,-10,Erreur de calcul
146,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Lyon,Cuirs de génisses,L'Espagne et les Etats de dépendance,480,Nombre,,5616,,Pas de prix unitaire
147,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Lyon,Cuirs de génisses,Le Portugal,6117,Nombre,,82099,,Pas de prix unitaire
148,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Cuirs de vache tannés,Angleterre ,89,Livres,2,178,0,
149,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Eau de vie simple,Angleterre ,27,Veltes,6,162,0,216 pintes à 6 livres la velte
150,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Eau de vie simple,Le Dannemarck et Norvège,2289,Veltes,6,13734,0,63 muids et 168 pintes à 6 livres la velte
151,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Provence,Eau de vie simple,Le Dannemarck et Norvège,3578,Veltes,4,14312,0,99 muids et 112 pintes à 4 livres la velte
152,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Provence,Eau de vie simple,Etats unis de l'Amérique,482,Veltes,4,1928,0,13 muids et 112 pintes à 4 livres la velte
153,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Fruits secs (raisin),Angleterre ,2000,Livres,"0,15",300,0,15 livres le quintal
154,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Futailles vides,Petites isles,378,Nombre,"2,5",945,0,
155,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Graisse,Angleterre ,800,Livres,"0,4",320,0,
156,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Etranger,Marchandises à la valeur,Angleterre ,,,,400,,
157,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Miel,Angleterre ,815734,Livres,"0,25",203933,"-0,5",25 livres le quintal
158,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Miel,Les 4 villes Anséatiques,1400,Livres,"0,25",350,0,25 livres le quintal
159,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Miel,Flandre et Etats de l'empereur,65729,Livres,"0,25",16432,"-0,25",25 livres le quintal
160,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier commun,Angleterre ,72,Rames,"2,25",162,0,
161,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier batard fin,Le Portugal,5088,Rames,2,10176,0,
162,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier batard fin,La Hollande,4536,Rames,2,9072,0,
163,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier bulle blanche,Le Portugal,57754,Rames,"0,8",46203,"-0,2",
164,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier cru fin,Le Portugal,642,Rames,"3,25",2086,"-0,5",
165,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier cru fin,La Hollande,10946,Rames,"3,25",35574,"-0,5",
166,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier cru fin,Les 4 villes Anséatiques,5722,Rames,"3,25",18596,0,
167,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier petit gêne,Le Portugal,2576,Rames,"1,4",3606,"-0,4",
168,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier gêne fin,Le Portugal,11144,Rames,"1,5",16716,0,
169,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier gêne fin,La Hollande,9324,Rames,"1,5",13986,0,
170,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier grand raisin,La Hollande,2945,Rames,5,14725,0,
171,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier impérial,La Hollande,"36,5",Nombre,"7,5",274,"0,25",
172,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier étoille fin,La Portugal,800,Rames,"2,5",2000,0,
173,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Papier étoille fin,La Hollande,2728,Rames,"2,5",6820,0,
174,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Peaux veaux corroyées,La Hollande,127196,Livres,"1,8",228953,"0,2",
175,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Peaux en bazanne,Le Portugal,30,Douzaines,36,1080,0,
176,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Pierres en quartiers pour batisse,La Hollande,955,Tonneaux,10,9550,0,
177,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Tabac en côtes,Les 4 villes Anséatiques,957790,Livres,"0,07",67045,"-0,3",7 livres le quintal
178,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Tabac en poudre,L'Espagne et les Etats de dépendance,36,Livres,"3,6",130,"0,4",
179,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin blanche,Angleterre ,150,Aunes,"2,5",375,0,
180,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin crée large,L'Espagne et les Etats de dépendance,79800,Aunes,"1,6",127680,0,
181,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin entre large,L'Espagne et les Etats de dépendance,12800,Aunes,2,25600,0,
182,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille large (de lin),L'Espagne et les Etats de dépendance,15600,Aunes,"2,75",42900,0,
183,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille large (de lin),Le Portugal,10400,Aunes,"2,75",28600,0,
184,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin étroite,L'Espagne et les Etats de dépendance,54000,Aunes,2,108000,0,
185,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille gracienne,L'Espagne et les Etats de dépendance,829400,Aunes,"1,25",1036750,0,
186,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin de ménage,L'Espagne et les Etats de dépendance,50,Aunes,2,100,0,
187,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de lin de ménage,Etats unis de l'Amérique,106,Aunes,2,212,0,
188,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille Batiste,L'Espagne et les Etats de dépendance,"16,5",Livres,,992,,Pas de prix unitaire
189,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de chanvre à voile,Etats unis de l'Amérique,1250,Livres,,2200,,Pas de prix unitaire
190,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Bretagne,Toille de chanvre ditte de halle,Le Portugal,8886,Aunes,"1,45",12885,"0,3",
191,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Verre en bouteille,L'Espagne et les Etats de dépendance,600,Nombre,"0,36",216,0,
192,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Vin de Bordeaux,L'Espagne et les Etats de dépendance,60,Pintes,"0,5",30,0,
193,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Vin de Bordeaux,Angleterre ,2000,Pintes,"0,5",1000,0,6 muids et 272 pintes à 10 sous la pinte
194,Laura,AN F12 1666,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Exports – Saint-Malo.csv,National toutes directions partenaires manquants,Exports,8,1789,Saint-Malo,Morlaix,Normandie,Vin de Bordeaux,La Hollande,240,Pintes,"0,5",120,0,
