numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
1916,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fer ; vieux,Savoye,18,406205,5611,,,,0
1917,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fer ; vieux,Suisse,750,406205,5611,,,,0
1918,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Espagne,76144,156680,,,,,0
1919,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Hollande,50500,156680,,,,,0
1920,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Isles,140,156680,,,,,0
1921,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Italie,16836,156680,,,,,0
1922,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Nord,9700,156680,,,,,0
1923,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Feves,Savoye,3360,156680,,,,,0
1924,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Allemagne,24,226,,,,,0
1925,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Angleterre,11,226,,,,,0
1926,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Danemark,19,226,,,,,0
1927,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Flandre,60,226,,,,,0
1928,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Levant,79,226,,,,,0
1929,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Ficelle,Savoye,33,226,,,,,0
1930,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Danemark,52,6725,,,,,0
1931,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Espagne,23,6725,,,,,0
1932,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Flandre,63,6725,,,,,0
1933,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Geneve,287,6725,,,,,0
1934,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Hollande,25,6725,,,,,0
1935,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Isles,240,6725,,,,,0
1936,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Italie,711,6725,,,,,0
1937,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Levant,3232,6725,,,,,0
1938,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Figues,Savoye,2089,6725,,,,,0
1939,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; d'argent,Allemagne,250,259637,306,68831,,,0
1940,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; d'argent,Espagne,8,259637,306,68831,,,0
1941,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; d'argent,Savoye,48,259637,306,68831,,,0
1942,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; d'or,Allemagne,4146,259637,68831,,,,0
1943,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; or et argent,Allemagne,13629,259637,64349,68831,,,0
1944,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; or et argent,Hollande,33920,259637,64349,68831,,,0
1945,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; or et argent,Italie,16800,259637,64349,68831,,,0
1946,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; dorure ; or et argent faux,Flandre,30,259637,68831,,,,0
1947,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; blanc,Flandre,17848,259637,31554,107495,,,0
1948,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; blanc,Isles,414,259637,31554,107495,,,0
1949,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; blanc,Levant,13292,259637,31554,107495,,,0
1950,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; divers,Allemagne,7802,259637,59689,107495,,,0
1951,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; divers,Espagne,20334,259637,59689,107495,,,0
1952,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; divers,Hollande,135,259637,59689,107495,,,0
1953,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,64,Fil ; à coudre ; divers,Isles,20330,259637,59689,107495,,,0
1954,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; divers,Italie,4221,259637,59689,107495,,,0
1955,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; divers,Portugal,6266,259637,59689,107495,,,0
1956,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; divers,Savoye,336,259637,59689,107495,,,0
1957,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; divers,Suisse,265,259637,59689,107495,,,0
1958,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; épinal,Flandre,3246,259637,107495,,,,0
1959,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; de Rennes,Hollande,140,259637,13005,107495,,,0
1960,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; de Rennes,Isles,8718,259637,13005,107495,,,0
1961,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à coudre ; de Rennes,Portugal,4146,259637,13005,107495,,,0
1962,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chanvre,Allemagne,45,259637,548,,,,0
1963,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chanvre,Angleterre,302,259637,548,,,,0
1964,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chanvre,Flandre,171,259637,548,,,,0
1965,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chanvre,Savoye,30,259637,548,,,,0
1966,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Allemagne,10907,259637,32624,,,,0
1967,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Espagne,8982,259637,32624,,,,0
1968,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Flandre,2595,259637,32624,,,,0
1969,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Italie,7401,259637,32624,,,,0
1970,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Levant,834,259637,32624,,,,0
1971,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Savoye,1545,259637,32624,,,,0
1972,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de chevre,Suisse,360,259637,32624,,,,0
1973,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de coraillens,Levant,28339,259637,30564,,,,0
1974,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de coraillens,Savoye,2225,259637,30564,,,,0
1975,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; cru,Allemagne,17,259637,463,,,,0
1976,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; cru,Hollande,446,259637,463,,,,0
1977,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à dentelle,Espagne,3177,259637,,,,,0
1978,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; d'etoupe,Geneve,11,259637,,,,,0
1979,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; à folle,Isles,1012,259637,,,,,0
1980,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de lin ; divers,Angleterre,485,259637,4221,4221,,,0
1981,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,66,Fil ; de lin ; divers,Hollande,3736,259637,4221,4221,,,0
1982,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; en masse,Espagne,14,259637,,,,,0
1983,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de menage,Espagne,10,259637,,,,,0
1984,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de niord,Espagne,330,259637,,,,,0
1985,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; à papillon,Hollande,1735,259637,,,,,0
1986,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; retord,Flandre,5,259637,,,,,0
1987,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; à seme,Isles,7412,259637,,,,,0
1988,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; teint,Allemagne,170,259637,,,,,0
1989,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; à voile,Isles,1011,259637,,,,,0
1990,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de fer,Espagne,9527,20510,15431,,,,0
1991,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de fer,Flandre,11,20510,15431,,,,0
1992,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de fer,Geneve,250,20510,15431,,,,0
1993,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de fer,Levant,5473,20510,15431,,,,0
1994,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de fer,Savoye,170,20510,15431,,,,0
1995,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de liton,Allemagne,5,20510,5078,,,,0
1996,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de liton,Espagne,873,20510,5078,,,,0
1997,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Fil ; de liton,Isles,4200,20510,5078,,,,0
1998,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Filain,Isles,1500,0,,,,,0
1999,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,67,Filets ; d'espars,Isles,24000,0,24000,,,,0
2000,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Filozelle,Allemagne,13,1185,,,,,0
2001,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Filozelle,Italie,500,1185,,,,,0
2002,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Filozelle,Levant,672,1185,,,,,0
2003,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Finette,Espagne,9825,0,,,,,0
2004,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Allemagne,1300,42975,,,,,0
2005,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Espagne,5879,42975,,,,,0
2006,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Flandre,5568,42975,,,,,0
2007,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Geneve,450,42975,,,,,0
2008,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Italie,7355,42975,,,,,0
2009,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Nord,120,42975,,,,,0
2010,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Portugal,10423,42975,,,,,0
2011,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Savoye,6599,42975,,,,,0
2012,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Flanelle,Suisse,5280,42975,,,,,0
2013,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,Allemagne,65,25250,20784,,,,0
2014,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,Espagne,20000,25250,20784,,,,0
2015,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,Hollande,385,25250,20784,,,,0
2016,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,Portugal,54,25250,20784,,,,0
2017,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,Russie,80,25250,20784,,,,0
2018,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; artifficielles,suede,200,25250,20784,,,,0
2019,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; d'aspic,Italie,71,25250,2471,,,,0
2020,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; d'aspic,Levant,2400,25250,2471,,,,0
2021,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; de souffre,Geneve,699,25250,868,,,,0
2022,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; de souffre,Hollande,169,25250,868,,,,0
2023,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; de violette,Italie,448,25250,1127,,,,0
2024,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleurs ; de violette,Savoye,679,25250,1127,,,,0
2025,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleuret,Allemagne,2998,3803,,,,,0
2026,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleuret,Flandre,405,3803,,,,,0
2027,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Fleuret,Savoye,400,3803,,,,,0
2028,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Foin,Allemagne,12950,14000,,,,,0
2029,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Foin,Espagne,600,14000,,,,,0
2030,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,68,Foin,Savoye,450,14000,,,,,0
2031,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fort en diable,Espagne,697,0,,,,,0
2032,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fouets,Allemagne,15,0,,,,,0
2033,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Frange ; or et argent,Espagne,200,349,,,,,0
2034,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Frange ; or et argent,Flandre,148,349,,,,,0
2035,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Friperie,Allemagne,1053,1164,,,,,0
2036,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Friperie,Flandre,110,1164,,,,,0
2037,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Frize,Espagne,2172,0,,,,,0
2038,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fromage ; d'auvergne,Espagne,485,230643,1685,,,,0
2039,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fromage ; d'auvergne,Isles,1200,230643,1685,,,,0
2040,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fromage ; de Brie,Allemagne,502,230643,,,,,0
2041,Fatima Zahra,Montbret 155-1,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-1/1757.csv,Objet Général,1757,Exports,69,Fromage ; de chevre,Geneve,77,230643,84,,,,0
