Numéro de ligne,Data entry by,Source,Year,Import-Export,Sheet,Marchandises,Marchandise-Normalisée,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),,Leur Valeur (sub-total 2),Total,Remarks
462,Annick Davis,Montbret 849,1772,Import,24,Coloquinte,,Espagne,9 620,,,,,9 620,Idem
463,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Allemagne,5 199,5 199,,,,52 676,
464,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Espagne,5 349,5 349,,,,52 676,
465,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Italie,2 706,2 706,,,,52 676,
466,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Naples,1 485,1 485,,,,52 676,
467,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Gênes,28 678,28 678,,,,52 676,
468,Annick Davis,Montbret 849,1772,Import,24,Confitures,,Isles,13 482,9 259,,,,52 676,
469,Annick Davis,Montbret 849,1772,Import,24,Conterie,,Italie,5 855,5 855,,,,36 120,
470,Annick Davis,Montbret 849,1772,Import,24,Conterie,,Naples,3 000,3 000,,,,36 120,
471,Annick Davis,Montbret 849,1772,Import,24,Conterie,,Venise,27 265,27 265,,,,36 120,
472,Annick Davis,Montbret 849,1772,Import,24,Contra Hierva,,Italie,500,,,,,1 125,No value given
473,Annick Davis,Montbret 849,1772,Import,24,Coque Levant,,Italie,2 970,,,,,2 673,Idem
474,Annick Davis,Montbret 849,1772,Import,25,Corail; Brut,,Levant,12 485,,12 485,,,12 485,
475,Annick Davis,Montbret 849,1772,Import,25,Cordages; d'auf,,Espagne,61 830,6 183,16 079,,,63 780,
476,Annick Davis,Montbret 849,1772,Import,25,Cordages; d'auf,,Italie,98 960,9 896,16 079,,,63 780,
477,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Espagne,5 750,1 725,38 531,,,63 780,
478,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Italie,9 950,2 985,38 531,,,63 780,
479,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Naples,4 790,1 437,38 531,,,63 780,
480,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Levant,4 930,1 479,38 531,,,63 780,
481,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Russie,6 100,1 830,38 531,,,63 780,
482,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Savoye,22 585,24 775,38 531,,,63 780,
483,Annick Davis,Montbret 849,1772,Import,25,Cordages; de Chanvre,,Suède,12 287,4 300,38 531,,,63 780,
484,Annick Davis,Montbret 849,1772,Import,25,Cordages; d'Espars,,Espagne,1 310,9 170,,,,63 780,
485,Annick Davis,Montbret 849,1772,Import,25,Cordes à Boyaux,,Italie,1 069,6 414,,,,11 874,
486,Annick Davis,Montbret 849,1772,Import,25,Cordes à Boyaux,,Naples,910,5 460,,,,11 874,
487,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Boeuf,,Allemagne,9 085,1 817,5 478,,,48 027,
488,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Boeuf,,Angleterre,35 411,3 661,5 478,,,48 027,
489,Annick Davis,Montbret 849,1772,Import,25,Cornes; à Lanterne,,Flandre,2 414,7 167,13 144,,,48 027,
490,Annick Davis,Montbret 849,1772,Import,25,Cornes; à Lanterne,,Hollande,2 925,4 777,13 144,,,48 027,
491,Annick Davis,Montbret 849,1772,Import,25,Cornes; à Lanterne,,Nord,12 000,1 200,13 144,,,48 027,
492,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Mouton,,Espagne,69 660,6 966,22 891,,,48 027,
493,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Mouton,,Venise,7 740,7 740,22 891,,,48 027,
494,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Mouton,,Levant,25 500,2 550,22 891,,,48 027,
495,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Mouton,,Portugal,22 400,2 240,22 891,,,48 027,
496,Annick Davis,Montbret 849,1772,Import,25,Cornes; de Mouton,,Savoye,33 950,3 395,22 891,,,48 027,
497,Annick Davis,Montbret 849,1772,Import,25,Cornes; Platte,,Flandre,4 343,6 514,,,,48 027,
498,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Espagne,4 457,7 912,2 137 172,,,,No total given
499,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Naples,38 415,42 256,2 137 172,,,,Idem
500,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Gênes,2 250,2 475,2 137 172,,,,Idem
501,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Venise,2 230,2 453,2 137 172,,,,Idem
502,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Levant,1 883 345,2 071 679,2 137 172,,,,Idem
503,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Savoye,2 003,2 203,2 137 172,,,,Idem
504,Annick Davis,Montbret 849,1772,Import,25,Coton; Filé,,Suisse,4 097,8 194,2 137 172,,,,Idem
505,Annick Davis,Montbret 849,1772,Import,26,Coton; Filé,,Hollande,9 885,14 827,9 864 411,,,12 001 583,
506,Annick Davis,Montbret 849,1772,Import,26,Coton; Filé,,Levant,5 507 659,5 507 659,9 864 411,,,12 001 583,
507,Annick Davis,Montbret 849,1772,Import,26,Coton; Filé,,Portugal,372 565,555 277,9 864 411,,,12 001 583,
508,Annick Davis,Montbret 849,1772,Import,26,Coton; Filé,,Isles,2 815 242,3 786 648,9 864 411,,,12 001 583,
509,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Angleterre,262 696,21 540,,,,189 198,
510,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Espagne,19 750,1 580,,,,189 198,
511,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Flandre,335 505,30 445,,,,189 198,
512,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Hollande,1 308 076,114 956,,,,189 198,
513,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Italie,68 865,5 509,,,,189 198,
514,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Naples,13 300,1 197,,,,189 198,
515,Annick Davis,Montbret 849,1772,Import,26,Couperose,,Nord,87 945,13 971,,,,189 198,
516,Annick Davis,Montbret 849,1772,Import,26,Courdouaner,,Levant,6 266,,,,,1 566,No value given
517,Annick Davis,Montbret 849,1772,Import,26,Couteaux,,Hollande,9 140,,,,,13 710,Idem
518,Annick Davis,Montbret 849,1772,Import,26,Couvertures; de Coton,,Naples,13 650,20 475,27 069,,,,No total given
519,Annick Davis,Montbret 849,1772,Import,26,Couvertures; de Coton,,Levant,4 396,6 594,27 069,,,,Idem
520,Mohamed Chabih,Montbret 849,1772,Import,27,Crayons,,Hollande,14785,2217,,,,2217,
521,Mohamed Chabih,Montbret 849,1772,Import,27,Créme de tartre,,Hollande,9965,5080,,,,7605,
522,Mohamed Chabih,Montbret 849,1772,Import,27,Créme de tartre,,Naples,5050,2525,,,,7605,
523,Mohamed Chabih,Montbret 849,1772,Import,27,Creusets,,Hollande,,1190,,,,4146,
524,Mohamed Chabih,Montbret 849,1772,Import,27,Creusets,,Nord,9854,2956,,,,4146,
525,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Geneve,1592,1273,,,,55888,
526,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Hollande,31315,21670,,,,55888,
527,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Naples,12050,9037,,,,55888,
528,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Levant,7455,2091,,,,55888,
529,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Nord,19988,10854,,,,55888,
530,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Russie,12225,6112,,,,55888,
531,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Savoye,2435,1881,,,,55888,
532,Mohamed Chabih,Montbret 849,1772,Import,27,Crin,,Suisse,4243,2970,,,,55888,
533,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Angleterre,324,8520,3668810,,3692822,3745644,
534,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Espagne,56803,918689,3668810,,3692822,3745644,
535,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Hollande,25728,369292,3668810,,3692822,3745644,
536,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Genes,3211,44954,3668810,,3692822,3745644,
537,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Levant,104134,1457876,3668810,,3692822,3745644,
538,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Nord,4746,62414,3668810,,3692822,3745644,
539,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Portugal,16942,245793,3668810,,3692822,3745644,
540,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Savoye,231,3238,3668810,,3692822,3745644,
541,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Isles,36083,552790,3668810,,3692822,3745644,
542,Mohamed Chabih,Montbret 849,1772,Import,27,Cuir ; de beuf ; en poil,,Indes,437,5244,3668810,,3692822,3745644,
543,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de beuf ; tannés,,Flandre,667,24012,,,3692822,3745644,
544,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de Russie,,Hollande,4195,28377,46437,,,3745644,
545,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de Russie,,Levant,1440,1440,46437,,,3745644,
546,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de Russie,,Nord,15680,16620,46437,,,3745644,
547,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de vache ; en poil,,Hollande,503,5130,6385,,6385,3745644,
548,Mohamed Chabih,Montbret 849,1772,Import,28,Cuir ; de vache ; en poil,,Savoye,125,1255,6385,,6385,3745644,
549,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en batterie,,Allemagne,723,1132,1132,,,,
550,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; brun,,Allemagne,3008,3106,170719,,,,
551,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; brun,,Espagne,5036,5539,170719,,,,
552,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; brun,,Hollande,128899,128899,170719,,,,
553,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; brun,,Nord,14157,15572,170719,,,,
554,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; brun,,Suede,16036,17603,170719,,,,
555,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; forgé,,Allemagne,17952,28723,28723,,,,
556,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en feuilles,,Danemark,27273,35552,98959,,,,
557,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en feuilles,,Hollande,20323,26419,98959,,,,
558,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en feuilles,,Suisse,23118,36988,98959,,,,
559,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en fonos,,Suisse,4088,6132,6132,,,,
560,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en fourure,,Allemagne,380020,437658,551346,,,,
561,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en fourure,,Flandre,90950,113688,551346,,,,
562,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en hopitaux,,Hollande,3038,5468,5468,,,,
563,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; jaune,,Hollande,62767,87873,87873,,,,
564,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; en monnaye,,Nord,1865,1865,1865,,,,
565,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; ouvré,,Allemagne,4701,8781,42487,,,,
566,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; ouvré,,Flandre,908,1589,42487,,,,
567,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; ouvré,,Hollande,13818,22415,42487,,,,
568,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; ouvré,,Naples,5550,6050,42487,,,,
569,Mohamed Chabih,Montbret 849,1772,Import,28,Cuivre ; ouvré,,Levant,2435,3652,42487,,,,
570,Mohamed Chabih,Montbret 849,1772,Import,29,Dattes,,Levant,24220,4844,,,,4844,
571,Mohamed Chabih,Montbret 849,1772,Import,29,Degrau,,Espagne,36,6480,,,,6480,
572,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Flandre,9055,22637,184518,,,195875,
573,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Hollande,37801,94502,184518,,,195875,
574,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Italie,200,2000,184518,,,195875,
575,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Genes,2140,21400,184518,,,195875,
576,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Portugal,6510,16275,184518,,,195875,
577,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; d'elephant,,Isles,6212,27704,184518,,,195875,
578,Mohamed Chabih,Montbret 849,1772,Import,29,Dents ; de morphil,,Isles,5711,11357,,,,195875,
579,Kathleya Medina,Montbret 849,1772,Import,30,Dentelle; de fil; blanc,,Flandre,477,382050,395740,,,406860,
580,Kathleya Medina,Montbret 849,1772,Import,30,Dentelle; de fil; blanc,,Hollande,120,6000,,,,406860,
581,Kathleya Medina,Montbret 849,1772,Import,30,Dentelle; de fil; blanc,,Savoye,384,7690,,,,406860,
582,Kathleya Medina,Montbret 849,1772,Import,30,Dentelle; de fil; commune,,Suisse,71,,1420,,,406860,
583,Kathleya Medina,Montbret 849,1772,Import,30,Dentelle; de fil; grosse,,Suisse,194,,9700,,,406860,
584,Kathleya Medina,Montbret 849,1772,Import,30,Dorure fine,,Espagne,115,11500,,,,24000,
585,Kathleya Medina,Montbret 849,1772,Import,30,Dorure fine,,Savoye,125,12 500,,,,24 000,
586,Kathleya Medina,Montbret 849,1772,Import,31,Drap;de laine;d'Angleterre,,Angleterre,467,7 240,,,,,
587,Kathleya Medina,Montbret 849,1772,Import,31,Drap;de laine;d'Hollande,,Hollande,721,7 214,,,,,
588,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; bayette,,Hollande,61,1098,3018,,75094,89548,
589,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; bayette,,Nord,640,1920,3018,,75094,89548,
590,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; Oroguet,,Hollande,1762,5286,,,75094,89548,
591,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; furaine,,Allemagne,53,1590,,,75094,89548,
592,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Hollande,1920,11520,26130,,75094,89548,
593,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Italie,375,2250,26130,,75094,89548,
594,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Genes,190,1140,26130,,75094,89548,
595,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Levant,600,3600,26130,,75094,89548,
596,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Portugal,720,4320,26130,,75094,89548,
597,Mohamed Chabih,Montbret 849,1772,Import,32,Drap ; draperie ; ordinaire,,Savoye,550,3300,26130,,75094,89548,
598,Mohamed Chabih,Montbret 849,1772,Import,33,Drap ; draperie ; petite,,Genes,500,1500,7500,,75094,89548,
599,Mohamed Chabih,Montbret 849,1772,Import,33,Drap ; draperie ; petite,,Levant,750,2250,7500,,75094,89548,
600,Mohamed Chabih,Montbret 849,1772,Import,33,Drap ; draperie ; petite,,Savoye,1250,3750,7500,,75094,89548,
601,Mohamed Chabih,Montbret 849,1772,Import,33,Drap ; draperie ; ratine,,Genes,275,3300,31570,,75094,89548,
602,Mohamed Chabih,Montbret 849,1772,Import,33,Drap ; draperie ; ratine,,Hollande,2827,28270,31570,,75094,89548,
603,Mohamed Chabih,Montbret 849,1772,Import,33,Drapeaux ; vieux,,Espagne,16250,2437,,,,13936,
604,Mohamed Chabih,Montbret 849,1772,Import,33,Drapeaux ; vieux,,Portugal,123200,6165,,,,13936,
605,Mohamed Chabih,Montbret 849,1772,Import,33,Drapeaux ; vieux,,Savoye,35565,5334,,,,13936,
606,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Espagne,6640,6640,,,,235515,
607,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Hollande,86998,109556,,,,235515,
608,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Italie,1300,1300,,,,235515,
609,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Genes,3440,3440,,,,235515,
610,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Levant,29075,29075,,,,235515,
611,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Nord,42825,80250,,,,235515,
612,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Portugal,1220,1220,,,,235515,
613,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Savoye,2730,2730,,,,235515,
614,Mohamed Chabih,Montbret 849,1772,Import,33,Drogueries,,Suede,1304,1304,,,,235515,
615,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de cologne,,Flandre,,1733,,,,45809,no quantity
616,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de fleur d'orange,,Italie,10810,13046,34231,,,45809,
617,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de fleur d'orange,,Genes,26755,13377,34231,,,45809,
618,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de fleur d'orange,,Levant,12600,6300,34231,,,45809,
619,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de fleur d'orange,,Savoye,3770,1508,34231,,,45809,
620,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; forte,,Savoye,8025,8025,,,,45809,
621,Mohamed Chabih,Montbret 849,1772,Import,34,Eau ; de senteur,,Allemagne,1820,1820,,,,45809,
622,Mohamed Chabih,Montbret 849,1772,Import,34,Eau de vie,,Allemagne,24,5960,,,,3937340,
623,Mohamed Chabih,Montbret 849,1772,Import,34,Eau de vie,,Espagne,3299,,,,,,three quantities for spain
624,Mohamed Chabih,Montbret 849,1772,Import,34,Eau de vie,,Espagne,20154,,,,,,three quantities for spain
625,Mohamed Chabih,Montbret 849,1772,Import,34,Eau de vie,,Espagne,352902,3931380,,,,3937340,three quantities for spain
626,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de cahouanne,,Isles,673,2692,,,,59918,
627,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de poisson,,Allemagne,,6068,,,,59918,No quantity
628,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de tortue,,Espagne,1480,17760,51158,,,59918,
629,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de tortue,,Flandre,2682,21456,51158,,,59918,
630,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de tortue,,Hollande,670,6342,51158,,,59918,
631,Mohamed Chabih,Montbret 849,1772,Import,35,Ecailles ; de tortue,,Isles,700,5600,51158,,,59918,
632,Mohamed Chabih,Montbret 849,1772,Import,35,Echalats,,Allemagne,77,4640,,,,4640,
633,Mohamed Chabih,Montbret 849,1772,Import,35,Ecorce se chesne,,Allemagne,51,2039,,,,8609,
634,Mohamed Chabih,Montbret 849,1772,Import,35,Ecorce se chesne,,Flandre,2190,6570,,,,8609,
635,Mohamed Chabih,Montbret 849,1772,Import,35,Encens,,Levant,39250,23550,,,,23550,
636,Mohamed Chabih,Montbret 849,1772,Import,35,Epicerie,,Hollande,83016,189165,,,,207572,
637,Mohamed Chabih,Montbret 849,1772,Import,35,Epicerie,,Nord,8181,18407,,,,207572,
638,Mohamed Chabih,Montbret 849,1772,Import,35,Eponges,,Allemagne,4945,4945,,,,7920,
639,Mohamed Chabih,Montbret 849,1772,Import,35,Eponges,,Italie,2975,2975,,,,7920,
640,Mohamed Chabih,Montbret 849,1772,Import,35,Escabilles,,Flandre,20,2000,,,,2000,
641,Mohamed Chabih,Montbret 849,1772,Import,35,Escayottes,,Espagne,24000,2400,,,,38755,
642,Mohamed Chabih,Montbret 849,1772,Import,35,Escayottes,,Levant,363550,36355,,,,38755,
643,Mohamed Chabih,Montbret 849,1772,Import,35,Escortines,,Espagne,175,1050,,,,1050,
644,Mohamed Chabih,Montbret 849,1772,Import,35,Espars,,Espagne,1311,58400,,,,58400,
645,Mohamed Chabih,Montbret 849,1772,Import,35,Esprit ; de bergamotte,,Italie,100,1500,61500,,,84000,
646,Mohamed Chabih,Montbret 849,1772,Import,35,Esprit ; de bergamotte,,Naples,2950,53100,61500,,,84000,
647,Mohamed Chabih,Montbret 849,1772,Import,35,Esprit ; de bergamotte,,Genes,360,6900,61500,,,84000,
648,Mohamed Chabih,Montbret 849,1772,Import,35,Esprit ; de citron,,Savoye,1420,21300,,,,84000,
649,Mohamed Chabih,Montbret 849,1772,Import,35,Esprit ; de vin,,Espagne,4,1200,,,,84000,
650,Mohamed Chabih,Montbret 849,1772,Import,36,Estampes,,Allemagne,2200,13200,,,,39325,
651,Mohamed Chabih,Montbret 849,1772,Import,36,Estampes,,Angleterre,1876,18765,,,,39325,
652,Mohamed Chabih,Montbret 849,1772,Import,36,Estampes,,Flandre,92,7360,,,,39325,
653,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Angleterre,492080,418841,518576,,,621619,
654,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Espagne,6900,5175,518576,,,621619,
655,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Hollande,27728,25328,518576,,,621619,
656,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Italie,38330,28747,518576,,,621619,
657,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Naples,13736,12552,518576,,,621619,
658,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Genes,25900,19425,518576,,,621619,
659,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Nord,6919,5296,518576,,,621619,
660,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Savoye,3032,2122,518576,,,621619,
661,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; en bloc,,Suisse,1090,1090,518576,,,621619,
662,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; des indes,,Hollande,71457,89321,,,,621619,
663,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; ouvré,,Flandre,10455,10455,,,,621619,
664,Mohamed Chabih,Montbret 849,1772,Import,36,Etaim ; vieux,,Allemagne,3290,3267,,,,621619,
665,Mohamed Chabih,Montbret 849,1772,Import,36,Estrasse ; de savoye,,Levant,70540,17635,,,,17635,
666,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Espagne,235,9400,609800,,1854660,1888230,
667,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Hollande,450,18000,609800,,1854660,1888230,
668,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Italie,2515,100600,609800,,1854660,1888230,
669,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Naples,3039,121560,609800,,1854660,1888230,
670,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Genes,3849,153960,609800,,1854660,1888230,
671,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Levant,1955,78200,609800,,1854660,1888230,
672,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; diverses,,Savoye,3202,128080,609800,,1854660,1888230,
673,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; des Indes,,Danemark,25,1000,215650,,1854660,1888230,
674,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; des Indes,,Indes,2338,214650,215650,,1854660,1888230,
675,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; de Levant,,Levant,5183,207320,,,1854660,1888230,
676,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; satin,,Levant,4365,130950,,,1854660,1888230,
677,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; caffetas,,Indes,60,4200,,,1854660,1888230,
678,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; velour,,Italie,29,11600,664000,,1854660,1888230,
679,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; velour,,Naples,10,4000,664000,,1854660,1888230,
680,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; velour,,Genes,1611,644400,664000,,1854660,1888230,
681,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; velour,,Savoye,10,4000,664000,,1854660,1888230,
682,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; voile,,Italie,393,15720,22740,,1854660,1888230,
683,Mohamed Chabih,Montbret 849,1772,Import,37,Etoffe ; de soye ; voile,,Savoye,156,7020,22740,,1854660,1888230,
684,Mohamed Chabih,Montbret 849,1772,Import,38,Etoffe ;merlée de soye ; peluche,,Hollande,2547,12735,,,12735,1888230,
685,Mohamed Chabih,Montbret 849,1772,Import,39,Etoffe ; de coton ; cotonne,,Espagne,230,9200,14435,,14435,1888230,
686,Mohamed Chabih,Montbret 849,1772,Import,39,Etoffe ; de coton ; cotonne,,Levant,410,3450,14435,,14435,1888230,
687,Mohamed Chabih,Montbret 849,1772,Import,39,Etoffe ; de coton ; cotonne,,Portugal,595,1785,14435,,14435,1888230,
688,Mohamed Chabih,Montbret 849,1772,Import,39,Etoffe ; de poil ; callemande,,Flandre,8,6400,6400,,,1888230,
689,Mohamed Chabih,Montbret 849,1772,Import,40,Farine,,Angleterre,2813963,524879,,,,595799,
690,Mohamed Chabih,Montbret 849,1772,Import,40,Farine,,Naples,66600,13320,,,,595799,
691,Mohamed Chabih,Montbret 849,1772,Import,40,Farine,,Portugal,288000,57600,,,,595799,
692,Mohamed Chabih,Montbret 849,1772,Import,40,Faux à faucher,,Geneve,8549,6411,,,,72579,
693,Mohamed Chabih,Montbret 849,1772,Import,40,Faux à faucher,,Hollande,,1470,,,,72579,No quantity
694,Mohamed Chabih,Montbret 849,1772,Import,40,Faux à faucher,,Nord,107830,64698,,,,72579,
695,Mohamed Chabih,Montbret 849,1772,Import,40,Fayance,,Allemagne,39695,19846,,,,22719,
696,Mohamed Chabih,Montbret 849,1772,Import,40,Fayance,,Hollande,5746,2873,,,,22719,
697,Mohamed Chabih,Montbret 849,1772,Import,40,Fer ; en aners,,Espagne,96792,27066,,,,4337768,
698,Mohamed Chabih,Montbret 849,1772,Import,40,Fer ; en barres,,Allemagne,1754385,263157,3462967,,,4337768,
699,Mohamed Chabih,Montbret 849,1772,Import,40,Fer ; en barres,,Danemark,359166,57732,3462967,,,4337768,
700,Mohamed Chabih,Montbret 849,1772,Import,40,Fer ; en barres,,Espagne,6122853,1086965,3462967,,,4337768,
