Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantités,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Mohamed Chabih,Montbret 849,1772,16,Brique,Hollande,25,1 875,,,57 371,
Mohamed Chabih,Montbret 849,1772,16,Brique,Nord,48,1 251,,,57 371,
Mohamed Chabih,Montbret 849,1772,16,Brosseries,Hollande,13 776,,,,13 788,
Mohamed Chabih,Montbret 849,1772,16,Brun rouge,Espagne,255 200,6 380,,,13 539,
Mohamed Chabih,Montbret 849,1772,16,Brun rouge,Hollande,75 345,7 159,,,13 539,
Mohamed Chabih,Montbret 849,1772,16,Brustes à tisserond,Savoye,3 060,,,,2 295,
Mohamed Chabih,Montbret 849,1772,17,Cabarets vernis,Indes,774,,,,6 192,
Mohamed Chabih,Montbret 849,1772,17,Cacao,Espagne,184 587,292 558,,,1 995 748,
Mohamed Chabih,Montbret 849,1772,17,Cacao,Hollande,101 370,159 793,,,1 995 748,
Mohamed Chabih,Montbret 849,1772,17,Cacao,Italie,1 039,1 350,,,1 995 748,
Mohamed Chabih,Montbret 849,1772,17,Cacao,Portugal,70 956,52 653,,,1 995 748,
Mohamed Chabih,Montbret 849,1772,17,Cacao,Isles,1 292 530,1 489 394,,,1 995 748,
Mohamed Chabih,Montbret 849,1772,17,Cadenats,Hollande,1 592,,,,1 273,
Mohamed Chabih,Montbret 849,1772,17,Caffé; de Bourbon,Indes,493 403,445 093,,,41 539 985,Forgotten line
Mohamed Chabih,Montbret 849,1772,17,Caffé; des Isles,Allemagne,1 221,1 709,,,41 539 985,
Mohamed Chabih,Montbret 849,1772,17,Caffé; des Isles,Hollande,6 480,3 888,,,41 539 985,
Mohamed Chabih,Montbret 849,1772,17,Caffé; des Isles,Genes,1 775,1 065,,,41 539 985,
Mohamed Chabih,Montbret 849,1772,17,Caffé; des Isles,Suisse,5 229,5 751,,,41 539 985,
Mohamed Chabih,Montbret 849,1772,17,Caffé; des Isles,Isles,69 982 987,41 527 572,,,41 539 985,
Mohamed Chabih,Montbret 849,1772,17,Caffé; du levant,Levant,470 586,,,,705 879,
Mohamed Chabih,Montbret 849,1772,17,Caffetières,Levant,898,,,,32 220,
Mohamed Chabih,Montbret 849,1772,17,Camphre,Allemagne,700,1 750,,,6 170,
Mohamed Chabih,Montbret 849,1772,17,Camphre,Hollande,2 014,4 420,,,6 170,
Mohamed Chabih,Montbret 849,1772,18,Canefice,Isles,121908,,,,30239,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Espagne,425,5100,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Hollande,48812,514524,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Italie,100,1000,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Genes,2550,25500,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Savoye,300,2600,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Canelle,Indes,58597,416183,,,958907,
Mohamed Chabih,Montbret 849,1772,18,Cannes à main,Hollande,740,,,,11100,
Mohamed Chabih,Montbret 849,1772,18,Cannettes en grez,Hollande,61687,,,,14441,
Mohamed Chabih,Montbret 849,1772,18,Canon en fer,Espagne,130000,26000,,,74055,
Mohamed Chabih,Montbret 849,1772,18,Canon en fer,Hollande,104,20800,,,74055,
Mohamed Chabih,Montbret 849,1772,18,Canon en fer,Nord,12000,1800,,,74055,
Mohamed Chabih,Montbret 849,1772,18,Canon en fer,Savoye,36,7200,,,74055,
Mohamed Chabih,Montbret 849,1772,18,Canon en fer,Suede,121700,18255,,,74055,
Mohamed Chabih,Montbret 849,1772,18,Cantarides,Italie,1150,3450,,,11770,
Mohamed Chabih,Montbret 849,1772,18,Cantarides,Naples,440,1320,,,11770,
Mohamed Chabih,Montbret 849,1772,18,Cantarides,Savoye,1400,7000,,,11770,
Mohamed Chabih,Montbret 849,1772,18,Capres,Espagne,11623,8165,,,9515,
Mohamed Chabih,Montbret 849,1772,18,Capres,Genes,1800,1350,,,9515,
Mohamed Chabih,Montbret 849,1772,18,Carabé,Hollande,2015,,,,2418,
Mohamed Chabih,Montbret 849,1772,18,Cardes à carder,Hollande,2885,,,,6058,
Mohamed Chabih,Montbret 849,1772,18,Carosses,Flandre,2,,,,6000,
Mohamed Chabih,Montbret 849,1772,19,Carzé,Hollande,456,5472,,,19836,
Mohamed Chabih,Montbret 849,1772,19,Carzé,Isles,1197,14364,,,19836,
Mohamed Chabih,Montbret 849,1772,19,Carzeaux de marbre,Espagne,5000,5000,12808,,16866,
Mohamed Chabih,Montbret 849,1772,19,Carzeaux de marbre,Italie,3320,3320,12808,,16866,
Mohamed Chabih,Montbret 849,1772,19,Carzeaux de marbre,Genes,4488,4488,12808,,16866,
Mohamed Chabih,Montbret 849,1772,19,Carzeaux de terre,Allemagne,43570,1633,4058,,16866,
Mohamed Chabih,Montbret 849,1772,19,Carzeaux de terre,Espagne,97000,2425,4058,,16866,
Mohamed Chabih,Montbret 849,1772,19,Carrouge,Genes,21700,,,,1085,
Mohamed Chabih,Montbret 849,1772,19,Cartes à jouer,Genes,4100,,,,8200,
Mohamed Chabih,Montbret 849,1772,19,Cassiatignea,Hollande,317,,,,1376,
Mohamed Chabih,Montbret 849,1772,19,Caves garnies,Hollande,4040,,,,21205,
Mohamed Chabih,Montbret 849,1772,19,Cauris,Hollande,196000,147000,,,463144,
Mohamed Chabih,Montbret 849,1772,19,Cauris,Indes,321525,316144,,,463144,
Mohamed Chabih,Montbret 849,1772,19,Cedras,Genes,15960,1596,,,4836,
Mohamed Chabih,Montbret 849,1772,19,Cedras,Savoye,1800,3240,,,4836,
Mohamed Chabih,Montbret 849,1772,19,Cendre casseaux,Nord,79,,,,34760,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Espagne,15500,1085,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Italie,61500,4305,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Naples,6919000,414330,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Gennes,16190,1133,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Levant,380710,19035,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre commune,Savoye,58020,5802,,,445690,
Mohamed Chabih,Montbret 849,1772,19,Cendre gravelle,Allemagne,82635,103293,,,105793,
Mohamed Chabih,Montbret 849,1772,19,Cendre gravelle,Italie,17000,2500,,,105793,
Mohamed Chabih,Montbret 849,1772,19,Cendre poreuse,Allemagne,153077,56680,,,807160,
Mohamed Chabih,Montbret 849,1772,19,Cendre poreuse,Flandre,89945,37309,,,807160,
Mohamed Chabih,Montbret 849,1772,19,Cendre poreuse,Hollande,88104,31091,,,807160,
Mohamed Chabih,Montbret 849,1772,19,Cendre poreuse,Italie,121000,36300,,,807160,
Mohamed Chabih,Montbret 849,1772,19,Cendre poreuse,Naples,9600,1920,,,807160,
Mohamed Chabih,Montbret 849,1772,20,Cendre potasse,Genes,5460,1092,203187,,807160,
Mohamed Chabih,Montbret 849,1772,20,Cendre potasse,Nord,117310,38795,203187,,807160,
Mohamed Chabih,Montbret 849,1772,20,Cendre vedasse,Flandre,7000,3500,17730,,807160,
Mohamed Chabih,Montbret 849,1772,20,Cendre vedasse,Hollande,28460,14230,17730,,807160,
Mohamed Chabih,Montbret 849,1772,20,Cerdes à tonneaux,Allemagne,384731,,9299,,110375,
Mohamed Chabih,Montbret 849,1772,20,Cerdes à tonneaux,Flandre,40700,,1526,,110375,
Mohamed Chabih,Montbret 849,1772,20,Cerdes à tonneaux,Naples,700,,28000,,110375,
Mohamed Chabih,Montbret 849,1772,20,Cerdes à tonneaux,Genes,1788,,71550,,110375,
Mohamed Chabih,Montbret 849,1772,20,Ceruze,Flandre,9725,,1945,,374825,
Mohamed Chabih,Montbret 849,1772,20,Ceruze,Hollande,1778029,,372880,,374825,
Mohamed Chabih,Montbret 849,1772,20,Champignons,Genes,600,,,,1200,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Allemagne,9207,,4603,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Angleterre,48622,,24234,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Espagne,2010,,1102,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Hollande,2360,,1028,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Italie,5920,,2960,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Russie,3600,,1440,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chandelles,Savoye,29492,,11796,,47163,
Mohamed Chabih,Montbret 849,1772,20,Chanvre battu,Savoye,246000,,,,98400,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Espagne,28400,,7853,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Hollande,930280,,261552,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Italie,1056820,,211364,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Naples,93200,,18640,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Genes,48385,,9677,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Nord,1272824,,361406,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Russie,4716314,,1208531,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Savoye,341317,,68263,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre cru,Suede,370757,,111227,,2258513,
Mohamed Chabih,Montbret 849,1772,20,Chanvre peigné,Allemagne,7578,,7578,,127022,
Mohamed Chabih,Montbret 849,1772,20,Chanvre peigné,Hollande,13120,,2361,,127022,
Mohamed Chabih,Montbret 849,1772,20,Chanvre peigné,Naples,18872,,9436,,127022,
Mohamed Chabih,Montbret 849,1772,20,Chanvre peigné,Russie,296500,,106592,,127022,
Mohamed Chabih,Montbret 849,1772,20,Chanvre peigné,Savoye,2110,,1055,,127022,
Mohamed Chabih,Montbret 849,1772,21,Chanvre ; en rames,Hollande,205940,54308,278832,,2762767,
Mohamed Chabih,Montbret 849,1772,21,Chanvre ; en rames,Nord,211000,63300,278832,,2762767,
Mohamed Chabih,Montbret 849,1772,21,Chanvre ; en rames,Russie,575800,161224,278832,,2762767,
Mohamed Chabih,Montbret 849,1772,21,Chapeaux ; en paille,allemagne,663,1989,8673,,8673,
Mohamed Chabih,Montbret 849,1772,21,Chapeaux ; en paille,Italie,557,6684,8673,,8673,
Annick Davis,Montbret 849,1772,22,Charbon; de bois,Allemagne,1 028,41 130,85 369,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de bois,Italie,187 050,28 057,85 369,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de bois,Naples,80 000,12 000,85 369,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de bois,Savoye,246,4 182,85 369,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de terre,Allemagne,13 050,52 200,1 605 535,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de terre,Angleterre,11 262,549 060,1 605 535,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de terre,Angleterre,8 929,549 060,1 605 535,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de terre,Flandre,159 525,957 150,1 605 535,,1 690 904,
Annick Davis,Montbret 849,1772,22,Charbon; de terre,Hollande,1 885 000,47 125,1 605 535,,1 690 904,
Annick Davis,Montbret 849,1772,22,Chaux,Allemagne,211,2 637,,,5 487,
Annick Davis,Montbret 849,1772,22,Chaux,Flandre,95,2 850,,,5 487,
Annick Davis,Montbret 849,1772,22,Chevaux,Allemagne,600,90 500,,,586 985,
Annick Davis,Montbret 849,1772,22,Chevaux,Angleterre,576,283 200,,,586 985,
Annick Davis,Montbret 849,1772,22,Chevaux,Flandre,226,133 830,,,586 985,
Annick Davis,Montbret 849,1772,22,Chevaux,Nord,21,6 300,,,586 985,
Annick Davis,Montbret 849,1772,22,Chevaux,Savoye,298,33 685,,,586 985,
Annick Davis,Montbret 849,1772,22,Chevaux,Suisse,275,39 920,,,586 985,
Annick Davis,Montbret 849,1772,22,Cheveux,Italie,200,,,,4 000,No value given
Annick Davis,Montbret 849,1772,22,Chèvres,Savoye,896,,,,6 572,No value given
Annick Davis,Montbret 849,1772,22,Chicotin,Nord,1 096,,,,1 644,No value given
Annick Davis,Montbret 849,1772,22,Chiena,Angleterre,307,,,,3 070,No value given
Annick Davis,Montbret 849,1772,22,Chocolat,Espagne,3 594,8 868,,,26 014,
Annick Davis,Montbret 849,1772,22,Chocolat,Italie,6 560,13 120,,,26 014,
Annick Davis,Montbret 849,1772,22,Chocolat,Naples,920,1 840,,,26 014,
Annick Davis,Montbret 849,1772,23,Chocolat,Gênes,555,1 110,,,26 014,
Annick Davis,Montbret 849,1772,23,Chocolat,Savoye,538,1 076,,,26 014,
Annick Davis,Montbret 849,1772,23,Cinabre,Hollande,9 064,,,,36 052,No value given
Annick Davis,Montbret 849,1772,23,Cire; Blanche,Nord,2 032,4 064,,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; à Cachetter,Savoye,250,1 250,,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Angleterre,3 453,5 372,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Hollande,15 345,26 184,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Italie,685,1 027,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Naples,12 464,18 696,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Gênes,47 449,71 173,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Levant,983 216,1 474 824,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Nord,335 934,651 193,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Russie,15 966,31 299,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Cire; Jaune,Isles,5 241,7 861,2 287 629,,2 292 943,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Espagne,3 065 355,186 457,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Flandre,167 300,12 785,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Italie,9 439,360 833,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Gênes,2 792,41 883,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Levant,207,3 105,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Portugal,2 125,113 102,,,748 982,
Annick Davis,Montbret 849,1772,23,Citrons et Oranges,Savoye,2 054,30 817,,,748 982,
Annick Davis,Montbret 849,1772,23,Civadilles,Italie,1 140,2 280,,,4 330,
Annick Davis,Montbret 849,1772,23,,Gênes,2 050,2 050,,,4 330,
Annick Davis,Montbret 849,1772,23,Clous; de Fer,Allemagne,310 376,77 594,211 124,,211 124,
Annick Davis,Montbret 849,1772,23,Clous; de Fer,Espagne,6 921,1 961,211 124,,211 124,
Annick Davis,Montbret 849,1772,23,Clous; de Fer,Flandre,37 917,9 479,211 124,,211 124,
Annick Davis,Montbret 849,1772,23,Clous; de Fer,Hollande,281 057,72 342,211 124,,211 124,
Annick Davis,Montbret 849,1772,23,Clous; de Fer,Suède,198 745,49 748,211 124,,211 124,
Annick Davis,Montbret 849,1772,24,Cochenille,Angleterre,5 235,154 305,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Espagne,228 401,4 872 168,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Flandre,800,24 000,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Hollande,611,18 032,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Italie,625,11 250,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Naples,610,10 980,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cochenille,Gênes,8 690,156 420,,,5 247 155,
Annick Davis,Montbret 849,1772,24,Cocons de Soye,Italie,1 500,2 250,,,243 100,
Annick Davis,Montbret 849,1772,24,Cocons de Soye,Gênes,11 150,16 725,,,243 100,
Annick Davis,Montbret 849,1772,24,Cocons de Soye,Levant,3 355,5 032,,,243 100,
Annick Davis,Montbret 849,1772,24,Cocons de Soye,Savoye,146 062,219 093,,,243 100,
Annick Davis,Montbret 849,1772,24,Cocos,Portugal,150 000,,,,18 750,No value given
Annick Davis,Montbret 849,1772,24,Colle; Forte,Flandre,10 010,5 748,137 384,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; Forte,Hollande,253 005,129 775,137 384,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; Forte,Suisse,4 554,1 861,137 384,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; de Poisson,Flandre,725,4 350,46 297,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; de Poisson,Hollande,7 785,36 237,46 297,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; de Poisson,Nord,782,3 910,46 297,,183 681,
Annick Davis,Montbret 849,1772,24,Colle; de Poisson,Russie,360,1 800,46 297,,183 681,
Annick Davis,Montbret 849,1772,24,Colombine,Espagne,392 110,,,,19 605,No value given
Annick Davis,Montbret 849,1772,24,Coloquinte,Espagne,9 620,,,,9 620,Idem
Annick Davis,Montbret 849,1772,24,Confitures,Allemagne,5 199,5 199,,,52 676,
Annick Davis,Montbret 849,1772,24,Confitures,Espagne,5 349,5 349,,,52 676,
Annick Davis,Montbret 849,1772,24,Confitures,Italie,2 706,2 706,,,52 676,
Annick Davis,Montbret 849,1772,24,Confitures,Naples,1 485,1 485,,,52 676,
Annick Davis,Montbret 849,1772,24,Confitures,Gênes,28 678,28 678,,,52 676,
Annick Davis,Montbret 849,1772,24,Confitures,Isles,13 482,9 259,,,52 676,
Annick Davis,Montbret 849,1772,24,Conterie,Italie,5 855,5 855,,,36 120,
Annick Davis,Montbret 849,1772,24,Conterie,Naples,3 000,3 000,,,36 120,
Annick Davis,Montbret 849,1772,24,Conterie,Venise,27 265,27 265,,,36 120,
Annick Davis,Montbret 849,1772,24,Contra Hierva,Italie,500,,,,1 125,No value given
Annick Davis,Montbret 849,1772,24,Coque Levant,Italie,2 970,,,,2 673,Idem
Annick Davis,Montbret 849,1772,25,Corail; Brut,Levant,12 485,,12 485,,12 485,
Annick Davis,Montbret 849,1772,25,Cordages; d'auf,Espagne,61 830,6 183,16 079,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; d'auf,Italie,98 960,9 896,16 079,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Espagne,5 750,1 725,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Italie,9 950,2 985,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Naples,4 790,1 437,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Levant,4 930,1 479,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Russie,6 100,1 830,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Savoye,22 585,24 775,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; de Chanvre,Suède,12 287,4 300,38 531,,63 780,
Annick Davis,Montbret 849,1772,25,Cordages; d'Espars,Espagne,1 310,9 170,,,63 780,
Annick Davis,Montbret 849,1772,25,Cordes à Boyaux,Italie,1 069,6 414,,,11 874,
Annick Davis,Montbret 849,1772,25,Cordes à Boyaux,Naples,910,5 460,,,11 874,
Annick Davis,Montbret 849,1772,25,Cornes; de Boeuf,Allemagne,9 085,1 817,5 478,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Boeuf,Angleterre,35 411,3 661,5 478,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; à Lanterne,Flandre,2 414,7 167,13 144,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; à Lanterne,Hollande,2 925,4 777,13 144,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; à Lanterne,Nord,12 000,1 200,13 144,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Mouton,Espagne,69 660,6 966,22 891,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Mouton,Venise,7 740,7 740,22 891,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Mouton,Levant,25 500,2 550,22 891,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Mouton,Portugal,22 400,2 240,22 891,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; de Mouton,Savoye,33 950,3 395,22 891,,48 027,
Annick Davis,Montbret 849,1772,25,Cornes; Platte,Flandre,4 343,6 514,,,48 027,
Annick Davis,Montbret 849,1772,25,Coton; Filé,Espagne,4 457,7 912,2 137 172,,,No total given
Annick Davis,Montbret 849,1772,25,Coton; Filé,Naples,38 415,42 256,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,25,Coton; Filé,Gênes,2 250,2 475,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,25,Coton; Filé,Venise,2 230,2 453,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,25,Coton; Filé,Levant,1 883 345,2 071 679,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,25,Coton; Filé,Savoye,2 003,2 203,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,25,Coton; Filé,Suisse,4 097,8 194,2 137 172,,,Idem
Annick Davis,Montbret 849,1772,26,Coton; Filé,Hollande,9 885,14 827,9 864 411,,12 001 583,
Annick Davis,Montbret 849,1772,26,Coton; Filé,Levant,5 507 659,5 507 659,9 864 411,,12 001 583,
Annick Davis,Montbret 849,1772,26,Coton; Filé,Portugal,372 565,555 277,9 864 411,,12 001 583,
Annick Davis,Montbret 849,1772,26,Coton; Filé,Isles,2 815 242,3 786 648,9 864 411,,12 001 583,
Annick Davis,Montbret 849,1772,26,Couperose,Angleterre,262 696,21 540,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Espagne,19 750,1 580,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Flandre,335 505,30 445,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Hollande,1 308 076,114 956,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Italie,68 865,5 509,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Naples,13 300,1 197,,,189 198,
Annick Davis,Montbret 849,1772,26,Couperose,Nord,87 945,13 971,,,189 198,
Annick Davis,Montbret 849,1772,26,Courdouaner,Levant,6 266,,,,1 566,No value given
Annick Davis,Montbret 849,1772,26,Couteaux,Hollande,9 140,,,,13 710,Idem
Annick Davis,Montbret 849,1772,26,Couvertures; de Coton,Naples,13 650,20 475,27 069,,,No total given
Annick Davis,Montbret 849,1772,26,Couvertures; de Coton,Levant,4 396,6 594,27 069,,,Idem
Mohamed Chabih,Montbret 849,1772,27,Crayons,Hollande,14785,2217,,,2217,
Mohamed Chabih,Montbret 849,1772,27,Créme de tartre,Hollande,9965,5080,,,7605,
Mohamed Chabih,Montbret 849,1772,27,Créme de tartre,Naples,5050,2525,,,7605,
Mohamed Chabih,Montbret 849,1772,27,Creusets,Hollande,,1190,,,4146,
Mohamed Chabih,Montbret 849,1772,27,Creusets,Nord,9854,2956,,,4146,
Mohamed Chabih,Montbret 849,1772,27,Crin,Geneve,1592,1273,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Hollande,31315,21670,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Naples,12050,9037,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Levant,7455,2091,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Nord,19988,10854,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Russie,12225,6112,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Savoye,2435,1881,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Crin,Suisse,4243,2970,,,55888,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Angleterre,324,8520,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Espagne,56803,918689,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Hollande,25728,369292,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Genes,3211,44954,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Levant,104134,1457876,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Nord,4746,62414,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Portugal,16942,245793,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Savoye,231,3238,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Isles,36083,552790,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,27,Cuir ; de beuf ; en poil,Indes,437,5244,3668810,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de beuf ; tannés,Flandre,667,24012,,3692822,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de Russie,Hollande,4195,28377,46437,,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de Russie,Levant,1440,1440,46437,,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de Russie,Nord,15680,16620,46437,,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de vache ; en poil,Hollande,503,5130,6385,6385,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuir ; de vache ; en poil,Savoye,125,1255,6385,6385,3745644,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en batterie,Allemagne,723,1132,1132,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; brun,Allemagne,3008,3106,170719,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; brun,Espagne,5036,5539,170719,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; brun,Hollande,128899,128899,170719,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; brun,Nord,14157,15572,170719,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; brun,Suede,16036,17603,170719,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; forgé,Allemagne,17952,28723,28723,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en feuilles,Danemark,27273,35552,98959,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en feuilles,Hollande,20323,26419,98959,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en feuilles,Suisse,23118,36988,98959,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en fonos,Suisse,4088,6132,6132,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en fourure,Allemagne,380020,437658,551346,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en fourure,Flandre,90950,113688,551346,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en hopitaux,Hollande,3038,5468,5468,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; jaune,Hollande,62767,87873,87873,,,
Mohamed Chabih,Montbret 849,1772,28,Cuivre ; en monnaye,Nord,1865,1865,1865,,,
