numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,remarks,DoubleAccounts
1781,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,153,Graine ; de chanvre,Suisse,2961,193685,,0
1782,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,153,Graine ; d'esparecille,Savoye,343,193685,,0
1783,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,153,Graine ; de fenoüil,Italie,150,193685,,0
1784,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,153,Graine ; de fenoüil,Suisse,354,193685,,0
1785,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,153,Graine ; de foin,Savoye,97,193685,,0
1786,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de genièvre,Angleterre,20,193685,,0
1787,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de genièvre,Flandre,11040,193685,,0
1788,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de genièvre,Hollande,12225,193685,,0
1789,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Allemagne,478,193685,,0
1790,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Espagne,550,193685,,0
1791,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Flandre,710,193685,,0
1792,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Hollande,7011,193685,,0
1793,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Italie,5005,193685,,0
1794,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Nord,79,193685,,0
1795,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Savoye,1286,193685,,0
1796,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Suède,1240,193685,,0
1797,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de Jardin,Suisse,1278,193685,,0
1798,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; jaune,Hollande,1844,193685,,0
1799,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; jaune,Nord,926,193685,,0
1800,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; jaune,Savoye,3,193685,,0
1801,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de laitüe,Hollande,5504,193685,,0
1802,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de lin,Angleterre,54968,193685,,0
1803,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de lin,Danemark,50,193685,,0
1804,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de lin,Espagne,7,193685,,0
1805,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de lin,Hollande,67247,193685,,0
1806,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de luzerne,Angleterre,198,193685,,0
1807,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de luzerne,Nord,25,193685,,0
1808,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de luzerne,Savoye,9,193685,,0
1809,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de luzerne,Suisse,79,193685,,0
1810,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de moutarde,Angleterre,426,193685,,0
1811,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de moutarde,Danemark,27,193685,,0
1812,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de moutarde,Espagne,72,193685,,0
1813,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de moutarde,Flandre,357,193685,,0
1814,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de moutarde,Italie,49,193685,,0
1815,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de navettes,Allemagne,3348,193685,,0
1816,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de navettes,Espagne,110,193685,,0
1817,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; d'oignon,Savoye,25,193685,,0
1818,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de pirrette,Suisse,3000,193685,,0
1819,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de treffle,Flandre,400,193685,,0
1820,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de treffle,Savoye,48,193685,,0
1821,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,154,Graine ; de treffle,Suisse,105,193685,,0
1822,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Allemagne,1440,5081,,0
1823,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Espagne,2133,5081,,0
1824,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Flandre,395,5081,,0
1825,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Hollande,1023,5081,,0
1826,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Italie,88,5081,,0
1827,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Graisse,Savoye,2,5081,,0
1828,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Grenades,Portugal,963,963,,0
1829,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Grisette,Allemagne,672,11088,,0
1830,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Grisette,Levant,10416,11088,,0
1831,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinée,Allemagne,3000,163060,,0
1832,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinée,Hollande,57760,163060,,0
1833,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinée,Nord,102300,163060,,0
1834,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinguan,Espagne,11910,44970,,0
1835,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinguan,Hollande,26280,44970,,0
1836,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Guinguan,Nord,6780,44970,,0
1837,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Habits,Allemagne,17899,20854,,0
1838,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Habits,Angleterre,300,20854,,0
1839,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Habits,Flandre,2355,20854,,0
1840,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Habits,Portugal,300,20854,,0
1841,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Haches,Espagne,525,525,,0
1842,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; blancs,Allemagne,32770,63816,,0
1843,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; blancs,Flandre,40,63816,,0
1844,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; blancs,Italie,6940,63816,,0
1845,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; blancs,Suisse,2920,63816,,0
1846,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Allemagne,1080,63816,,0
1847,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Espagne,1152,63816,,0
1848,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Flandre,20,63816,,0
1849,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Italie,16296,63816,,0
1850,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Levant,768,63816,,0
1851,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Harangs ; sors,Suisse,1830,63816,,0
1852,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Hardes,Savoye,774,942,,0
1853,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,155,Hardes,Suisse,168,942,,0
1854,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Harnois,Flandre,75,75,,0
1855,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; capilaire,Hollande,650,16074,,0
1856,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; d'orseille,Allemagne,144,16074,,0
1857,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; d'orseille,Angleterre,5,16074,,0
1858,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; d'orseille,Italie,6252,16074,,0
1859,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; d'orseille,Suède,41,16074,,0
1860,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; d'orseille,Suisse,338,16074,,0
1861,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; pérelle,Espagne,1010,16074,,0
1862,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; pérelle,Hollande,1600,16074,,0
1863,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; pérelle,Italie,4708,16074,,0
1864,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Herbes ; à teindre,Flandre,1328,16074,,0
1865,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Hermodattes,Espagne,141,141,,0
1866,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Horlogerie ; mouvements ; de montre,Savoye,520,520,,0
1867,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Houblon,Allemagne,375,3825,,0
1868,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Houblon,Danemark,3315,3825,,0
1869,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Houblon,Hollande,135,3825,,0
1870,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Huile ; de graine,Allemagne,7230,616786,,0
1871,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,156,Huile ; de graine,Suisse,221440,616786,,0
1872,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de laurier,Hollande,125,616786,,0
1873,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de laurier,Italie,26,616786,,0
1874,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de lin,Angleterre,124,616786,,0
1875,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de lin,Danemark,66,616786,,0
1876,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de lin,Espagne,960,616786,,0
1877,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de lin,Italie,60,616786,,0
1878,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de navette,Allemagne,1559,616786,,0
1879,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de noix,Espagne,666,616786,,0
1880,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de noix,Hollande,521,616786,,0
1881,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de noix,Italie,48,616786,,0
1882,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de noix,Savoye,1548,616786,,0
1883,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de noix,Suisse,67,616786,,0
1884,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Allemagne,121007,616786,,0
1885,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Angleterre,3270,616786,,0
1886,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Danemark,189,616786,,0
1887,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Espagne,38783,616786,,0
1888,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Flandre,15626,616786,,0
1889,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Hollande,40415,616786,,0
1890,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Italie,31186,616786,,0
1891,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Levant,431,616786,,0
1892,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Nord,27383,616786,,0
1893,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Russie,30,616786,,0
1894,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Savoye,14100,616786,,0
1895,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Suède,2117,616786,,0
1896,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; d'olive,Suisse,32018,616786,,0
1897,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Allemagne,1002,616786,,0
1898,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Espagne,21049,616786,,0
1899,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Flandre,134,616786,,0
1900,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Italie,6650,616786,,0
1901,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Savoye,2273,616786,,0
1902,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de poisson,Suisse,8157,616786,,0
1903,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de rabette,Angleterre,386,616786,,0
1904,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de senteur,Italie,9,616786,,0
1905,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de senteur,Suisse,55,616786,,0
1906,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de térébenthine,Allemagne,286,616786,,0
1907,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de térébenthine,Hollande,10836,616786,,0
1908,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de térébenthine,Italie,114,616786,,0
1909,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,157,Huile ; de térébenthine,Nord,4840,616786,,0
1910,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Huitres ; à la daube,Hollande,18600,18849,,0
1911,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Huitres ; à l'Ecaille,Angleterre,200,18849,,0
1912,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Huitres ; à l'Ecaille,Flandre,39,18849,,0
1913,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Huitres ; marinées,Nord,10,18849,,0
1914,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jaïa ; ouvré,Espagne,998,4354,,0
1915,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jaïa ; ouvré,Italie,3356,4354,,0
1916,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jalap,Espagne,550,850,,0
1917,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jalap,Flandre,300,850,,0
1918,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jambons,Allemagne,27,19097,,0
1919,Annick Davis,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1752.csv,Objet Général,1752,Exports,158,Jambons,Espagne,4872,19097,,0
