numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_3,remarks,doubleaccounts
931,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Allemagne,15599050,290503.5,36990369,livres,27019990,27123354,,0
932,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Angleterre,103880,2597,36990369,livres,27019990,27123354,,0
933,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Danemark,4880,118,36990369,livres,27019990,27123354,,0
934,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Espagne,,25,,pièces,,,Two quantities for Spain,0
935,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Espagne,3457200,78084.25,36990369,livres,27019990,27123354,,0
936,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Flandre,867830,16632.5,36990369,livres,27019990,27123354,,0
937,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Geneve,433375,7970.5,36990369,livres,27019990,27123354,,0
938,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Hollande,301135,5745.75,36990369,livres,27019990,27123354,,0
939,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Italie,3532245,67386,36990369,livres,27019990,27123354,,0
940,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Naples,947580,23699.5,36990369,livres,27019990,27123354,,0
941,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Genes,117280,2932,36990369,livres,27019990,27123354,,0
942,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Levant,131920,3298,36990369,livres,27019990,27123354,,0
943,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Nord,38700,967.5,36990369,livres,27019990,27123354,,0
944,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Portugal,92575,1773.5,36990369,livres,27019990,27123354,,0
945,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Russie,2770,69.25,36990369,livres,27019990,27123354,,0
946,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Savoye,279135,6492,36990369,livres,27019990,27123354,,0
947,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Suede,2720,68,36990369,livres,27019990,27123354,,0
948,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Suisse,519405,9527.25,36990369,livres,27019990,27123354,,0
949,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Isles,465880,13641,36990369,livres,27019990,27123354,,0
950,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Guinée,109430,2735,36990369,livres,27019990,27123354,,0
951,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; diverses,Indes,13000,13,36990369,caisses,27019990,27123354,,0
952,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; des indes,Espagne,8400,1236,36990369,pièces,,27123354,,0
953,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; de Levant,Italie,1000,25,36990369,pièces,54180,27123354,,0
954,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; de Levant,Naples,40000,1000,36990369,pièces,54180,27123354,,0
955,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; de Levant,Genes,1100,55,36990369,pièces,54180,27123354,,0
956,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; de Levant,Levant,12080,302,36990369,pièces,54180,27123354,,0
957,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; satin,Guinée,4284,686.5,36990369,aunes,,27123354,,0
958,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Angleterre,2320,116.5,36990369,aunes,36500,27123354,,0
959,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Naples,4000,10,36990369,pièces,36500,27123354,,0
960,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Venise,4000,10,36990369,pièces,36500,27123354,,0
961,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Levant,4000,10,36990369,pièces,36500,27123354,,0
962,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Isles,6730,318,36990369,aunes,36500,27123354,,0
963,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,37,Etoffe ; de soye ; velour,Guinée,15450,38.5,36990369,pièces,36500,27123354,,0
964,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Allemagne,449580,22155.5,36990369,livres,683800,4342134,,0
965,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Espagne,44815,2029,36990369,livres,683800,4342134,,0
966,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Flandre,10090,122.5,36990369,livres,683800,4342134,,0
967,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Geneve,53480,2427,36990369,livres,683800,4342134,,0
968,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Italie,81810,3539.5,36990369,livres,683800,4342134,,0
969,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Portugal,11860,593,36990369,livres,683800,4342134,,0
970,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Savoye,3990,176,36990369,livres,683800,4342134,,0
971,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Suisse,26815,1205.5,36990369,livres,683800,4342134,,0
972,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; mi soye,Isles,1360,68,36990369,livres,683800,4342134,,0
973,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Allemagne,151011,15691.5,36990369,livres,312299,4342134,,0
974,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Espagne,26833,2676,36990369,livres,312299,4342134,,0
975,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Flandre,44670,6392,36990369,livres,312299,4342134,,0
976,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Hollande,15970,1597,36990369,livres,312299,4342134,,0
977,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Italie,41415,4257,36990369,livres,312299,4342134,,0
978,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Nord,14715,2633,36990369,livres,312299,4342134,,0
979,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Savoye,14875,1487.5,36990369,livres,312299,4342134,,0
980,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; à peu,Suisse,2810,281,36990369,livres,312299,4342134,,0
981,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Allemagne,105992,5570,36990369,livres,430150,4342134,,0
982,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Espagne,12550,627.5,36990369,livres,430150,4342134,,0
983,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Flandre,210768,10656,36990369,livres,430150,4342134,,0
984,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Hollande,86040,5302,36990369,livres,430150,4342134,,0
985,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Italie,5380,269,36990369,livres,430150,4342134,,0
986,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Savoye,3820,191,36990369,livres,430150,4342134,,0
987,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; au quart,Suisse,5600,280,36990369,livres,430150,4342134,,0
988,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; panne,Allemagne,55620,6931,36990369,livres,84364,4342134,,0
989,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; panne,Espagne,23464,3471,36990369,livres,84364,4342134,,0
990,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; panne,Flandre,5280,33,36990369,pièces,84364,4342134,,0
991,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Allemagne,452970,75495,36990369,livres,2793408,4342134,,0
992,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Espagne,1879447,320396,36990369,livres,2793408,4342134,,0
993,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Flandre,258231,43038.5,36990369,livres,2793408,4342134,,0
994,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Hollande,4620,770,36990369,livres,2793408,4342134,,0
995,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Italie,51630,8605,36990369,livres,2793408,4342134,,0
996,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Levant,2535,13,36990369,pièces,2793408,4342134,,0
997,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Nord,6000,1000,36990369,livres,2793408,4342134,,0
998,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Portugal,119360,18785,36990369,livres,2793408,4342134,,0
999,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Savoye,1170,6,36990369,pièces,2793408,4342134,,0
1000,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Suisse,15885,2647.5,36990369,livres,2793408,4342134,,0
1001,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; peluche,Isles,1560,8,36990369,pièces,2793408,4342134,,0
1002,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; tripe de velour,Allemagne,16147,2353,36990369,pièces,21943,4342134,,0
1003,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; tripe de velour,Italie,1008,36,36990369,pièces,21943,4342134,,0
1004,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; tripe de velour,Levant,1876,67,36990369,pièces,21943,4342134,,0
1005,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; tripe de velour,Portugal,1092,39,36990369,pièces,21943,4342134,,0
1006,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; tripe de velour,Suisse,1820,65,36990369,livres,21943,4342134,,0
1007,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; velour d'Otreck,Flandre,1015,145,36990369,livres,16170,4342134,,0
1008,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; velour d'Otreck,Italie,7315,1045,36990369,livres,16170,4342134,,0
1009,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; merlée de soye ; velour d'Otreck,Espagne,7840,1120,36990369,livres,16170,4342134,,0
1010,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; de coton ; cotonne,Italie,11055,3685,36990369,livres,562695,594375,,0
1011,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; de coton ; cotonne,Naples,2220,740,36990369,livres,562695,594375,,0
1012,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,38,Etoffe ; de coton ; cotonne,Genes,4140,1380,36990369,livres,562695,594375,,0
1013,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; cotonne,Levant,8082,2694,36990369,livres,562695,594375,,0
1014,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; cotonne,Savoye,14212,4745,36990369,livres,562695,594375,,0
1015,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; cotonne,Guinée,522986,55687,36990369,livres,562695,594375,,0
1016,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Allemagne,5004,278,36990369,livres,31680,594375,,0
1017,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Espagne,6174,343,36990369,livres,31680,594375,,0
1018,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Geneve,3078,171,36990369,livres,31680,594375,,0
1019,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Hollande,8406,467,36990369,livres,31680,594375,,0
1020,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Italie,2160,120,36990369,livres,31680,594375,,0
1021,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de coton ; velour,Savoye,6858,381,36990369,livres,31680,594375,,0
1022,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; façonnée,Allemagne,11177,4471,36990369,livres,36347,,,0
1023,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; façonnée,Flandre,25170,10068,36990369,livres,36347,,,0
1024,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; baracan,Indes,1080,12,36990369,pièces,,1905649,,0
1025,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; bouras,Italie,1500,10,36990369,pièces,,1905649,,0
1026,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Allemagne,34260,342.25,36990369,pièces,583076,1905649,,0
1027,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Espagne,45900,459,36990369,pièces,583076,1905649,,0
1028,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Flandre,155500,1555,36990369,pièces,583076,1905649,,0
1029,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Geneve,3400,34,36990369,pièces,583076,1905649,,0
1030,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Italie,13300,133,36990369,pièces,583076,1905649,,0
1031,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Genes,1000,200,36990369,livres,583076,1905649,,0
1032,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Levant,239100,2391,36990369,pièces,583076,1905649,,0
1033,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Savoye,4190,790,36990369,livres,583076,1905649,,0
1034,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Suisse,50600,506,36990369,pièces,583076,1905649,,0
1035,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Isles,18750,187.5,36990369,pièces,583076,1905649,,0
1036,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; callemande,Indes,17076,4269,36990369,pièces,583076,1905649,,0
1037,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; cameton,Allemagne,95318,1466.4,36990369,pièces,1314323,1905649,,0
1038,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; cameton,Espagne,115220,1823,36990369,pièces,1314323,1905649,,0
1039,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; cameton,Flandre,560560,8624,36990369,pièces,1314323,1905649,,0
1040,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; cameton,Geneve,1690,26,36990369,pièces,1314323,1905649,,0
1041,Mohamed Chabih,Montbret 849,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 849/1772.csv,Objet Général,1772,Exports,39,Etoffe ; de poil ; cameton,Italie,28860,444,36990369,pièces,1314323,1905649,,0
