numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
916,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Naples,40278,6713,1460228,livres,871936,,,0
917,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Genes,6840,1140,1460228,livres,871936,,,0
918,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Levant,3180,530,1460228,livres,871936,,,0
919,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Nord,5187,741,1460228,livres,871936,,,0
920,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Portugal,71225,10175,1460228,livres,871936,,,0
921,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Savoye,63134,10522.5,1460228,livres,871936,,,0
922,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Suisse,37950,6325,1460228,livres,871936,,,0
923,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Isles,14446,3611,1460228,aunes,871936,,,0
924,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de laine,Indes,1200,8,1460228,caisses,871936,,,0
925,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Allemagne,132684,16585,1460228,livres,588292,,,0
926,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Espagne,249648,31206,1460228,livres,588292,,,0
927,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Flandre,46968,5871,1460228,livres,588292,,,0
928,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Hollande,3800,475,1460228,livres,588292,,,0
929,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Italie,84896,10612,1460228,livres,588292,,,0
930,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Genes,3320,415,1460228,livres,588292,,,0
931,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Portugal,42520,5315,1460228,livres,588292,,,0
932,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Savoye,4936,617,1460228,livres,588292,,,0
933,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Suisse,6800,850,1460228,livres,588292,,,0
934,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etamine ; de Acims,Indes,12720,1590,1460228,livres,588292,,,0
935,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; d'or,Geneve,9840,82,41412750,livres,50400,4565906,,0
936,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; d'or,Italie,40560,338,41412750,livres,50400,4565906,,0
937,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Allemagne,1883386,20906,41412750,livres,4515506,4565906,,0
938,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Espagne,1432960,16952,41412750,livres,4515506,4565906,,0
939,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Flandre,131590,1481,41412750,livres,4515506,4565906,,0
940,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Geneve,9810,109,41412750,livres,4515506,4565906,,0
941,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Hollande,9820,112,41412750,livres,4515506,4565906,,0
942,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Italie,960600,10690,41412750,livres,4515506,4565906,,0
943,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Portugal,8280,92,41412750,livres,4515506,4565906,,0
944,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Savoye,2410,27,41412750,livres,4515506,4565906,,0
945,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Suisse,16650,185,41412750,livres,4515506,4565906,,0
946,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; dorure ; or et argent,Isles,60000,600,41412750,livres,4515506,4565906,,0
947,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; de soye diverses,Allemagne,17384395,296753.75,41412750,livres,29541970,29673640,,0
948,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; de soye diverses,Angleterre,94505,2305,41412750,livres,29541970,29673640,,0
949,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; de soye diverses,Danemark,8520,158,41412750,livres,29541970,29673640,,0
950,Karim Benyagoub,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,60,Etoffe ; de soye diverses,Espagne,3943140,83093,41412750,livres,29541970,29673640,,0
951,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Flandres,975125,465,41412750,pièces,29541970,29673640,deux qtités pour flandres,1
952,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Flandres,975125,16558.5,41412750,livres,29541970,29673640,deux qtités pour flandres,2
953,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Geneve,175020,2957,41412750,livres,29541970,29673640,,0
954,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Hollande,410964,8219,41412750,livres,29541970,29673640,,0
955,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Italie,3937930,73691.75,41412750,livres,29541970,29673640,,0
956,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Naples,339160,8479,41412750,livres,29541970,29673640,,0
957,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Gènes,160900,4022,41412750,livres,29541970,29673640,,0
958,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Levant,358160,8954,41412750,livres,29541970,29673640,,0
959,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Nord,19980,497,41412750,livres,29541970,29673640,,0
960,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Portugal,183830,2586,41412750,livres,29541970,29673640,,0
961,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Russie,35760,770,41412750,livres,29541970,29673640,,0
962,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Savoye,271820,5439,41412750,livres,29541970,29673640,,0
963,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Suède,10420,368,41412750,livres,29541970,29673640,,0
964,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Suisse,522125,9094,41412750,livres,29541970,29673640,,0
965,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Isles,579421,11588.5,41412750,livres,29541970,29673640,,0
966,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Guinée,39130,782.5,41412750,livres,29541970,29673640,,0
967,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; diverses,Indes,91665,1803,41412750,livres,29541970,29673640,,0
968,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; des indes,Espagne,1800,30,41412750,pièces,43740,29673640,,0
969,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; des indes,Flandres,12640,94,41412750,pièces,43740,29673640,,0
970,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; des indes,Hollande,23020,262,41412750,pièces,43740,29673640,,0
971,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; des indes,Savoye,3800,26,41412750,pièces,43740,29673640,,0
972,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; des indes,Guinée,2480,31,41412750,pièces,43740,29673640,,0
973,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; satin,Flandres,1540,11,41412750,pièces,66380,29673640,,0
974,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; satin,Hollande,63840,456,41412750,pièces,66380,29673640,,0
975,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; satin,Nord,1000,10,41412750,pièces,66380,29673640,,0
976,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; tafta,Hollande,1150,23,41412750,pièces,29673640,,,0
977,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de soie ; velours,Guinée,20400,51,41412750,pièces,29673640,,,0
978,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Allemagne,419580,20253.75,41412750,livres,667672,4236475,,0
979,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Espagne,100552,4099,41412750,livres,667672,4236475,,0
980,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Flandres,19053,731.75,41412750,livres,667672,4236475,,0
981,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Geneve,17057,773,41412750,livres,667672,4236475,,0
982,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Hollande,4680,168,41412750,livres,667672,4236475,,0
983,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Italie,53650,2026.5,41412750,livres,667672,4236475,,0
984,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Savoye,16190,789.5,41412750,livres,667672,4236475,,0
985,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; mi soie,Suisse,36910,1329,41412750,livres,667672,4236475,,0
986,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Allemagne,104560,10456,41412750,livres,255525,4236475,,0
987,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Angleterre,2075,207.5,41412750,livres,255525,4236475,,0
988,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Danemark,6400,640,41412750,livres,255525,4236475,,0
989,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Espagne,33520,3352,41412750,livres,255525,4236475,,0
990,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Flandres,41005,4100.5,41412750,livres,255525,4236475,,0
991,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Hollande,19710,1971,41412750,livres,255525,4236475,,0
992,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Italie,17000,1700,41412750,livres,255525,4236475,,0
993,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Nord,4760,476,41412750,livres,255525,4236475,,0
994,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Portugal,1000,100,41412750,livres,255525,4236475,,0
995,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Russie,1200,120,41412750,livres,255525,4236475,,0
996,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Savoye,19150,1915,41412750,livres,255525,4236475,,0
997,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Suède,2040,204,41412750,livres,255525,4236475,,0
998,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; à peu de soie,Suisse,3105,271,41412750,livres,255525,4236475,,0
999,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Allemagne,47646,2856,41412750,livres,305448,4236475,,0
1000,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Espagne,25960,1939,41412750,livres,305448,4236475,,0
1001,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Flandres,87988,4503,41412750,livres,305448,4236475,,0
1002,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Hollande,114560,5728,41412750,livres,305448,4236475,,0
1003,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Italie,8060,403,41412750,livres,305448,4236475,,0
1004,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Nord,10740,537,41412750,livres,305448,4236475,,0
1005,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Russie,2700,135,41412750,livres,305448,4236475,,0
1006,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Savoye,6320,316,41412750,livres,305448,4236475,,0
1007,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; au quart,Suisse,1474,125,41412750,livres,305448,4236475,,0
1008,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Allemagne,463638,68089,41412750,livres,2328369,4236475,,0
1009,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Espagne,1549242,240294,41412750,livres,2328369,4236475,,0
1010,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Flandres,181860,30310,41412750,livres,2328369,4236475,,0
1011,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Hollande,1470,245,41412750,livres,2328369,4236475,,0
1012,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Italie,70362,11727,41412750,livres,2328369,4236475,,0
1013,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Portugal,27475,3925,41412750,livres,2328369,4236475,,0
1014,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Russie,11732,1676,41412750,livres,2328369,4236475,,0
1015,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; panne,Suisse,22590,3740,41412750,livres,2328369,4236475,,0
1016,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Espagne,551781,78783,41412750,livres,648582,4236475,,0
1017,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Flandres,4680,24,41412750,pièces,648582,4236475,,0
1018,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Hollande,5635,805,41412750,livres,648582,4236475,,0
1019,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Nord,1190,170,41412750,livres,648582,4236475,,0
1020,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Portugal,69510,9930,41412750,livres,648582,4236475,,0
1021,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Russie,5206,843,41412750,livres,648582,4236475,,0
1022,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Suisse,6660,37,41412750,pièces,648582,4236475,,0
1023,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; peluche,Isles,3920,980,41412750,aunes,648582,4236475,,0
1024,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; ripe de velour,Allemagne,7605,760,41412750,pièces,16929,4236475,,0
1025,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; ripe de velour,Flandres,3920,140,41412750,pièces,16929,4236475,,0
1026,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; ripe de velour,Italie,1284,46,41412750,pièces,16929,4236475,,0
1027,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; ripe de velour,Nord,3000,200,41412750,livres,16929,4236475,,0
1028,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; ripe de velour,Portugal,1120,40,41412750,pièces,16929,4236475,,0
1029,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; velour de genes,Allemagne,1260,7,41412750,pièces,13950,4236475,,0
1030,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; velour de genes,Flandres,1800,10,41412750,pièces,13950,4236475,,0
1031,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; velour de genes,Italie,9450,1350,41412750,livres,13950,4236475,,0
1032,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; melée de soie ; velour de genes,Isles,1440,8,41412750,pièces,13950,4236475,,0
1033,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; cotonné,Isles,253990,50798,41412750,livres,487320,531914,,0
1034,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; cotonné,Guinée,233330,46666,41412750,livres,487320,531914,,0
1035,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; velour,Allemagne,14952,1180,41412750,livres,44594,531914,,0
1036,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; velour,Espagne,2934,163,41412750,livres,44594,531914,,0
1037,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; velour,Geneve,1890,105,41412750,livres,44594,531914,,0
1038,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,64,Etoffe ; de coton ; velour,Hollande,1026,57,41412750,livres,44594,531914,,0
1039,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; de coton ; velour,Italie,10662,619,41412750,livres,44594,531914,,0
1040,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; de coton ; velour,Nord,2340,130,41412750,livres,44594,531914,,0
1041,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; de coton ; velour,Savoye,4302,239,41412750,livres,44594,531914,,0
1042,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; de coton ; velour,Suisse,2948,186,41412750,livres,44594,531914,,0
1043,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; de coton ; velour,Isles,3540,218,41412750,livres,44594,531914,,0
1044,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; au fil et laine,Guinée,32176,4022,41412750,livres,,,,0
1045,Fatima Zahra,AN F12 245,National/Objet Général/AN Paris/F_12_245_1777/1777.csv,Objet Général,1777,Exports,67,Etoffe ; au filozelle,Espagne,33790,3379,41412750,livres,42590,,,0
