Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Flandre,,Cardes ; à carder,,,,,"2 264,00",,,2264,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Hollande,,Cardes ; à carder,,,,,"867,00",,,867,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Italie,,Cardes ; à carder,,,,,"800,00",,,800,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Levant,,Cardes ; à carder,,,,,"27 818,00",,,27818,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Portugal,,Cardes ; à carder,,,,,"98,00",,,98,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Savoye,,Cardes ; à carder,,,,,"268,00",,,268,,"32515,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Flandre,,Carmin,,,,,"10,00",,,10,,"10,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Allemagne,,Carpes,,,,,"529,12",,,"529,12",,"529,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Allemagne,,Caractères ; à imprimer ,,,,,"52,00",4,,"52,2",,"1217,20",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,22,Exportations,Flandre,,Caractères ; à imprimer ,,,,,"1 165,00",,,1165,,"1217,20",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Espagne,,Carreaux ; de marbre,,,,,"400,00",,,400,,"440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Gènes,,Carreaux ; de marbre,,,,,"40,00",,,40,,"440,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Allemagne,,Carreaux ; de terre,,,,,"38,00",,,38,,"483,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Flandre,,Carreaux ; de terre,,,,,"430,00",,,430,,"483,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Suède,,Carreaux ; de terre,,,,,"15,00",14,,"15,7",,"483,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Italie,,Carrouges,,,,,"180,00",,,180,,"1141,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Naples,,Carrouges,,,,,"250,00",,,250,,"1141,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Gènes,,Carrouges,,,,,"455,00",,,455,,"1141,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Savoye,,Carrouges,,,,,"256,00",,,256,,"1141,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Italie,,Cartes ; à jouer,,,,,"300,00",,,300,,"13300,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Gènes,,Cartes ; à jouer,,,,,"13 000,00",,,13000,,"13300,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Savoye,,Cartons,,,,,"1 600,00",,,1600,,"1600,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Savoye,,Carubis,,,,,"84,00",,,84,,"84,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Espagne,,Cascarilles,,,,,"31 414,00",,,31414,,"31489,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Hollande,,Cascarilles,,,,,"75,00",,,75,,"31489,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Hollande,,Casse ; drogue,,,,,"217,00",16,,"217,8",,"217,80",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Flandre,,Cassia Lignea,,,,,"293,00",15,,"293,75",,"1579,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Hollande,,Cassia Lignea,,,,,"1 286,00",,,1286,,"1579,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Hollande,,Castoreum,,,,,"750,00",,,750,,"750,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Importations,Hollande,,Caves ; garnies,,,,,"4 885,00",,,4885,,"4885,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Allemagne,,Carreaux ; de terre,,,,,"102,00",,,102,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Espagne,,Carreaux ; de terre,,,,,"940,00",,,940,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Flandre,,Carreaux ; de terre,,,,,"6 465,00",,,6465,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Hollande,,Carreaux ; de terre,,,,,"3 615,00",,,3615,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Isles,,Carreaux ; de terre,,,,,"80,00",,,80,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Italie,,Carreaux ; de terre,,,,,"44,00",,,44,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Gènes,,Carreaux ; de terre,,,,,"30,00",,,30,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Levant,,Carreaux ; de terre,,,,,"430,00",,,430,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Savoye,,Carreaux ; de terre,,,,,"200,00",,,200,,"11906,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Espagne,,Cartes ; géographiques,,,,,"7 500,00",,,7500,,"7500,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Espagne,,Cartes ; à jouer,,,,,"13 125,00",,,13125,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Hollande,,Cartes ; à jouer,,,,,"8 576,00",,,8576,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Isles,,Cartes ; à jouer,,,,,"3 711,00",,,3711,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Gènes,,Cartes ; à jouer,,,,,"700,00",,,700,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Levant,,Cartes ; à jouer,,,,,"3 400,00",,,3400,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Nord,,Cartes ; à jouer,,,,,"300,00",,,300,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Portugal,,Cartes ; à jouer,,,,,"1 680,00",,,1680,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Savoye,,Cartes ; à jouer,,,,,"6 066,00",,,6066,,"37558,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Flandre,,Cartons,,,,,"6,00",,,6,,"1159,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Italie,,Cartons,,,,,"625,00",,,625,,"1159,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Savoye,,Cartons,,,,,"528,00",,,528,,"1159,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,23,Exportations,Espagne,,Castalogne,,,,,"2 016,00",,,2016,,"2016,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Gènes,,Causels ; de bars,,,,,"50,00",,,50,,"74,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Savoye,,Causels ; de bars,,,,,"24,00",,,24,,"74,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Italie,,Cedra,,,,,"410,00",,,410,,"2373,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Gènes,,Cedra,,,,,"1 247,00",,,1247,,"2373,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Savoye,,Cedra,,,,,"716,00",,,716,,"2373,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Savoye,,Ceintures,,,,,"300,00",,,300,,"300,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Flandre,,Ceinturons,,,,,"3 920,00",,,3920,,"3920,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Hollande,,Cendre ; bleue,,,,,"105,00",,,105,,"105,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Nord,,Cendre ; casseau,,,,,"28 320,00",,,28320,,"28320,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cendre ; commune,,,,,"220,00",,,220,,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Espagne,,Cendre ; commune,,,,,"46 800,00",,,46800,,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Italie,,Cendre ; commune,,,,,"7 396,00",,,7396,,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Naples,,Cendre ; commune,,,,,"30 380,00",,,30380,,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Gènes,,Cendre ; commune,,,,,"546,00",,,546,,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Savoye,,Cendre ; commune,,,,,"2,00",11,,"2,55",,"85344,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cendre ; gravelée,,,,,"1 428,00",,,1428,,"2028,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Flandre,,Cendre ; gravelée,,,,,"600,00",,,600,,"2028,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cendre ; de plomb,,,,,"6 530,00",8,,"6530,4",,"6530,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cendre ;  potasse,,,,,"6 565,00",,,6565,,"43295,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Espagne,,Cendre ;  potasse,,,,,"2 901,00",,,2901,,"43295,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Flandre,,Cendre ;  potasse,,,,,"2 932,00",10,,"2932,5",,"43295,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Hollande,,Cendre ;  potasse,,,,,"16 198,00",8,,"16198,4",,"43295,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Nord,,Cendre ;  potasse,,,,,"14 698,00",8,,"14698,4",,"43295,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cercles ; de bois,,,,,"21 525,00",12,,"21525,6",,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Espagne,,Cercles ; de bois,,,,,"75,00",7,,"75,35",,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Flandre,,Cercles ; de bois,,,,,"1 140,00",,,1140,,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Italie,,Cercles ; de bois,,,,,"4 394,00",7,,"4394,35",,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Naples,,Cercles ; de bois,,,,,"7 680,00",,,7680,,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Gènes,,Cercles ; de bois,,,,,"56 996,00",,,56996,,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Savoye,,Cercles ; de bois,,,,,"8 537,00",,,8537,,"100348,30",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Importations,Allemagne,,Cerises,,,,,"861,00",,,861,,"861,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Espagne,,Ceintures,,,,,"292,00",10,,"292,5",,"292,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Ceinturons,,,,,"92,00",,,92,,"92,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cendre ; commune,,,,,"1 276,00",10,,"1276,5",,"2497,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Savoye,,Cendre ; commune,,,,,"1 221,00",,,1221,,"2497,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cendre ; à fumer  ; terre,,,,,"5 856,00",,,5856,,"5856,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cendre ; gravelée,,,,,"195,00",11,,"195,55",,"195,55",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cendre ; de houille,,,,,"8 100,00",,,8100,,"8100,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cendre ; potasse,,,,,"866,00",,,866,,"2478,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Hollande,,Cendre ; potasse,,,,,"1 612,00",,,1612,,"2478,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Hollande,,Cendre ; de vitarch,,,,,"26 360,00",,,26360,,"26360,00",,je ne sais pas ce qu'est le vitarch.
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Espagne,,Cercles ; de bois,,,,,"2 680,00",,,2680,,"12940,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Hollande,,Cercles ; de bois,,,,,"56,00",,,56,,"12940,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Isles,,Cercles ; de bois,,,,,"8 604,00",,,8604,,"12940,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Gènes,,Cercles ; de bois,,,,,"1 000,00",,,1000,,"12940,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Savoye,,Cercles ; de bois,,,,,"600,00",,,600,,"12940,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Flandre,,Cervelas,,,,,"140,00",,,140,,"200,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,24,Exportations,Isles,,Cervelas,,,,,"60,00",,,60,,"200,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Angleterre,,Ceruze,,,,,"455,00",2,,"455,1",,"183790,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Flandre,,Ceruze,,,,,"150,00",,,150,,"183790,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Hollande,,Ceruze,,,,,"182 423,00",2,,"182423,1",,"183790,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Nord,,Ceruze,,,,,"762,00",10,,"762,5",,"183790,70",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Espagne,,Chair ; fumée,,,,,"100,00",,,100,,"190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Genève,,Chair ; fumée,,,,,"90,00",,,90,,"190,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Allemagne,,Chair ; salé,,,,,"32,00",16,,"32,8",,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Angleterre,,Chair ; salé,,,,,"200,00",,,200,,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Flandre,,Chair ; salé,,,,,"49,00",4,,"49,2",,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Naples,,Chair ; salé,,,,,"9,00",,,9,,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Savoye,,Chair ; salé,,,,,"152,00",5,,"152,25",,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Suisse,,Chair ; salé,,,,,"88,00",16,,"88,8",,"532,05",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Hollande,,Chaise ; de commoditié,,,,,"441,00",,,441,,"441,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Flandre,,Chaise ; de paille,,,,,"6,00",,,6,,"6,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Espagne,,Champignons,,,,,"300,00",,,300,,"2887,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Flandre,,Champignons,,,,,"37,00",10,,"37,5",,"2887,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Gènes,,Champignons,,,,,"2 190,00",,,2190,,"2887,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Savoye,,Champignons,,,,,"360,00",,,360,,"2887,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Allemagne,,Chandelle,,,,,"1 871,00",12,,"1871,6",,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Angleterre,,Chandelle,,,,,"460,00",,,460,,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Espagne,,Chandelle,,,,,"1 097,00",15,,"1097,75",,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Hollande,,Chandelle,,,,,"481,00",10,,"481,5",,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Gènes,,Chandelle,,,,,"192,00",,,192,,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Nord,,Chandelle,,,,,"56,00",5,,"56,25",,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Importations,Savoye,,Chandelle,,,,,"2 790,00",,,2790,,"6449,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Danemark,,Ceruze,,,,,"10,00",,,10,,"967,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Levant,,Ceruze,,,,,"282,00",,,282,,"967,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Savoye,,Ceruze,,,,,"360,00",,,360,,"967,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Suisse,,Ceruze,,,,,"315,00",,,315,,"967,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Suisse,,Chair ; cuite,,,,,"14,00",,,14,,"14,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Allemagne,,Chair ; salée,,,,,"45,00",,,45,,"73005,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Espagne,,Chair ; salée,,,,,"11 865,00",,,11865,,"73005,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Flandre,,Chair ; salée,,,,,"29,00",8,,"29,4",,"73005,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Hollande,,Chair ; salée,,,,,"66,00",,,66,,"73005,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Isles,,Chair ; salée,,,,,"61 000,00",,,61000,,"73005,40",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Espagne,,Chaise ; de canne ,,,,,"335,00",,,335,,"1831,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Flandre,,Chaise ; de canne ,,,,,"400,00",,,400,,"1831,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Hollande,,Chaise ; de canne ,,,,,"776,00",,,776,,"1831,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Nord,,Chaise ; de canne ,,,,,"200,00",,,200,,"1831,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Portugal,,Chaise ; de canne ,,,,,"120,00",,,120,,"1831,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Espagne,,Chaise ; de paille,,,,,"1 584,00",10,,"1584,5",,"4020,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Hollande,,Chaise ; de paille,,,,,"200,00",,,200,,"4020,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Italie,,Chaise ; de paille,,,,,"260,00",,,260,,"4020,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Savoye,,Chaise ; de paille,,,,,"1 976,00",,,1976,,"4020,50",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Russie,,Chaise ; roulante,,,,,"800,00",,,800,,"800,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Espagne,,Chalons,,,,,"350,00",,,350,,"350,00",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Hollande,,Champignons,,,,,"3,00",15,,"3,75",,"3,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Allemagne,,Chandelle,,,,,"562,00",10,,"562,5",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Angleterre,,Chandelle,,,,,"58,00",10,,"58,5",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Espagne,,Chandelle,,,,,"58 314,00",12,,"58314,6",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Flandre,,Chandelle,,,,,"5 224,00",12,,"5224,6",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Genève,,Chandelle,,,,,"1 798,00",,,1798,,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Hollande,,Chandelle,,,,,"939,00",4,,"939,2",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Isles,,Chandelle,,,,,"77 651,00",5,,"77651,25",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Levant,,Chandelle,,,,,"40,00",,,40,,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Portugal,,Chandelle,,,,,"366,00",,,366,,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Savoye,,Chandelle,,,,,"9 357,00",12,,"9357,6",,"159825,10",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,25,Exportations,Suisse,,Chandelle,,,,,"5 512,00",16,,"5512,8",,"159825,10",,
